Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.032, 0.032, 0.000, 0.000, 0.086, 0.029, 0.299, 0.030] | Action Distribution: FORWARD: 0.1623 | TURN_LEFT: 0.1697 | TURN_RIGHT: 0.1673 | FORWARD_LEFT: 0.1651 | FORWARD_RIGHT: 0.1678 | BACKWARD: 0.1677 | Selected: BACKWARD (prob: 0.1677)
Episode 18 | Step 3 | State: [0.033, 0.033, 0.000, 0.000, 0.029, 0.029, 0.292, 0.144] | Action Distribution: FORWARD: 0.0887 | TURN_LEFT: 0.2433 | TURN_RIGHT: 0.3462 | FORWARD_LEFT: 0.0656 | FORWARD_RIGHT: 0.0292 | BACKWARD: 0.2270 | Selected: TURN_LEFT (prob: 0.2433)
Episode 18 | Step 4 | State: [0.032, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.107] | Action Distribution: FORWARD: 0.0866 | TURN_LEFT: 0.2459 | TURN_RIGHT: 0.3653 | FORWARD_LEFT: 0.0722 | FORWARD_RIGHT: 0.0327 | BACKWARD: 0.1973 | Selected: TURN_RIGHT (prob: 0.3653)
Episode 18 | Step 5 | State: [0.032, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.146] | Action Distribution: FORWARD: 0.0787 | TURN_LEFT: 0.2341 | TURN_RIGHT: 0.3481 | FORWARD_LEFT: 0.0683 | FORWARD_RIGHT: 0.0296 | BACKWARD: 0.2413 | Selected: FORWARD_RIGHT (prob: 0.0296)
Episode 18 | Step 6 | State: [0.096, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.254] | Action Distribution: FORWARD: 0.0624 | TURN_LEFT: 0.1997 | TURN_RIGHT: 0.2909 | FORWARD_LEFT: 0.0533 | FORWARD_RIGHT: 0.0210 | BACKWARD: 0.3728 | Selected: TURN_LEFT (prob: 0.1997)
Episode 18 | Step 7 | State: [0.073, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.251] | Action Distribution: FORWARD: 0.0588 | TURN_LEFT: 0.1951 | TURN_RIGHT: 0.2959 | FORWARD_LEFT: 0.0544 | FORWARD_RIGHT: 0.0213 | BACKWARD: 0.3745 | Selected: TURN_LEFT (prob: 0.1951)
Episode 18 | Step 8 | State: [0.052, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.243] | Action Distribution: FORWARD: 0.0559 | TURN_LEFT: 0.1923 | TURN_RIGHT: 0.3054 | FORWARD_LEFT: 0.0561 | FORWARD_RIGHT: 0.0220 | BACKWARD: 0.3683 | Selected: TURN_LEFT (prob: 0.1923)
Episode 18 | Step 9 | State: [0.032, 0.032, 0.000, 0.000, 0.029, 0.029, 0.288, 0.189] | Action Distribution: FORWARD: 0.0575 | TURN_LEFT: 0.2043 | TURN_RIGHT: 0.3511 | FORWARD_LEFT: 0.0653 | FORWARD_RIGHT: 0.0266 | BACKWARD: 0.2952 | Selected: TURN_RIGHT (prob: 0.3511)
Episode 18 | Step 10 | State: [0.052, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.245] | Action Distribution: FORWARD: 0.0493 | TURN_LEFT: 0.1854 | TURN_RIGHT: 0.3279 | FORWARD_LEFT: 0.0573 | FORWARD_RIGHT: 0.0224 | BACKWARD: 0.3578 | Selected: TURN_RIGHT (prob: 0.3279)
Episode 19 | Step 1 | State: [0.074, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.251] | Action Distribution: FORWARD: 0.0458 | TURN_LEFT: 0.1819 | TURN_RIGHT: 0.3424 | FORWARD_LEFT: 0.0573 | FORWARD_RIGHT: 0.0223 | BACKWARD: 0.3503 | Selected: BACKWARD (prob: 0.3503)
Episode 19 | Step 2 | State: [0.032, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.142] | Action Distribution: FORWARD: 0.0509 | TURN_LEFT: 0.2044 | TURN_RIGHT: 0.4276 | FORWARD_LEFT: 0.0738 | FORWARD_RIGHT: 0.0313 | BACKWARD: 0.2119 | Selected: TURN_RIGHT (prob: 0.4276)
Episode 19 | Step 3 | State: [0.058, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.146] | Action Distribution: FORWARD: 0.0474 | TURN_LEFT: 0.2002 | TURN_RIGHT: 0.4473 | FORWARD_LEFT: 0.0737 | FORWARD_RIGHT: 0.0313 | BACKWARD: 0.2001 | Selected: FORWARD_RIGHT (prob: 0.0313)
Episode 19 | Step 4 | State: [0.098, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.255] | Action Distribution: FORWARD: 0.0389 | TURN_LEFT: 0.1761 | TURN_RIGHT: 0.4009 | FORWARD_LEFT: 0.0594 | FORWARD_RIGHT: 0.0234 | BACKWARD: 0.3012 | Selected: TURN_LEFT (prob: 0.1761)
Episode 19 | Step 5 | State: [0.074, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.252] | Action Distribution: FORWARD: 0.0378 | TURN_LEFT: 0.1750 | TURN_RIGHT: 0.4192 | FORWARD_LEFT: 0.0607 | FORWARD_RIGHT: 0.0242 | BACKWARD: 0.2831 | Selected: BACKWARD (prob: 0.2831)
Episode 19 | Step 6 | State: [0.032, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.106] | Action Distribution: FORWARD: 0.0432 | TURN_LEFT: 0.1941 | TURN_RIGHT: 0.5125 | FORWARD_LEFT: 0.0792 | FORWARD_RIGHT: 0.0351 | BACKWARD: 0.1358 | Selected: TURN_RIGHT (prob: 0.5125)
Episode 19 | Step 7 | State: [0.059, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.147] | Action Distribution: FORWARD: 0.0394 | TURN_LEFT: 0.1879 | TURN_RIGHT: 0.5117 | FORWARD_LEFT: 0.0756 | FORWARD_RIGHT: 0.0332 | BACKWARD: 0.1522 | Selected: TURN_LEFT (prob: 0.1879)
Episode 19 | Step 8 | State: [0.032, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.107] | Action Distribution: FORWARD: 0.0402 | TURN_LEFT: 0.1879 | TURN_RIGHT: 0.5309 | FORWARD_LEFT: 0.0805 | FORWARD_RIGHT: 0.0363 | BACKWARD: 0.1243 | Selected: TURN_LEFT (prob: 0.1879)
Episode 19 | Step 9 | State: [0.032, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.068] | Action Distribution: FORWARD: 0.0405 | TURN_LEFT: 0.1861 | TURN_RIGHT: 0.5450 | FORWARD_LEFT: 0.0847 | FORWARD_RIGHT: 0.0395 | BACKWARD: 0.1042 | Selected: TURN_RIGHT (prob: 0.5450)
Episode 19 | Step 10 | State: [0.032, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.107] | Action Distribution: FORWARD: 0.0386 | TURN_LEFT: 0.1854 | TURN_RIGHT: 0.5326 | FORWARD_LEFT: 0.0834 | FORWARD_RIGHT: 0.0388 | BACKWARD: 0.1212 | Selected: BACKWARD (prob: 0.1212)
Episode 20 | Step 1 | State: [0.032, 0.032, 0.000, 0.000, 0.115, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0381 | TURN_LEFT: 0.1846 | TURN_RIGHT: 0.5378 | FORWARD_LEFT: 0.0861 | FORWARD_RIGHT: 0.0420 | BACKWARD: 0.1114 | Selected: TURN_RIGHT (prob: 0.5378)
Episode 20 | Step 2 | State: [0.032, 0.032, 0.000, 0.000, 0.115, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0380 | TURN_LEFT: 0.1859 | TURN_RIGHT: 0.5313 | FORWARD_LEFT: 0.0879 | FORWARD_RIGHT: 0.0439 | BACKWARD: 0.1130 | Selected: BACKWARD (prob: 0.1130)
Episode 20 | Step 3 | State: [0.032, 1.000, 0.000, 0.000, 0.105, 0.029, 0.289, 0.030] | Action Distribution: FORWARD: 0.0010 | TURN_LEFT: 0.0165 | TURN_RIGHT: 0.0695 | FORWARD_LEFT: 0.0034 | FORWARD_RIGHT: 0.0013 | BACKWARD: 0.9082 | Selected: BACKWARD (prob: 0.9082)
Episode 20 | Step 4 | State: [0.032, 1.000, 0.000, 0.000, 0.029, 0.048, 0.289, 0.030] | Action Distribution: FORWARD: 0.0012 | TURN_LEFT: 0.0194 | TURN_RIGHT: 0.0804 | FORWARD_LEFT: 0.0041 | FORWARD_RIGHT: 0.0016 | BACKWARD: 0.8933 | Selected: BACKWARD (prob: 0.8933)
Episode 20 | Step 5 | State: [0.032, 1.000, 0.000, 0.000, 0.029, 0.080, 0.289, 0.121] | Action Distribution: FORWARD: 0.0007 | TURN_LEFT: 0.0132 | TURN_RIGHT: 0.0492 | FORWARD_LEFT: 0.0023 | FORWARD_RIGHT: 0.0009 | BACKWARD: 0.9336 | Selected: TURN_RIGHT (prob: 0.0492)
Episode 20 | Step 6 | State: [0.032, 1.000, 0.000, 0.000, 0.029, 0.079, 0.289, 0.093] | Action Distribution: FORWARD: 0.0008 | TURN_LEFT: 0.0152 | TURN_RIGHT: 0.0556 | FORWARD_LEFT: 0.0027 | FORWARD_RIGHT: 0.0012 | BACKWARD: 0.9244 | Selected: BACKWARD (prob: 0.9244)
Episode 20 | Step 7 | State: [0.032, 1.000, 0.000, 0.000, 0.029, 0.071, 0.289, 0.151] | Action Distribution: FORWARD: 0.0007 | TURN_LEFT: 0.0131 | TURN_RIGHT: 0.0441 | FORWARD_LEFT: 0.0020 | FORWARD_RIGHT: 0.0010 | BACKWARD: 0.9392 | Selected: BACKWARD (prob: 0.9392)
Episode 20 | Step 8 | State: [0.049, 0.032, 0.000, 0.000, 0.029, 0.064, 0.290, 0.141] | Action Distribution: FORWARD: 0.0365 | TURN_LEFT: 0.2024 | TURN_RIGHT: 0.4611 | FORWARD_LEFT: 0.0836 | FORWARD_RIGHT: 0.0487 | BACKWARD: 0.1676 | Selected: TURN_LEFT (prob: 0.2024)
Episode 20 | Step 9 | State: [0.039, 0.032, 0.000, 0.000, 0.029, 0.064, 0.290, 0.125] | Action Distribution: FORWARD: 0.0374 | TURN_LEFT: 0.2086 | TURN_RIGHT: 0.4619 | FORWARD_LEFT: 0.0849 | FORWARD_RIGHT: 0.0517 | BACKWARD: 0.1556 | Selected: TURN_RIGHT (prob: 0.4619)
Episode 20 | Step 10 | State: [0.042, 0.032, 0.000, 0.000, 0.029, 0.063, 0.289, 0.153] | Action Distribution: FORWARD: 0.0366 | TURN_LEFT: 0.2088 | TURN_RIGHT: 0.4408 | FORWARD_LEFT: 0.0800 | FORWARD_RIGHT: 0.0507 | BACKWARD: 0.1832 | Selected: TURN_RIGHT (prob: 0.4408)
Episode 21 | Step 1 | State: [0.053, 0.032, 0.000, 0.000, 0.029, 0.052, 0.289, 0.144] | Action Distribution: FORWARD: 0.0372 | TURN_LEFT: 0.2151 | TURN_RIGHT: 0.4402 | FORWARD_LEFT: 0.0812 | FORWARD_RIGHT: 0.0544 | BACKWARD: 0.1719 | Selected: TURN_RIGHT (prob: 0.4402)
Episode 21 | Step 2 | State: [0.053, 0.032, 0.000, 0.000, 0.029, 0.040, 0.289, 0.127] | Action Distribution: FORWARD: 0.0383 | TURN_LEFT: 0.2221 | TURN_RIGHT: 0.4392 | FORWARD_LEFT: 0.0832 | FORWARD_RIGHT: 0.0586 | BACKWARD: 0.1586 | Selected: TURN_RIGHT (prob: 0.4392)
Episode 21 | Step 3 | State: [0.049, 0.032, 0.000, 0.000, 0.029, 0.029, 0.289, 0.105] | Action Distribution: FORWARD: 0.0395 | TURN_LEFT: 0.2286 | TURN_RIGHT: 0.4375 | FORWARD_LEFT: 0.0853 | FORWARD_RIGHT: 0.0633 | BACKWARD: 0.1458 | Selected: TURN_RIGHT (prob: 0.4375)
Episode 21 | Step 4 | State: [0.042, 0.032, 0.000, 0.000, 0.029, 0.029, 0.293, 0.078] | Action Distribution: FORWARD: 0.0402 | TURN_LEFT: 0.2344 | TURN_RIGHT: 0.4357 | FORWARD_LEFT: 0.0859 | FORWARD_RIGHT: 0.0672 | BACKWARD: 0.1367 | Selected: TURN_RIGHT (prob: 0.4357)
Episode 21 | Step 5 | State: [0.032, 0.032, 0.000, 0.000, 0.041, 0.029, 0.293, 0.053] | Action Distribution: FORWARD: 0.0404 | TURN_LEFT: 0.2393 | TURN_RIGHT: 0.4288 | FORWARD_LEFT: 0.0853 | FORWARD_RIGHT: 0.0704 | BACKWARD: 0.1358 | Selected: TURN_RIGHT (prob: 0.4288)
Episode 21 | Step 6 | State: [0.032, 0.032, 0.000, 0.000, 0.053, 0.381, 0.296, 0.030] | Action Distribution: FORWARD: 0.0244 | TURN_LEFT: 0.1943 | TURN_RIGHT: 0.3098 | FORWARD_LEFT: 0.0464 | FORWARD_RIGHT: 0.0348 | BACKWARD: 0.3904 | Selected: TURN_LEFT (prob: 0.1943)
Episode 21 | Step 7 | State: [0.032, 0.032, 0.000, 0.000, 0.041, 0.029, 0.293, 0.053] | Action Distribution: FORWARD: 0.0391 | TURN_LEFT: 0.2463 | TURN_RIGHT: 0.4002 | FORWARD_LEFT: 0.0809 | FORWARD_RIGHT: 0.0740 | BACKWARD: 0.1595 | Selected: BACKWARD (prob: 0.1595)
Episode 21 | Step 8 | State: [0.045, 0.032, 0.000, 0.000, 0.029, 0.978, 0.294, 0.071] | Action Distribution: FORWARD: 0.0022 | TURN_LEFT: 0.0272 | TURN_RIGHT: 0.0339 | FORWARD_LEFT: 0.0030 | FORWARD_RIGHT: 0.0018 | BACKWARD: 0.9318 | Selected: BACKWARD (prob: 0.9318)
Episode 21 | Step 9 | State: [0.049, 0.032, 0.000, 0.000, 0.029, 1.000, 0.302, 0.085] | Action Distribution: FORWARD: 0.0017 | TURN_LEFT: 0.0215 | TURN_RIGHT: 0.0251 | FORWARD_LEFT: 0.0021 | FORWARD_RIGHT: 0.0014 | BACKWARD: 0.9484 | Selected: BACKWARD (prob: 0.9484)
Episode 21 | Step 10 | State: [0.079, 0.042, 0.000, 0.000, 0.029, 1.000, 0.312, 0.090] | Action Distribution: FORWARD: 0.0013 | TURN_LEFT: 0.0193 | TURN_RIGHT: 0.0215 | FORWARD_LEFT: 0.0017 | FORWARD_RIGHT: 0.0012 | BACKWARD: 0.9550 | Selected: BACKWARD (prob: 0.9550)
Episode 22 | Step 1 | State: [0.159, 0.069, 0.000, 0.000, 0.029, 0.375, 0.329, 0.068] | Action Distribution: FORWARD: 0.0141 | TURN_LEFT: 0.1629 | TURN_RIGHT: 0.2151 | FORWARD_LEFT: 0.0267 | FORWARD_RIGHT: 0.0294 | BACKWARD: 0.5519 | Selected: BACKWARD (prob: 0.5519)
Episode 22 | Step 2 | State: [0.325, 0.095, 0.000, 0.000, 0.029, 0.154, 0.371, 0.052] | Action Distribution: FORWARD: 0.0176 | TURN_LEFT: 0.2350 | TURN_RIGHT: 0.3464 | FORWARD_LEFT: 0.0411 | FORWARD_RIGHT: 0.0554 | BACKWARD: 0.3045 | Selected: BACKWARD (prob: 0.3045)
Episode 22 | Step 3 | State: [0.817, 0.127, 0.000, 0.000, 0.029, 0.078, 0.366, 0.036] | Action Distribution: FORWARD: 0.0117 | TURN_LEFT: 0.2238 | TURN_RIGHT: 0.3799 | FORWARD_LEFT: 0.0306 | FORWARD_RIGHT: 0.0497 | BACKWARD: 0.3042 | Selected: TURN_RIGHT (prob: 0.3799)
Episode 22 | Step 4 | State: [0.720, 0.140, 0.000, 0.000, 0.029, 0.053, 0.755, 0.030] | Action Distribution: FORWARD: 0.0062 | TURN_LEFT: 0.2835 | TURN_RIGHT: 0.5175 | FORWARD_LEFT: 0.0199 | FORWARD_RIGHT: 0.0370 | BACKWARD: 0.1360 | Selected: TURN_RIGHT (prob: 0.5175)
Episode 22 | Step 5 | State: [0.618, 0.151, 0.000, 0.000, 0.052, 0.049, 1.000, 0.030] | Action Distribution: FORWARD: 0.0034 | TURN_LEFT: 0.3024 | TURN_RIGHT: 0.5820 | FORWARD_LEFT: 0.0119 | FORWARD_RIGHT: 0.0256 | BACKWARD: 0.0748 | Selected: TURN_RIGHT (prob: 0.5820)
Episode 22 | Step 6 | State: [0.444, 0.161, 0.000, 0.000, 0.085, 0.029, 1.000, 0.040] | Action Distribution: FORWARD: 0.0033 | TURN_LEFT: 0.3067 | TURN_RIGHT: 0.5922 | FORWARD_LEFT: 0.0107 | FORWARD_RIGHT: 0.0247 | BACKWARD: 0.0624 | Selected: TURN_LEFT (prob: 0.3067)
Episode 22 | Step 7 | State: [0.620, 0.151, 0.000, 0.000, 0.052, 0.049, 1.000, 0.030] | Action Distribution: FORWARD: 0.0027 | TURN_LEFT: 0.2986 | TURN_RIGHT: 0.6265 | FORWARD_LEFT: 0.0088 | FORWARD_RIGHT: 0.0222 | BACKWARD: 0.0413 | Selected: TURN_RIGHT (prob: 0.6265)
Episode 22 | Step 8 | State: [0.446, 0.162, 0.000, 0.000, 0.085, 0.029, 1.000, 0.040] | Action Distribution: FORWARD: 0.0026 | TURN_LEFT: 0.2939 | TURN_RIGHT: 0.6401 | FORWARD_LEFT: 0.0079 | FORWARD_RIGHT: 0.0212 | BACKWARD: 0.0343 | Selected: TURN_RIGHT (prob: 0.6401)
Episode 22 | Step 9 | State: [0.298, 0.170, 0.000, 0.000, 0.116, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0024 | TURN_LEFT: 0.2898 | TURN_RIGHT: 0.6491 | FORWARD_LEFT: 0.0070 | FORWARD_RIGHT: 0.0203 | BACKWARD: 0.0313 | Selected: TURN_LEFT (prob: 0.2898)
Episode 22 | Step 10 | State: [0.524, 0.162, 0.000, 0.000, 0.085, 0.029, 1.000, 0.040] | Action Distribution: FORWARD: 0.0019 | TURN_LEFT: 0.2672 | TURN_RIGHT: 0.6870 | FORWARD_LEFT: 0.0058 | FORWARD_RIGHT: 0.0186 | BACKWARD: 0.0196 | Selected: TURN_LEFT (prob: 0.2672)
Episode 23 | Step 1 | State: [0.635, 0.152, 0.000, 0.000, 0.052, 0.049, 1.000, 0.030] | Action Distribution: FORWARD: 0.0016 | TURN_LEFT: 0.2524 | TURN_RIGHT: 0.7083 | FORWARD_LEFT: 0.0052 | FORWARD_RIGHT: 0.0181 | BACKWARD: 0.0143 | Selected: TURN_RIGHT (prob: 0.7083)
Episode 23 | Step 2 | State: [0.528, 0.162, 0.000, 0.000, 0.084, 0.029, 1.000, 0.040] | Action Distribution: FORWARD: 0.0017 | TURN_LEFT: 0.2652 | TURN_RIGHT: 0.6917 | FORWARD_LEFT: 0.0053 | FORWARD_RIGHT: 0.0202 | BACKWARD: 0.0159 | Selected: TURN_RIGHT (prob: 0.6917)
Episode 23 | Step 3 | State: [0.302, 0.170, 0.000, 0.000, 0.115, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0020 | TURN_LEFT: 0.2951 | TURN_RIGHT: 0.6520 | FORWARD_LEFT: 0.0060 | FORWARD_RIGHT: 0.0239 | BACKWARD: 0.0211 | Selected: TURN_LEFT (prob: 0.2951)
Episode 23 | Step 4 | State: [0.528, 0.163, 0.000, 0.000, 0.085, 0.029, 1.000, 0.040] | Action Distribution: FORWARD: 0.0019 | TURN_LEFT: 0.3042 | TURN_RIGHT: 0.6431 | FORWARD_LEFT: 0.0061 | FORWARD_RIGHT: 0.0267 | BACKWARD: 0.0180 | Selected: TURN_RIGHT (prob: 0.6431)
Episode 23 | Step 5 | State: [0.303, 0.171, 0.000, 0.000, 0.115, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0024 | TURN_LEFT: 0.3422 | TURN_RIGHT: 0.5892 | FORWARD_LEFT: 0.0074 | FORWARD_RIGHT: 0.0329 | BACKWARD: 0.0259 | Selected: TURN_LEFT (prob: 0.3422)
Episode 23 | Step 6 | State: [0.534, 0.163, 0.000, 0.000, 0.084, 0.029, 1.000, 0.040] | Action Distribution: FORWARD: 0.0025 | TURN_LEFT: 0.3627 | TURN_RIGHT: 0.5631 | FORWARD_LEFT: 0.0081 | FORWARD_RIGHT: 0.0386 | BACKWARD: 0.0251 | Selected: TURN_RIGHT (prob: 0.5631)
Episode 23 | Step 7 | State: [0.306, 0.171, 0.000, 0.000, 0.115, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0031 | TURN_LEFT: 0.3992 | TURN_RIGHT: 0.5035 | FORWARD_LEFT: 0.0098 | FORWARD_RIGHT: 0.0471 | BACKWARD: 0.0373 | Selected: TURN_RIGHT (prob: 0.5035)
Episode 23 | Step 8 | State: [0.170, 0.402, 0.000, 0.000, 0.127, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0025 | TURN_LEFT: 0.4132 | TURN_RIGHT: 0.4314 | FORWARD_LEFT: 0.0078 | FORWARD_RIGHT: 0.0530 | BACKWARD: 0.0921 | Selected: TURN_RIGHT (prob: 0.4314)
Episode 23 | Step 9 | State: [0.061, 0.615, 0.000, 0.000, 0.149, 0.029, 0.928, 0.030] | Action Distribution: FORWARD: 0.0020 | TURN_LEFT: 0.3156 | TURN_RIGHT: 0.2792 | FORWARD_LEFT: 0.0055 | FORWARD_RIGHT: 0.0466 | BACKWARD: 0.3512 | Selected: TURN_RIGHT (prob: 0.2792)
Episode 23 | Step 10 | State: [0.056, 0.996, 0.000, 0.000, 0.153, 0.029, 0.787, 0.030] | Action Distribution: FORWARD: 0.0002 | TURN_LEFT: 0.0338 | TURN_RIGHT: 0.0264 | FORWARD_LEFT: 0.0004 | FORWARD_RIGHT: 0.0055 | BACKWARD: 0.9337 | Selected: BACKWARD (prob: 0.9337)
Episode 24 | Step 1 | State: [0.079, 1.000, 0.000, 0.000, 0.108, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0002 | TURN_LEFT: 0.0494 | TURN_RIGHT: 0.0345 | FORWARD_LEFT: 0.0005 | FORWARD_RIGHT: 0.0086 | BACKWARD: 0.9068 | Selected: BACKWARD (prob: 0.9068)
Episode 24 | Step 2 | State: [0.082, 1.000, 0.000, 0.000, 0.091, 0.031, 1.000, 0.031] | Action Distribution: FORWARD: 0.0002 | TURN_LEFT: 0.0358 | TURN_RIGHT: 0.0232 | FORWARD_LEFT: 0.0005 | FORWARD_RIGHT: 0.0075 | BACKWARD: 0.9329 | Selected: BACKWARD (prob: 0.9329)
Episode 24 | Step 3 | State: [0.046, 1.000, 0.000, 0.000, 0.056, 0.029, 0.371, 0.030] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.0064 | TURN_RIGHT: 0.0042 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0018 | BACKWARD: 0.9874 | Selected: BACKWARD (prob: 0.9874)
Episode 24 | Step 4 | State: [0.000, 0.385, 0.000, 0.000, 0.092, 0.061, 0.211, 0.061] | Action Distribution: FORWARD: 0.0070 | TURN_LEFT: 0.0763 | TURN_RIGHT: 0.0586 | FORWARD_LEFT: 0.0105 | FORWARD_RIGHT: 0.0389 | BACKWARD: 0.8087 | Selected: TURN_LEFT (prob: 0.0763)
Episode 24 | Step 5 | State: [0.032, 0.398, 0.000, 0.000, 0.040, 0.029, 0.351, 0.029] | Action Distribution: FORWARD: 0.0086 | TURN_LEFT: 0.1161 | TURN_RIGHT: 0.0920 | FORWARD_LEFT: 0.0167 | FORWARD_RIGHT: 0.0693 | BACKWARD: 0.6973 | Selected: TURN_RIGHT (prob: 0.0920)
Episode 24 | Step 6 | State: [0.032, 0.348, 0.000, 0.000, 0.036, 0.029, 0.331, 0.030] | Action Distribution: FORWARD: 0.0116 | TURN_LEFT: 0.1258 | TURN_RIGHT: 0.1040 | FORWARD_LEFT: 0.0224 | FORWARD_RIGHT: 0.0860 | BACKWARD: 0.6501 | Selected: BACKWARD (prob: 0.6501)
Episode 24 | Step 7 | State: [0.032, 0.554, 0.000, 0.000, 0.029, 0.029, 0.370, 0.030] | Action Distribution: FORWARD: 0.0031 | TURN_LEFT: 0.0415 | TURN_RIGHT: 0.0351 | FORWARD_LEFT: 0.0050 | FORWARD_RIGHT: 0.0281 | BACKWARD: 0.8872 | Selected: BACKWARD (prob: 0.8872)
Episode 24 | Step 8 | State: [0.108, 1.000, 0.000, 0.000, 0.040, 0.030, 0.636, 0.030] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.0040 | TURN_RIGHT: 0.0031 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0023 | BACKWARD: 0.9903 | Selected: BACKWARD (prob: 0.9903)
Episode 24 | Step 9 | State: [0.390, 1.000, 0.000, 0.000, 0.029, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.0058 | TURN_RIGHT: 0.0053 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0050 | BACKWARD: 0.9837 | Selected: BACKWARD (prob: 0.9837)
Episode 24 | Step 10 | State: [1.000, 1.000, 0.000, 0.000, 0.029, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0000 | TURN_LEFT: 0.0030 | TURN_RIGHT: 0.0033 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0033 | BACKWARD: 0.9902 | Selected: BACKWARD (prob: 0.9902)
Episode 25 | Step 1 | State: [1.000, 1.000, 0.000, 0.000, 0.029, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.0028 | TURN_RIGHT: 0.0035 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0033 | BACKWARD: 0.9903 | Selected: BACKWARD (prob: 0.9903)
Episode 25 | Step 2 | State: [1.000, 1.000, 0.000, 0.000, 0.029, 0.029, 1.000, 0.029] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.0027 | TURN_RIGHT: 0.0038 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0032 | BACKWARD: 0.9901 | Selected: BACKWARD (prob: 0.9901)
Episode 25 | Step 3 | State: [1.000, 1.000, 0.000, 0.000, 0.029, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.0028 | TURN_RIGHT: 0.0046 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0035 | BACKWARD: 0.9890 | Selected: BACKWARD (prob: 0.9890)
Episode 25 | Step 4 | State: [1.000, 1.000, 0.000, 0.000, 0.029, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.0030 | TURN_RIGHT: 0.0057 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0037 | BACKWARD: 0.9875 | Selected: BACKWARD (prob: 0.9875)
Episode 25 | Step 5 | State: [1.000, 1.000, 0.000, 0.000, 0.029, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.0032 | TURN_RIGHT: 0.0072 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0041 | BACKWARD: 0.9853 | Selected: BACKWARD (prob: 0.9853)
Episode 25 | Step 6 | State: [1.000, 1.000, 0.000, 0.000, 0.029, 0.029, 1.000, 0.029] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.0037 | TURN_RIGHT: 0.0094 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0046 | BACKWARD: 0.9821 | Selected: BACKWARD (prob: 0.9821)
Episode 25 | Step 7 | State: [1.000, 1.000, 0.000, 0.000, 0.029, 0.029, 1.000, 0.030] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.0047 | TURN_RIGHT: 0.0136 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0056 | BACKWARD: 0.9758 | Selected: FORWARD_LEFT (prob: 0.0002)
