Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.057, 0.020, 0.198, 0.020] | Action Distribution: FORWARD: 0.1653 | TURN_LEFT: 0.1695 | TURN_RIGHT: 0.1620 | FORWARD_LEFT: 0.1666 | FORWARD_RIGHT: 0.1717 | BACKWARD: 0.1649 | Selected: TURN_LEFT (prob: 0.1695)
Episode 34 | Step 9 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.044, 0.193, 0.309] | Action Distribution: FORWARD: 0.0053 | TURN_LEFT: 0.2477 | TURN_RIGHT: 0.5636 | FORWARD_LEFT: 0.1754 | FORWARD_RIGHT: 0.0020 | BACKWARD: 0.0059 | Selected: TURN_RIGHT (prob: 0.5636)
Episode 34 | Step 10 | State: [0.029, 0.021, 0.000, 0.000, 0.019, 0.046, 0.193, 0.346] | Action Distribution: FORWARD: 0.0052 | TURN_LEFT: 0.2397 | TURN_RIGHT: 0.5723 | FORWARD_LEFT: 0.1737 | FORWARD_RIGHT: 0.0021 | BACKWARD: 0.0070 | Selected: FORWARD_LEFT (prob: 0.1737)
Episode 35 | Step 1 | State: [0.021, 0.031, 0.000, 0.000, 0.019, 0.038, 0.193, 0.611] | Action Distribution: FORWARD: 0.0040 | TURN_LEFT: 0.1624 | TURN_RIGHT: 0.6631 | FORWARD_LEFT: 0.1471 | FORWARD_RIGHT: 0.0020 | BACKWARD: 0.0214 | Selected: FORWARD_LEFT (prob: 0.1471)
Episode 35 | Step 2 | State: [0.021, 0.047, 0.000, 0.000, 0.019, 0.020, 0.193, 1.000] | Action Distribution: FORWARD: 0.0022 | TURN_LEFT: 0.1041 | TURN_RIGHT: 0.6454 | FORWARD_LEFT: 0.1178 | FORWARD_RIGHT: 0.0017 | BACKWARD: 0.1289 | Selected: BACKWARD (prob: 0.1289)
Episode 35 | Step 3 | State: [0.022, 0.046, 0.000, 0.000, 0.019, 0.028, 0.195, 0.425] | Action Distribution: FORWARD: 0.0052 | TURN_LEFT: 0.1869 | TURN_RIGHT: 0.6196 | FORWARD_LEFT: 0.1756 | FORWARD_RIGHT: 0.0023 | BACKWARD: 0.0104 | Selected: TURN_RIGHT (prob: 0.6196)
Episode 35 | Step 4 | State: [0.021, 0.032, 0.000, 0.000, 0.019, 0.038, 0.193, 0.490] | Action Distribution: FORWARD: 0.0053 | TURN_LEFT: 0.1734 | TURN_RIGHT: 0.6299 | FORWARD_LEFT: 0.1707 | FORWARD_RIGHT: 0.0028 | BACKWARD: 0.0179 | Selected: TURN_RIGHT (prob: 0.6299)
Episode 35 | Step 5 | State: [0.028, 0.021, 0.000, 0.000, 0.019, 0.047, 0.193, 0.560] | Action Distribution: FORWARD: 0.0051 | TURN_LEFT: 0.1715 | TURN_RIGHT: 0.6216 | FORWARD_LEFT: 0.1654 | FORWARD_RIGHT: 0.0032 | BACKWARD: 0.0332 | Selected: TURN_RIGHT (prob: 0.6216)
Episode 35 | Step 6 | State: [0.028, 0.022, 0.000, 0.000, 0.019, 0.049, 0.194, 0.627] | Action Distribution: FORWARD: 0.0049 | TURN_LEFT: 0.1727 | TURN_RIGHT: 0.5965 | FORWARD_LEFT: 0.1621 | FORWARD_RIGHT: 0.0036 | BACKWARD: 0.0601 | Selected: TURN_RIGHT (prob: 0.5965)
Episode 35 | Step 7 | State: [0.026, 0.021, 0.000, 0.000, 0.019, 0.058, 0.193, 0.685] | Action Distribution: FORWARD: 0.0048 | TURN_LEFT: 0.1736 | TURN_RIGHT: 0.5556 | FORWARD_LEFT: 0.1570 | FORWARD_RIGHT: 0.0042 | BACKWARD: 0.1049 | Selected: BACKWARD (prob: 0.1049)
Episode 35 | Step 8 | State: [0.037, 0.021, 0.000, 0.000, 0.019, 0.045, 0.193, 0.323] | Action Distribution: FORWARD: 0.0067 | TURN_LEFT: 0.3013 | TURN_RIGHT: 0.5000 | FORWARD_LEFT: 0.1693 | FORWARD_RIGHT: 0.0041 | BACKWARD: 0.0186 | Selected: TURN_LEFT (prob: 0.3013)
Episode 35 | Step 9 | State: [0.037, 0.021, 0.000, 0.000, 0.019, 0.051, 0.193, 0.295] | Action Distribution: FORWARD: 0.0067 | TURN_LEFT: 0.3616 | TURN_RIGHT: 0.4477 | FORWARD_LEFT: 0.1598 | FORWARD_RIGHT: 0.0044 | BACKWARD: 0.0199 | Selected: TURN_LEFT (prob: 0.3616)
Episode 35 | Step 10 | State: [0.029, 0.021, 0.000, 0.000, 0.019, 0.044, 0.193, 0.266] | Action Distribution: FORWARD: 0.0070 | TURN_LEFT: 0.4100 | TURN_RIGHT: 0.4049 | FORWARD_LEFT: 0.1523 | FORWARD_RIGHT: 0.0049 | BACKWARD: 0.0209 | Selected: FORWARD_LEFT (prob: 0.1523)
Episode 36 | Step 1 | State: [0.021, 0.031, 0.000, 0.000, 0.019, 0.036, 0.193, 0.420] | Action Distribution: FORWARD: 0.0065 | TURN_LEFT: 0.3907 | TURN_RIGHT: 0.3927 | FORWARD_LEFT: 0.1418 | FORWARD_RIGHT: 0.0060 | BACKWARD: 0.0623 | Selected: TURN_LEFT (prob: 0.3907)
Episode 36 | Step 2 | State: [0.021, 0.035, 0.000, 0.000, 0.019, 0.028, 0.193, 0.358] | Action Distribution: FORWARD: 0.0063 | TURN_LEFT: 0.4706 | TURN_RIGHT: 0.3431 | FORWARD_LEFT: 0.1247 | FORWARD_RIGHT: 0.0058 | BACKWARD: 0.0495 | Selected: TURN_LEFT (prob: 0.4706)
Episode 36 | Step 3 | State: [0.022, 0.056, 0.000, 0.000, 0.071, 0.019, 0.197, 0.298] | Action Distribution: FORWARD: 0.0050 | TURN_LEFT: 0.5321 | TURN_RIGHT: 0.2991 | FORWARD_LEFT: 0.0941 | FORWARD_RIGHT: 0.0053 | BACKWARD: 0.0644 | Selected: TURN_LEFT (prob: 0.5321)
Episode 36 | Step 4 | State: [0.021, 0.083, 0.000, 0.000, 0.225, 0.020, 0.193, 0.209] | Action Distribution: FORWARD: 0.0030 | TURN_LEFT: 0.4940 | TURN_RIGHT: 0.2263 | FORWARD_LEFT: 0.0512 | FORWARD_RIGHT: 0.0048 | BACKWARD: 0.2208 | Selected: TURN_LEFT (prob: 0.4940)
Episode 36 | Step 5 | State: [0.021, 0.106, 0.000, 0.000, 0.352, 0.020, 0.193, 0.134] | Action Distribution: FORWARD: 0.0015 | TURN_LEFT: 0.3505 | TURN_RIGHT: 0.1528 | FORWARD_LEFT: 0.0247 | FORWARD_RIGHT: 0.0034 | BACKWARD: 0.4672 | Selected: BACKWARD (prob: 0.4672)
Episode 36 | Step 6 | State: [0.021, 0.137, 0.000, 0.000, 0.165, 0.020, 0.193, 0.051] | Action Distribution: FORWARD: 0.0026 | TURN_LEFT: 0.5899 | TURN_RIGHT: 0.3300 | FORWARD_LEFT: 0.0531 | FORWARD_RIGHT: 0.0025 | BACKWARD: 0.0219 | Selected: TURN_LEFT (prob: 0.5899)
Episode 36 | Step 7 | State: [0.021, 0.160, 0.000, 0.000, 0.231, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0021 | TURN_LEFT: 0.5425 | TURN_RIGHT: 0.3775 | FORWARD_LEFT: 0.0424 | FORWARD_RIGHT: 0.0022 | BACKWARD: 0.0333 | Selected: BACKWARD (prob: 0.0333)
Episode 36 | Step 8 | State: [0.022, 0.222, 0.000, 0.000, 0.138, 0.019, 0.197, 0.019] | Action Distribution: FORWARD: 0.0016 | TURN_LEFT: 0.4608 | TURN_RIGHT: 0.4748 | FORWARD_LEFT: 0.0542 | FORWARD_RIGHT: 0.0012 | BACKWARD: 0.0073 | Selected: TURN_RIGHT (prob: 0.4748)
Episode 36 | Step 9 | State: [0.021, 0.159, 0.000, 0.000, 0.099, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0023 | TURN_LEFT: 0.3908 | TURN_RIGHT: 0.5325 | FORWARD_LEFT: 0.0652 | FORWARD_RIGHT: 0.0017 | BACKWARD: 0.0076 | Selected: TURN_RIGHT (prob: 0.5325)
Episode 36 | Step 10 | State: [0.021, 0.102, 0.000, 0.000, 0.073, 0.027, 0.193, 0.041] | Action Distribution: FORWARD: 0.0030 | TURN_LEFT: 0.3278 | TURN_RIGHT: 0.5866 | FORWARD_LEFT: 0.0720 | FORWARD_RIGHT: 0.0022 | BACKWARD: 0.0084 | Selected: TURN_RIGHT (prob: 0.5866)
Episode 37 | Step 1 | State: [0.021, 0.064, 0.000, 0.000, 0.040, 0.034, 0.193, 0.044] | Action Distribution: FORWARD: 0.0035 | TURN_LEFT: 0.2857 | TURN_RIGHT: 0.6203 | FORWARD_LEFT: 0.0802 | FORWARD_RIGHT: 0.0025 | BACKWARD: 0.0077 | Selected: TURN_RIGHT (prob: 0.6203)
Episode 37 | Step 2 | State: [0.021, 0.038, 0.000, 0.000, 0.019, 0.036, 0.193, 0.072] | Action Distribution: FORWARD: 0.0041 | TURN_LEFT: 0.2655 | TURN_RIGHT: 0.6363 | FORWARD_LEFT: 0.0826 | FORWARD_RIGHT: 0.0030 | BACKWARD: 0.0086 | Selected: TURN_RIGHT (prob: 0.6363)
Episode 37 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.045, 0.193, 0.101] | Action Distribution: FORWARD: 0.0044 | TURN_LEFT: 0.2571 | TURN_RIGHT: 0.6465 | FORWARD_LEFT: 0.0776 | FORWARD_RIGHT: 0.0034 | BACKWARD: 0.0110 | Selected: TURN_RIGHT (prob: 0.6465)
Episode 37 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.044, 0.193, 0.133] | Action Distribution: FORWARD: 0.0047 | TURN_LEFT: 0.2599 | TURN_RIGHT: 0.6435 | FORWARD_LEFT: 0.0733 | FORWARD_RIGHT: 0.0038 | BACKWARD: 0.0148 | Selected: TURN_RIGHT (prob: 0.6435)
Episode 37 | Step 5 | State: [0.029, 0.021, 0.000, 0.000, 0.019, 0.044, 0.193, 0.146] | Action Distribution: FORWARD: 0.0049 | TURN_LEFT: 0.2914 | TURN_RIGHT: 0.6101 | FORWARD_LEFT: 0.0699 | FORWARD_RIGHT: 0.0042 | BACKWARD: 0.0195 | Selected: TURN_RIGHT (prob: 0.6101)
Episode 37 | Step 6 | State: [0.037, 0.021, 0.000, 0.000, 0.019, 0.037, 0.193, 0.158] | Action Distribution: FORWARD: 0.0051 | TURN_LEFT: 0.3546 | TURN_RIGHT: 0.5410 | FORWARD_LEFT: 0.0664 | FORWARD_RIGHT: 0.0048 | BACKWARD: 0.0281 | Selected: TURN_LEFT (prob: 0.3546)
Episode 37 | Step 7 | State: [0.029, 0.021, 0.000, 0.000, 0.019, 0.044, 0.193, 0.146] | Action Distribution: FORWARD: 0.0054 | TURN_LEFT: 0.3879 | TURN_RIGHT: 0.5071 | FORWARD_LEFT: 0.0673 | FORWARD_RIGHT: 0.0050 | BACKWARD: 0.0273 | Selected: FORWARD (prob: 0.0054)
Episode 37 | Step 8 | State: [0.028, 0.021, 0.000, 0.000, 0.019, 0.055, 0.193, 0.237] | Action Distribution: FORWARD: 0.0057 | TURN_LEFT: 0.4474 | TURN_RIGHT: 0.3992 | FORWARD_LEFT: 0.0667 | FORWARD_RIGHT: 0.0067 | BACKWARD: 0.0742 | Selected: TURN_RIGHT (prob: 0.3992)
Episode 37 | Step 9 | State: [0.036, 0.021, 0.000, 0.000, 0.019, 0.048, 0.193, 0.257] | Action Distribution: FORWARD: 0.0053 | TURN_LEFT: 0.5371 | TURN_RIGHT: 0.2926 | FORWARD_LEFT: 0.0581 | FORWARD_RIGHT: 0.0069 | BACKWARD: 0.1000 | Selected: TURN_LEFT (prob: 0.5371)
Episode 37 | Step 10 | State: [0.028, 0.021, 0.000, 0.000, 0.019, 0.055, 0.193, 0.237] | Action Distribution: FORWARD: 0.0051 | TURN_LEFT: 0.5958 | TURN_RIGHT: 0.2679 | FORWARD_LEFT: 0.0553 | FORWARD_RIGHT: 0.0062 | BACKWARD: 0.0696 | Selected: TURN_RIGHT (prob: 0.2679)
Episode 38 | Step 1 | State: [0.036, 0.021, 0.000, 0.000, 0.019, 0.048, 0.193, 0.257] | Action Distribution: FORWARD: 0.0044 | TURN_LEFT: 0.6697 | TURN_RIGHT: 0.1968 | FORWARD_LEFT: 0.0464 | FORWARD_RIGHT: 0.0057 | BACKWARD: 0.0770 | Selected: TURN_LEFT (prob: 0.6697)
Episode 38 | Step 2 | State: [0.028, 0.021, 0.000, 0.000, 0.019, 0.055, 0.193, 0.235] | Action Distribution: FORWARD: 0.0042 | TURN_LEFT: 0.6989 | TURN_RIGHT: 0.1971 | FORWARD_LEFT: 0.0462 | FORWARD_RIGHT: 0.0050 | BACKWARD: 0.0487 | Selected: FORWARD_RIGHT (prob: 0.0050)
Episode 38 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.054, 0.193, 0.305] | Action Distribution: FORWARD: 0.0043 | TURN_LEFT: 0.6933 | TURN_RIGHT: 0.1655 | FORWARD_LEFT: 0.0461 | FORWARD_RIGHT: 0.0058 | BACKWARD: 0.0851 | Selected: TURN_LEFT (prob: 0.6933)
Episode 38 | Step 4 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.064, 0.193, 0.352] | Action Distribution: FORWARD: 0.0041 | TURN_LEFT: 0.6852 | TURN_RIGHT: 0.1490 | FORWARD_LEFT: 0.0449 | FORWARD_RIGHT: 0.0059 | BACKWARD: 0.1109 | Selected: TURN_LEFT (prob: 0.6852)
Episode 38 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.052, 0.193, 0.356] | Action Distribution: FORWARD: 0.0044 | TURN_LEFT: 0.6774 | TURN_RIGHT: 0.1549 | FORWARD_LEFT: 0.0473 | FORWARD_RIGHT: 0.0061 | BACKWARD: 0.1098 | Selected: BACKWARD (prob: 0.1098)
Episode 38 | Step 6 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.056, 0.193, 0.190] | Action Distribution: FORWARD: 0.0044 | TURN_LEFT: 0.6475 | TURN_RIGHT: 0.2692 | FORWARD_LEFT: 0.0574 | FORWARD_RIGHT: 0.0039 | BACKWARD: 0.0176 | Selected: TURN_LEFT (prob: 0.6475)
Episode 38 | Step 7 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.047, 0.193, 0.170] | Action Distribution: FORWARD: 0.0048 | TURN_LEFT: 0.5899 | TURN_RIGHT: 0.3193 | FORWARD_LEFT: 0.0667 | FORWARD_RIGHT: 0.0040 | BACKWARD: 0.0153 | Selected: TURN_LEFT (prob: 0.5899)
Episode 38 | Step 8 | State: [0.021, 0.042, 0.000, 0.000, 0.019, 0.038, 0.193, 0.149] | Action Distribution: FORWARD: 0.0047 | TURN_LEFT: 0.5099 | TURN_RIGHT: 0.3931 | FORWARD_LEFT: 0.0769 | FORWARD_RIGHT: 0.0036 | BACKWARD: 0.0119 | Selected: TURN_LEFT (prob: 0.5099)
Episode 38 | Step 9 | State: [0.021, 0.073, 0.000, 0.000, 0.019, 0.036, 0.193, 0.110] | Action Distribution: FORWARD: 0.0040 | TURN_LEFT: 0.4260 | TURN_RIGHT: 0.4737 | FORWARD_LEFT: 0.0863 | FORWARD_RIGHT: 0.0028 | BACKWARD: 0.0073 | Selected: TURN_LEFT (prob: 0.4260)
Episode 38 | Step 10 | State: [0.021, 0.123, 0.000, 0.000, 0.043, 0.028, 0.193, 0.076] | Action Distribution: FORWARD: 0.0029 | TURN_LEFT: 0.3515 | TURN_RIGHT: 0.5551 | FORWARD_LEFT: 0.0838 | FORWARD_RIGHT: 0.0019 | BACKWARD: 0.0049 | Selected: TURN_RIGHT (prob: 0.5551)
Episode 39 | Step 1 | State: [0.021, 0.074, 0.000, 0.000, 0.019, 0.036, 0.193, 0.110] | Action Distribution: FORWARD: 0.0044 | TURN_LEFT: 0.3259 | TURN_RIGHT: 0.5628 | FORWARD_LEFT: 0.0968 | FORWARD_RIGHT: 0.0030 | BACKWARD: 0.0071 | Selected: TURN_RIGHT (prob: 0.5628)
Episode 39 | Step 2 | State: [0.021, 0.042, 0.000, 0.000, 0.019, 0.038, 0.193, 0.125] | Action Distribution: FORWARD: 0.0058 | TURN_LEFT: 0.3038 | TURN_RIGHT: 0.5738 | FORWARD_LEFT: 0.1028 | FORWARD_RIGHT: 0.0040 | BACKWARD: 0.0098 | Selected: FORWARD_LEFT (prob: 0.1028)
Episode 39 | Step 3 | State: [0.021, 0.096, 0.000, 0.000, 0.019, 0.028, 0.193, 0.199] | Action Distribution: FORWARD: 0.0052 | TURN_LEFT: 0.2798 | TURN_RIGHT: 0.6058 | FORWARD_LEFT: 0.0930 | FORWARD_RIGHT: 0.0038 | BACKWARD: 0.0124 | Selected: TURN_RIGHT (prob: 0.6058)
Episode 39 | Step 4 | State: [0.021, 0.060, 0.000, 0.000, 0.019, 0.038, 0.193, 0.234] | Action Distribution: FORWARD: 0.0075 | TURN_LEFT: 0.2938 | TURN_RIGHT: 0.5633 | FORWARD_LEFT: 0.1019 | FORWARD_RIGHT: 0.0062 | BACKWARD: 0.0273 | Selected: TURN_RIGHT (prob: 0.5633)
Episode 39 | Step 5 | State: [0.021, 0.036, 0.000, 0.000, 0.019, 0.039, 0.193, 0.271] | Action Distribution: FORWARD: 0.0102 | TURN_LEFT: 0.3145 | TURN_RIGHT: 0.4872 | FORWARD_LEFT: 0.1121 | FORWARD_RIGHT: 0.0099 | BACKWARD: 0.0661 | Selected: FORWARD_LEFT (prob: 0.1121)
Episode 39 | Step 6 | State: [0.021, 0.075, 0.000, 0.000, 0.019, 0.029, 0.193, 0.444] | Action Distribution: FORWARD: 0.0083 | TURN_LEFT: 0.2514 | TURN_RIGHT: 0.2512 | FORWARD_LEFT: 0.0842 | FORWARD_RIGHT: 0.0125 | BACKWARD: 0.3925 | Selected: TURN_RIGHT (prob: 0.2512)
Episode 39 | Step 7 | State: [0.021, 0.049, 0.000, 0.000, 0.019, 0.040, 0.193, 0.526] | Action Distribution: FORWARD: 0.0050 | TURN_LEFT: 0.1231 | TURN_RIGHT: 0.0827 | FORWARD_LEFT: 0.0399 | FORWARD_RIGHT: 0.0099 | BACKWARD: 0.7395 | Selected: BACKWARD (prob: 0.7395)
Episode 39 | Step 8 | State: [0.021, 0.036, 0.000, 0.000, 0.019, 0.044, 0.193, 0.237] | Action Distribution: FORWARD: 0.0121 | TURN_LEFT: 0.3528 | TURN_RIGHT: 0.4421 | FORWARD_LEFT: 0.1221 | FORWARD_RIGHT: 0.0112 | BACKWARD: 0.0597 | Selected: TURN_RIGHT (prob: 0.4421)
Episode 39 | Step 9 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.049, 0.193, 0.266] | Action Distribution: FORWARD: 0.0139 | TURN_LEFT: 0.3797 | TURN_RIGHT: 0.3630 | FORWARD_LEFT: 0.1215 | FORWARD_RIGHT: 0.0145 | BACKWARD: 0.1074 | Selected: TURN_LEFT (prob: 0.3797)
Episode 39 | Step 10 | State: [0.021, 0.036, 0.000, 0.000, 0.019, 0.039, 0.193, 0.233] | Action Distribution: FORWARD: 0.0132 | TURN_LEFT: 0.4125 | TURN_RIGHT: 0.3735 | FORWARD_LEFT: 0.1215 | FORWARD_RIGHT: 0.0124 | BACKWARD: 0.0669 | Selected: TURN_LEFT (prob: 0.4125)
Episode 40 | Step 1 | State: [0.021, 0.060, 0.000, 0.000, 0.019, 0.037, 0.193, 0.201] | Action Distribution: FORWARD: 0.0111 | TURN_LEFT: 0.4335 | TURN_RIGHT: 0.3928 | FORWARD_LEFT: 0.1184 | FORWARD_RIGHT: 0.0091 | BACKWARD: 0.0350 | Selected: TURN_LEFT (prob: 0.4335)
Episode 40 | Step 2 | State: [0.021, 0.096, 0.000, 0.000, 0.019, 0.028, 0.193, 0.146] | Action Distribution: FORWARD: 0.0080 | TURN_LEFT: 0.4364 | TURN_RIGHT: 0.4129 | FORWARD_LEFT: 0.1209 | FORWARD_RIGHT: 0.0058 | BACKWARD: 0.0159 | Selected: TURN_RIGHT (prob: 0.4129)
Episode 40 | Step 3 | State: [0.021, 0.059, 0.000, 0.000, 0.019, 0.037, 0.193, 0.202] | Action Distribution: FORWARD: 0.0104 | TURN_LEFT: 0.5020 | TURN_RIGHT: 0.3404 | FORWARD_LEFT: 0.1069 | FORWARD_RIGHT: 0.0083 | BACKWARD: 0.0321 | Selected: TURN_RIGHT (prob: 0.3404)
Episode 40 | Step 4 | State: [0.022, 0.036, 0.000, 0.000, 0.019, 0.047, 0.195, 0.234] | Action Distribution: FORWARD: 0.0113 | TURN_LEFT: 0.5390 | TURN_RIGHT: 0.2880 | FORWARD_LEFT: 0.0981 | FORWARD_RIGHT: 0.0100 | BACKWARD: 0.0536 | Selected: TURN_LEFT (prob: 0.5390)
Episode 40 | Step 5 | State: [0.021, 0.059, 0.000, 0.000, 0.019, 0.037, 0.193, 0.201] | Action Distribution: FORWARD: 0.0093 | TURN_LEFT: 0.5500 | TURN_RIGHT: 0.3116 | FORWARD_LEFT: 0.0930 | FORWARD_RIGHT: 0.0072 | BACKWARD: 0.0289 | Selected: TURN_LEFT (prob: 0.5500)
Episode 40 | Step 6 | State: [0.021, 0.095, 0.000, 0.000, 0.019, 0.028, 0.193, 0.146] | Action Distribution: FORWARD: 0.0066 | TURN_LEFT: 0.5258 | TURN_RIGHT: 0.3553 | FORWARD_LEFT: 0.0941 | FORWARD_RIGHT: 0.0045 | BACKWARD: 0.0137 | Selected: TURN_RIGHT (prob: 0.3553)
Episode 40 | Step 7 | State: [0.021, 0.060, 0.000, 0.000, 0.019, 0.037, 0.193, 0.198] | Action Distribution: FORWARD: 0.0084 | TURN_LEFT: 0.5656 | TURN_RIGHT: 0.3119 | FORWARD_LEFT: 0.0814 | FORWARD_RIGHT: 0.0063 | BACKWARD: 0.0265 | Selected: TURN_LEFT (prob: 0.5656)
Episode 40 | Step 8 | State: [0.021, 0.097, 0.000, 0.000, 0.019, 0.028, 0.193, 0.144] | Action Distribution: FORWARD: 0.0061 | TURN_LEFT: 0.5233 | TURN_RIGHT: 0.3702 | FORWARD_LEFT: 0.0833 | FORWARD_RIGHT: 0.0040 | BACKWARD: 0.0131 | Selected: TURN_RIGHT (prob: 0.3702)
Episode 40 | Step 9 | State: [0.021, 0.060, 0.000, 0.000, 0.019, 0.037, 0.193, 0.198] | Action Distribution: FORWARD: 0.0080 | TURN_LEFT: 0.5516 | TURN_RIGHT: 0.3347 | FORWARD_LEFT: 0.0726 | FORWARD_RIGHT: 0.0058 | BACKWARD: 0.0273 | Selected: TURN_LEFT (prob: 0.5516)
Episode 40 | Step 10 | State: [0.021, 0.096, 0.000, 0.000, 0.019, 0.028, 0.193, 0.143] | Action Distribution: FORWARD: 0.0060 | TURN_LEFT: 0.4948 | TURN_RIGHT: 0.4069 | FORWARD_LEFT: 0.0750 | FORWARD_RIGHT: 0.0038 | BACKWARD: 0.0135 | Selected: TURN_RIGHT (prob: 0.4069)
Episode 41 | Step 1 | State: [0.021, 0.060, 0.000, 0.000, 0.019, 0.037, 0.193, 0.196] | Action Distribution: FORWARD: 0.0079 | TURN_LEFT: 0.5162 | TURN_RIGHT: 0.3747 | FORWARD_LEFT: 0.0663 | FORWARD_RIGHT: 0.0056 | BACKWARD: 0.0292 | Selected: TURN_RIGHT (prob: 0.3747)
Episode 41 | Step 2 | State: [0.021, 0.036, 0.000, 0.000, 0.019, 0.039, 0.193, 0.227] | Action Distribution: FORWARD: 0.0095 | TURN_LEFT: 0.5151 | TURN_RIGHT: 0.3448 | FORWARD_LEFT: 0.0631 | FORWARD_RIGHT: 0.0077 | BACKWARD: 0.0598 | Selected: TURN_RIGHT (prob: 0.3448)
Episode 41 | Step 3 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.049, 0.193, 0.257] | Action Distribution: FORWARD: 0.0104 | TURN_LEFT: 0.4969 | TURN_RIGHT: 0.3169 | FORWARD_LEFT: 0.0587 | FORWARD_RIGHT: 0.0093 | BACKWARD: 0.1079 | Selected: TURN_RIGHT (prob: 0.3169)
Episode 41 | Step 4 | State: [0.026, 0.021, 0.000, 0.000, 0.019, 0.058, 0.193, 0.285] | Action Distribution: FORWARD: 0.0098 | TURN_LEFT: 0.4754 | TURN_RIGHT: 0.2869 | FORWARD_LEFT: 0.0512 | FORWARD_RIGHT: 0.0096 | BACKWARD: 0.1671 | Selected: TURN_LEFT (prob: 0.4754)
Episode 41 | Step 5 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.049, 0.193, 0.256] | Action Distribution: FORWARD: 0.0104 | TURN_LEFT: 0.4659 | TURN_RIGHT: 0.3325 | FORWARD_LEFT: 0.0543 | FORWARD_RIGHT: 0.0094 | BACKWARD: 0.1275 | Selected: FORWARD (prob: 0.0104)
Episode 41 | Step 6 | State: [0.021, 0.033, 0.000, 0.000, 0.019, 0.051, 0.193, 0.552] | Action Distribution: FORWARD: 0.0013 | TURN_LEFT: 0.0770 | TURN_RIGHT: 0.0225 | FORWARD_LEFT: 0.0060 | FORWARD_RIGHT: 0.0030 | BACKWARD: 0.8902 | Selected: TURN_RIGHT (prob: 0.0225)
Episode 41 | Step 7 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.054, 0.193, 0.535] | Action Distribution: FORWARD: 0.0015 | TURN_LEFT: 0.0792 | TURN_RIGHT: 0.0232 | FORWARD_LEFT: 0.0061 | FORWARD_RIGHT: 0.0032 | BACKWARD: 0.8868 | Selected: BACKWARD (prob: 0.8868)
Episode 41 | Step 8 | State: [0.028, 0.021, 0.000, 0.000, 0.019, 0.058, 0.193, 0.288] | Action Distribution: FORWARD: 0.0096 | TURN_LEFT: 0.4428 | TURN_RIGHT: 0.2659 | FORWARD_LEFT: 0.0421 | FORWARD_RIGHT: 0.0093 | BACKWARD: 0.2303 | Selected: TURN_LEFT (prob: 0.4428)
Episode 41 | Step 9 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.048, 0.193, 0.256] | Action Distribution: FORWARD: 0.0106 | TURN_LEFT: 0.4607 | TURN_RIGHT: 0.3119 | FORWARD_LEFT: 0.0478 | FORWARD_RIGHT: 0.0092 | BACKWARD: 0.1598 | Selected: TURN_LEFT (prob: 0.4607)
Episode 41 | Step 10 | State: [0.021, 0.036, 0.000, 0.000, 0.019, 0.039, 0.193, 0.226] | Action Distribution: FORWARD: 0.0101 | TURN_LEFT: 0.4778 | TURN_RIGHT: 0.3585 | FORWARD_LEFT: 0.0505 | FORWARD_RIGHT: 0.0077 | BACKWARD: 0.0954 | Selected: TURN_RIGHT (prob: 0.3585)
Episode 42 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.019, 0.049, 0.193, 0.255] | Action Distribution: FORWARD: 0.0105 | TURN_LEFT: 0.4846 | TURN_RIGHT: 0.3024 | FORWARD_LEFT: 0.0470 | FORWARD_RIGHT: 0.0087 | BACKWARD: 0.1467 | Selected: TURN_LEFT (prob: 0.4846)
Episode 42 | Step 2 | State: [0.021, 0.036, 0.000, 0.000, 0.019, 0.038, 0.193, 0.224] | Action Distribution: FORWARD: 0.0099 | TURN_LEFT: 0.4985 | TURN_RIGHT: 0.3533 | FORWARD_LEFT: 0.0509 | FORWARD_RIGHT: 0.0071 | BACKWARD: 0.0803 | Selected: TURN_LEFT (prob: 0.4985)
Episode 42 | Step 3 | State: [0.021, 0.058, 0.000, 0.000, 0.019, 0.037, 0.193, 0.195] | Action Distribution: FORWARD: 0.0084 | TURN_LEFT: 0.4810 | TURN_RIGHT: 0.4150 | FORWARD_LEFT: 0.0536 | FORWARD_RIGHT: 0.0050 | BACKWARD: 0.0370 | Selected: TURN_RIGHT (prob: 0.4150)
