Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.065, 0.065, 0.554, 0.521, 0.172, 0.059, 0.597, 0.059] | Action Distribution: FORWARD: 0.1927 | TURN_LEFT: 0.1489 | TURN_RIGHT: 0.1417 | FORWARD_LEFT: 0.1520 | FORWARD_RIGHT: 0.1428 | BACKWARD: 0.2218 | Selected: FORWARD (prob: 0.1927)
Episode 24 | Step 8 | State: [0.768, 0.064, 0.572, 0.523, 0.080, 0.059, 0.578, 0.086] | Action Distribution: FORWARD: 0.1465 | TURN_LEFT: 0.1402 | TURN_RIGHT: 0.1841 | FORWARD_LEFT: 0.1681 | FORWARD_RIGHT: 0.1435 | BACKWARD: 0.2176 | Selected: BACKWARD (prob: 0.2176)
Episode 24 | Step 9 | State: [1.000, 0.064, 0.545, 0.524, 0.059, 0.079, 0.577, 0.146] | Action Distribution: FORWARD: 0.1426 | TURN_LEFT: 0.1369 | TURN_RIGHT: 0.1906 | FORWARD_LEFT: 0.1689 | FORWARD_RIGHT: 0.1359 | BACKWARD: 0.2251 | Selected: BACKWARD (prob: 0.2251)
Episode 24 | Step 10 | State: [1.000, 0.061, 0.534, 0.534, 0.061, 0.135, 0.557, 0.146] | Action Distribution: FORWARD: 0.1419 | TURN_LEFT: 0.1369 | TURN_RIGHT: 0.1924 | FORWARD_LEFT: 0.1683 | FORWARD_RIGHT: 0.1356 | BACKWARD: 0.2249 | Selected: BACKWARD (prob: 0.2249)
Episode 25 | Step 1 | State: [1.000, 0.064, 0.523, 0.538, 0.058, 0.172, 0.578, 0.106] | Action Distribution: FORWARD: 0.1401 | TURN_LEFT: 0.1358 | TURN_RIGHT: 0.1936 | FORWARD_LEFT: 0.1681 | FORWARD_RIGHT: 0.1358 | BACKWARD: 0.2268 | Selected: BACKWARD (prob: 0.2268)
Episode 25 | Step 2 | State: [0.064, 0.064, 0.522, 0.538, 0.058, 0.172, 0.578, 0.087] | Action Distribution: FORWARD: 0.1568 | TURN_LEFT: 0.1468 | TURN_RIGHT: 0.1735 | FORWARD_LEFT: 0.1670 | FORWARD_RIGHT: 0.1649 | BACKWARD: 0.1910 | Selected: BACKWARD (prob: 0.1910)
Episode 25 | Step 3 | State: [0.065, 0.065, 0.521, 0.546, 0.058, 0.178, 0.580, 0.059] | Action Distribution: FORWARD: 0.1561 | TURN_LEFT: 0.1464 | TURN_RIGHT: 0.1748 | FORWARD_LEFT: 0.1668 | FORWARD_RIGHT: 0.1652 | BACKWARD: 0.1907 | Selected: BACKWARD (prob: 0.1907)
Episode 25 | Step 4 | State: [0.064, 0.064, 0.524, 0.560, 0.059, 0.179, 0.575, 0.059] | Action Distribution: FORWARD: 0.1562 | TURN_LEFT: 0.1459 | TURN_RIGHT: 0.1758 | FORWARD_LEFT: 0.1670 | FORWARD_RIGHT: 0.1653 | BACKWARD: 0.1900 | Selected: FORWARD_LEFT (prob: 0.1670)
Episode 25 | Step 5 | State: [0.064, 0.064, 0.523, 0.561, 0.058, 0.199, 0.578, 0.059] | Action Distribution: FORWARD: 0.1564 | TURN_LEFT: 0.1462 | TURN_RIGHT: 0.1757 | FORWARD_LEFT: 0.1665 | FORWARD_RIGHT: 0.1659 | BACKWARD: 0.1893 | Selected: FORWARD (prob: 0.1564)
Episode 25 | Step 6 | State: [0.064, 0.064, 0.523, 0.569, 0.082, 0.232, 0.578, 0.059] | Action Distribution: FORWARD: 0.1572 | TURN_LEFT: 0.1464 | TURN_RIGHT: 0.1758 | FORWARD_LEFT: 0.1657 | FORWARD_RIGHT: 0.1671 | BACKWARD: 0.1878 | Selected: BACKWARD (prob: 0.1878)
Episode 25 | Step 7 | State: [0.064, 0.064, 0.523, 0.561, 0.058, 0.199, 0.578, 0.059] | Action Distribution: FORWARD: 0.1571 | TURN_LEFT: 0.1458 | TURN_RIGHT: 0.1766 | FORWARD_LEFT: 0.1663 | FORWARD_RIGHT: 0.1666 | BACKWARD: 0.1876 | Selected: BACKWARD (prob: 0.1876)
Episode 25 | Step 8 | State: [0.064, 0.064, 0.523, 0.557, 0.058, 0.179, 0.578, 0.059] | Action Distribution: FORWARD: 0.1576 | TURN_LEFT: 0.1451 | TURN_RIGHT: 0.1774 | FORWARD_LEFT: 0.1665 | FORWARD_RIGHT: 0.1669 | BACKWARD: 0.1865 | Selected: BACKWARD (prob: 0.1865)
Episode 25 | Step 9 | State: [0.064, 0.064, 0.523, 0.560, 0.104, 0.164, 0.578, 0.059] | Action Distribution: FORWARD: 0.1591 | TURN_LEFT: 0.1439 | TURN_RIGHT: 0.1787 | FORWARD_LEFT: 0.1660 | FORWARD_RIGHT: 0.1682 | BACKWARD: 0.1842 | Selected: BACKWARD (prob: 0.1842)
Episode 25 | Step 10 | State: [0.065, 0.065, 0.522, 0.555, 0.152, 0.102, 0.579, 0.059] | Action Distribution: FORWARD: 0.1604 | TURN_LEFT: 0.1416 | TURN_RIGHT: 0.1811 | FORWARD_LEFT: 0.1660 | FORWARD_RIGHT: 0.1690 | BACKWARD: 0.1820 | Selected: BACKWARD (prob: 0.1820)
Episode 26 | Step 1 | State: [1.000, 0.064, 0.536, 0.529, 0.149, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1369 | TURN_LEFT: 0.1282 | TURN_RIGHT: 0.2075 | FORWARD_LEFT: 0.1711 | FORWARD_RIGHT: 0.1298 | BACKWARD: 0.2265 | Selected: BACKWARD (prob: 0.2265)
Episode 26 | Step 2 | State: [1.000, 0.064, 0.543, 0.522, 0.100, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1370 | TURN_LEFT: 0.1274 | TURN_RIGHT: 0.2087 | FORWARD_LEFT: 0.1712 | FORWARD_RIGHT: 0.1287 | BACKWARD: 0.2272 | Selected: BACKWARD (prob: 0.2272)
Episode 26 | Step 3 | State: [1.000, 0.064, 0.523, 0.523, 0.058, 0.059, 0.585, 0.059] | Action Distribution: FORWARD: 0.1362 | TURN_LEFT: 0.1268 | TURN_RIGHT: 0.2105 | FORWARD_LEFT: 0.1722 | FORWARD_RIGHT: 0.1278 | BACKWARD: 0.2264 | Selected: BACKWARD (prob: 0.2264)
Episode 26 | Step 4 | State: [0.064, 0.064, 0.522, 0.522, 0.058, 0.059, 0.594, 0.059] | Action Distribution: FORWARD: 0.1568 | TURN_LEFT: 0.1418 | TURN_RIGHT: 0.1828 | FORWARD_LEFT: 0.1672 | FORWARD_RIGHT: 0.1667 | BACKWARD: 0.1848 | Selected: TURN_RIGHT (prob: 0.1828)
Episode 26 | Step 5 | State: [1.000, 0.064, 0.524, 0.524, 0.059, 0.059, 0.598, 0.059] | Action Distribution: FORWARD: 0.1348 | TURN_LEFT: 0.1266 | TURN_RIGHT: 0.2134 | FORWARD_LEFT: 0.1730 | FORWARD_RIGHT: 0.1276 | BACKWARD: 0.2248 | Selected: FORWARD_LEFT (prob: 0.1730)
Episode 26 | Step 6 | State: [1.000, 0.064, 0.523, 0.523, 0.058, 0.059, 0.584, 0.059] | Action Distribution: FORWARD: 0.1347 | TURN_LEFT: 0.1266 | TURN_RIGHT: 0.2146 | FORWARD_LEFT: 0.1739 | FORWARD_RIGHT: 0.1272 | BACKWARD: 0.2231 | Selected: FORWARD_RIGHT (prob: 0.1272)
Episode 26 | Step 7 | State: [1.000, 0.064, 0.553, 0.523, 0.079, 0.072, 0.578, 0.124] | Action Distribution: FORWARD: 0.1347 | TURN_LEFT: 0.1275 | TURN_RIGHT: 0.2164 | FORWARD_LEFT: 0.1732 | FORWARD_RIGHT: 0.1278 | BACKWARD: 0.2203 | Selected: TURN_LEFT (prob: 0.1275)
Episode 26 | Step 8 | State: [1.000, 0.064, 0.553, 0.523, 0.093, 0.059, 0.578, 0.102] | Action Distribution: FORWARD: 0.1348 | TURN_LEFT: 0.1273 | TURN_RIGHT: 0.2176 | FORWARD_LEFT: 0.1742 | FORWARD_RIGHT: 0.1281 | BACKWARD: 0.2180 | Selected: BACKWARD (prob: 0.2180)
Episode 26 | Step 9 | State: [1.000, 0.064, 0.523, 0.523, 0.058, 0.059, 0.584, 0.059] | Action Distribution: FORWARD: 0.1351 | TURN_LEFT: 0.1269 | TURN_RIGHT: 0.2172 | FORWARD_LEFT: 0.1768 | FORWARD_RIGHT: 0.1284 | BACKWARD: 0.2156 | Selected: TURN_RIGHT (prob: 0.2172)
Episode 26 | Step 10 | State: [1.000, 0.064, 0.523, 0.523, 0.058, 0.059, 0.585, 0.059] | Action Distribution: FORWARD: 0.1357 | TURN_LEFT: 0.1274 | TURN_RIGHT: 0.2177 | FORWARD_LEFT: 0.1786 | FORWARD_RIGHT: 0.1291 | BACKWARD: 0.2115 | Selected: TURN_RIGHT (prob: 0.2177)
Episode 27 | Step 1 | State: [1.000, 0.064, 0.523, 0.523, 0.058, 0.059, 0.585, 0.059] | Action Distribution: FORWARD: 0.1367 | TURN_LEFT: 0.1277 | TURN_RIGHT: 0.2179 | FORWARD_LEFT: 0.1805 | FORWARD_RIGHT: 0.1297 | BACKWARD: 0.2074 | Selected: TURN_RIGHT (prob: 0.2179)
Episode 27 | Step 2 | State: [1.000, 0.064, 0.522, 0.522, 0.058, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1385 | TURN_LEFT: 0.1284 | TURN_RIGHT: 0.2173 | FORWARD_LEFT: 0.1827 | FORWARD_RIGHT: 0.1303 | BACKWARD: 0.2029 | Selected: TURN_RIGHT (prob: 0.2173)
Episode 27 | Step 3 | State: [0.732, 0.085, 0.523, 0.524, 0.059, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1323 | TURN_LEFT: 0.1370 | TURN_RIGHT: 0.2004 | FORWARD_LEFT: 0.1785 | FORWARD_RIGHT: 0.1511 | BACKWARD: 0.2008 | Selected: BACKWARD (prob: 0.2008)
Episode 27 | Step 4 | State: [1.000, 0.035, 0.675, 0.675, 0.093, 0.082, 0.382, 0.082] | Action Distribution: FORWARD: 0.1506 | TURN_LEFT: 0.1300 | TURN_RIGHT: 0.2180 | FORWARD_LEFT: 0.1824 | FORWARD_RIGHT: 0.1267 | BACKWARD: 0.1923 | Selected: BACKWARD (prob: 0.1923)
Episode 27 | Step 5 | State: [0.066, 0.066, 0.518, 0.518, 0.058, 0.058, 0.621, 0.059] | Action Distribution: FORWARD: 0.1626 | TURN_LEFT: 0.1445 | TURN_RIGHT: 0.1799 | FORWARD_LEFT: 0.1741 | FORWARD_RIGHT: 0.1686 | BACKWARD: 0.1703 | Selected: TURN_RIGHT (prob: 0.1799)
Episode 27 | Step 6 | State: [0.066, 0.065, 0.519, 0.518, 0.058, 0.058, 0.612, 0.059] | Action Distribution: FORWARD: 0.1640 | TURN_LEFT: 0.1450 | TURN_RIGHT: 0.1789 | FORWARD_LEFT: 0.1756 | FORWARD_RIGHT: 0.1684 | BACKWARD: 0.1681 | Selected: FORWARD_LEFT (prob: 0.1756)
Episode 27 | Step 7 | State: [0.064, 0.064, 0.523, 0.523, 0.058, 0.059, 0.593, 0.059] | Action Distribution: FORWARD: 0.1658 | TURN_LEFT: 0.1456 | TURN_RIGHT: 0.1778 | FORWARD_LEFT: 0.1764 | FORWARD_RIGHT: 0.1683 | BACKWARD: 0.1661 | Selected: FORWARD_LEFT (prob: 0.1764)
Episode 27 | Step 8 | State: [0.064, 0.064, 0.523, 0.523, 0.058, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1676 | TURN_LEFT: 0.1462 | TURN_RIGHT: 0.1762 | FORWARD_LEFT: 0.1774 | FORWARD_RIGHT: 0.1684 | BACKWARD: 0.1642 | Selected: BACKWARD (prob: 0.1642)
Episode 27 | Step 9 | State: [0.064, 0.064, 0.522, 0.522, 0.058, 0.059, 0.593, 0.059] | Action Distribution: FORWARD: 0.1683 | TURN_LEFT: 0.1471 | TURN_RIGHT: 0.1743 | FORWARD_LEFT: 0.1787 | FORWARD_RIGHT: 0.1689 | BACKWARD: 0.1628 | Selected: FORWARD_LEFT (prob: 0.1787)
Episode 27 | Step 10 | State: [0.064, 0.064, 0.523, 0.523, 0.058, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1698 | TURN_LEFT: 0.1479 | TURN_RIGHT: 0.1726 | FORWARD_LEFT: 0.1792 | FORWARD_RIGHT: 0.1689 | BACKWARD: 0.1616 | Selected: FORWARD_LEFT (prob: 0.1792)
Episode 28 | Step 1 | State: [0.064, 0.064, 0.536, 0.522, 0.137, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1729 | TURN_LEFT: 0.1485 | TURN_RIGHT: 0.1709 | FORWARD_LEFT: 0.1765 | FORWARD_RIGHT: 0.1716 | BACKWARD: 0.1596 | Selected: FORWARD_LEFT (prob: 0.1765)
Episode 28 | Step 2 | State: [0.064, 0.064, 0.546, 0.545, 0.165, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1747 | TURN_LEFT: 0.1490 | TURN_RIGHT: 0.1693 | FORWARD_LEFT: 0.1762 | FORWARD_RIGHT: 0.1719 | BACKWARD: 0.1589 | Selected: FORWARD_LEFT (prob: 0.1762)
Episode 28 | Step 3 | State: [0.064, 0.078, 0.557, 0.562, 0.193, 0.105, 0.578, 0.059] | Action Distribution: FORWARD: 0.1776 | TURN_LEFT: 0.1514 | TURN_RIGHT: 0.1661 | FORWARD_LEFT: 0.1744 | FORWARD_RIGHT: 0.1722 | BACKWARD: 0.1584 | Selected: FORWARD (prob: 0.1776)
Episode 28 | Step 4 | State: [0.153, 0.071, 0.570, 0.577, 0.251, 0.146, 0.578, 0.107] | Action Distribution: FORWARD: 0.1789 | TURN_LEFT: 0.1547 | TURN_RIGHT: 0.1644 | FORWARD_LEFT: 0.1735 | FORWARD_RIGHT: 0.1701 | BACKWARD: 0.1584 | Selected: FORWARD (prob: 0.1789)
Episode 28 | Step 5 | State: [0.226, 0.064, 0.600, 0.621, 0.383, 0.219, 0.578, 0.155] | Action Distribution: FORWARD: 0.1828 | TURN_LEFT: 0.1576 | TURN_RIGHT: 0.1623 | FORWARD_LEFT: 0.1700 | FORWARD_RIGHT: 0.1698 | BACKWARD: 0.1575 | Selected: FORWARD (prob: 0.1828)
Episode 28 | Step 6 | State: [0.279, 0.064, 0.692, 0.735, 0.663, 0.349, 0.578, 0.252] | Action Distribution: FORWARD: 0.1899 | TURN_LEFT: 0.1597 | TURN_RIGHT: 0.1597 | FORWARD_LEFT: 0.1660 | FORWARD_RIGHT: 0.1685 | BACKWARD: 0.1562 | Selected: BACKWARD (prob: 0.1562)
Episode 28 | Step 7 | State: [0.227, 0.064, 0.600, 0.621, 0.382, 0.218, 0.578, 0.155] | Action Distribution: FORWARD: 0.1815 | TURN_LEFT: 0.1597 | TURN_RIGHT: 0.1597 | FORWARD_LEFT: 0.1700 | FORWARD_RIGHT: 0.1695 | BACKWARD: 0.1596 | Selected: FORWARD (prob: 0.1815)
Episode 28 | Step 8 | State: [0.280, 0.064, 0.691, 0.732, 0.657, 0.346, 0.578, 0.251] | Action Distribution: FORWARD: 0.1869 | TURN_LEFT: 0.1621 | TURN_RIGHT: 0.1573 | FORWARD_LEFT: 0.1662 | FORWARD_RIGHT: 0.1681 | BACKWARD: 0.1593 | Selected: FORWARD (prob: 0.1869)
Episode 28 | Step 9 | State: [0.254, 0.064, 0.895, 1.000, 1.000, 0.588, 0.575, 0.409] | Action Distribution: FORWARD: 0.1978 | TURN_LEFT: 0.1637 | TURN_RIGHT: 0.1506 | FORWARD_LEFT: 0.1623 | FORWARD_RIGHT: 0.1589 | BACKWARD: 0.1667 | Selected: FORWARD (prob: 0.1978)
Episode 28 | Step 10 | State: [0.233, 0.064, 1.000, 1.000, 1.000, 1.000, 0.578, 0.845] | Action Distribution: FORWARD: 0.2057 | TURN_LEFT: 0.1753 | TURN_RIGHT: 0.1447 | FORWARD_LEFT: 0.1558 | FORWARD_RIGHT: 0.1505 | BACKWARD: 0.1679 | Selected: FORWARD (prob: 0.2057)
Episode 29 | Step 1 | State: [0.201, 0.064, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.2043 | TURN_LEFT: 0.1800 | TURN_RIGHT: 0.1441 | FORWARD_LEFT: 0.1558 | FORWARD_RIGHT: 0.1481 | BACKWARD: 0.1678 | Selected: FORWARD (prob: 0.2043)
Episode 29 | Step 2 | State: [0.192, 0.065, 1.000, 1.000, 1.000, 1.000, 0.583, 1.000] | Action Distribution: FORWARD: 0.2013 | TURN_LEFT: 0.1804 | TURN_RIGHT: 0.1441 | FORWARD_LEFT: 0.1565 | FORWARD_RIGHT: 0.1476 | BACKWARD: 0.1701 | Selected: FORWARD (prob: 0.2013)
Episode 29 | Step 3 | State: [0.124, 0.064, 1.000, 1.000, 1.000, 1.000, 0.587, 1.000] | Action Distribution: FORWARD: 0.2007 | TURN_LEFT: 0.1792 | TURN_RIGHT: 0.1437 | FORWARD_LEFT: 0.1575 | FORWARD_RIGHT: 0.1462 | BACKWARD: 0.1727 | Selected: TURN_RIGHT (prob: 0.1437)
Episode 29 | Step 4 | State: [0.094, 0.065, 1.000, 1.000, 1.000, 1.000, 0.601, 1.000] | Action Distribution: FORWARD: 0.1989 | TURN_LEFT: 0.1787 | TURN_RIGHT: 0.1441 | FORWARD_LEFT: 0.1580 | FORWARD_RIGHT: 0.1456 | BACKWARD: 0.1747 | Selected: FORWARD (prob: 0.1989)
Episode 29 | Step 5 | State: [0.124, 0.065, 1.000, 1.000, 1.000, 1.000, 0.591, 1.000] | Action Distribution: FORWARD: 0.1948 | TURN_LEFT: 0.1800 | TURN_RIGHT: 0.1452 | FORWARD_LEFT: 0.1580 | FORWARD_RIGHT: 0.1459 | BACKWARD: 0.1761 | Selected: FORWARD (prob: 0.1948)
Episode 29 | Step 6 | State: [0.124, 0.066, 1.000, 1.000, 1.000, 1.000, 0.595, 1.000] | Action Distribution: FORWARD: 0.1917 | TURN_LEFT: 0.1800 | TURN_RIGHT: 0.1461 | FORWARD_LEFT: 0.1583 | FORWARD_RIGHT: 0.1462 | BACKWARD: 0.1777 | Selected: FORWARD (prob: 0.1917)
Episode 29 | Step 7 | State: [0.124, 0.065, 1.000, 1.000, 1.000, 1.000, 0.592, 1.000] | Action Distribution: FORWARD: 0.1887 | TURN_LEFT: 0.1798 | TURN_RIGHT: 0.1470 | FORWARD_LEFT: 0.1587 | FORWARD_RIGHT: 0.1468 | BACKWARD: 0.1791 | Selected: FORWARD (prob: 0.1887)
Episode 29 | Step 8 | State: [0.126, 0.067, 1.000, 1.000, 1.000, 1.000, 0.605, 1.000] | Action Distribution: FORWARD: 0.1853 | TURN_LEFT: 0.1792 | TURN_RIGHT: 0.1485 | FORWARD_LEFT: 0.1591 | FORWARD_RIGHT: 0.1479 | BACKWARD: 0.1799 | Selected: FORWARD (prob: 0.1853)
Episode 29 | Step 9 | State: [0.123, 0.064, 1.000, 1.000, 1.000, 1.000, 0.585, 1.000] | Action Distribution: FORWARD: 0.1825 | TURN_LEFT: 0.1791 | TURN_RIGHT: 0.1502 | FORWARD_LEFT: 0.1592 | FORWARD_RIGHT: 0.1487 | BACKWARD: 0.1803 | Selected: FORWARD (prob: 0.1825)
Episode 29 | Step 10 | State: [0.123, 0.064, 1.000, 1.000, 1.000, 1.000, 0.584, 1.000] | Action Distribution: FORWARD: 0.1793 | TURN_LEFT: 0.1789 | TURN_RIGHT: 0.1520 | FORWARD_LEFT: 0.1594 | FORWARD_RIGHT: 0.1497 | BACKWARD: 0.1806 | Selected: BACKWARD (prob: 0.1806)
Episode 30 | Step 1 | State: [0.174, 0.064, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1743 | TURN_LEFT: 0.1798 | TURN_RIGHT: 0.1544 | FORWARD_LEFT: 0.1594 | FORWARD_RIGHT: 0.1515 | BACKWARD: 0.1807 | Selected: TURN_RIGHT (prob: 0.1544)
Episode 30 | Step 2 | State: [0.134, 0.064, 1.000, 1.000, 1.000, 0.906, 0.590, 1.000] | Action Distribution: FORWARD: 0.1733 | TURN_LEFT: 0.1783 | TURN_RIGHT: 0.1556 | FORWARD_LEFT: 0.1607 | FORWARD_RIGHT: 0.1518 | BACKWARD: 0.1803 | Selected: BACKWARD (prob: 0.1803)
Episode 30 | Step 3 | State: [0.199, 0.065, 1.000, 0.968, 1.000, 0.387, 0.593, 1.000] | Action Distribution: FORWARD: 0.1699 | TURN_LEFT: 0.1790 | TURN_RIGHT: 0.1564 | FORWARD_LEFT: 0.1626 | FORWARD_RIGHT: 0.1551 | BACKWARD: 0.1770 | Selected: TURN_LEFT (prob: 0.1790)
Episode 30 | Step 4 | State: [0.260, 0.064, 1.000, 1.000, 1.000, 0.500, 0.578, 0.916] | Action Distribution: FORWARD: 0.1651 | TURN_LEFT: 0.1755 | TURN_RIGHT: 0.1603 | FORWARD_LEFT: 0.1628 | FORWARD_RIGHT: 0.1571 | BACKWARD: 0.1792 | Selected: BACKWARD (prob: 0.1792)
Episode 30 | Step 5 | State: [0.391, 0.064, 0.848, 0.735, 0.854, 0.283, 0.578, 0.478] | Action Distribution: FORWARD: 0.1505 | TURN_LEFT: 0.1626 | TURN_RIGHT: 0.1690 | FORWARD_LEFT: 0.1683 | FORWARD_RIGHT: 0.1717 | BACKWARD: 0.1780 | Selected: BACKWARD (prob: 0.1780)
Episode 30 | Step 6 | State: [0.636, 0.064, 0.683, 0.629, 0.507, 0.187, 0.578, 0.297] | Action Distribution: FORWARD: 0.1434 | TURN_LEFT: 0.1602 | TURN_RIGHT: 0.1642 | FORWARD_LEFT: 0.1737 | FORWARD_RIGHT: 0.1735 | BACKWARD: 0.1850 | Selected: BACKWARD (prob: 0.1850)
Episode 30 | Step 7 | State: [1.000, 0.064, 0.612, 0.583, 0.341, 0.132, 0.578, 0.213] | Action Distribution: FORWARD: 0.1351 | TURN_LEFT: 0.1556 | TURN_RIGHT: 0.1621 | FORWARD_LEFT: 0.1873 | FORWARD_RIGHT: 0.1619 | BACKWARD: 0.1979 | Selected: BACKWARD (prob: 0.1979)
Episode 30 | Step 8 | State: [1.000, 0.066, 0.574, 0.561, 0.245, 0.083, 0.586, 0.171] | Action Distribution: FORWARD: 0.1344 | TURN_LEFT: 0.1507 | TURN_RIGHT: 0.1624 | FORWARD_LEFT: 0.1908 | FORWARD_RIGHT: 0.1607 | BACKWARD: 0.2010 | Selected: BACKWARD (prob: 0.2010)
Episode 30 | Step 9 | State: [1.000, 0.065, 0.564, 0.548, 0.198, 0.059, 0.579, 0.123] | Action Distribution: FORWARD: 0.1339 | TURN_LEFT: 0.1475 | TURN_RIGHT: 0.1636 | FORWARD_LEFT: 0.1915 | FORWARD_RIGHT: 0.1609 | BACKWARD: 0.2026 | Selected: BACKWARD (prob: 0.2026)
Episode 30 | Step 10 | State: [1.000, 0.064, 0.556, 0.537, 0.169, 0.059, 0.578, 0.081] | Action Distribution: FORWARD: 0.1333 | TURN_LEFT: 0.1455 | TURN_RIGHT: 0.1640 | FORWARD_LEFT: 0.1908 | FORWARD_RIGHT: 0.1616 | BACKWARD: 0.2048 | Selected: BACKWARD (prob: 0.2048)
Episode 31 | Step 1 | State: [1.000, 0.064, 0.544, 0.523, 0.147, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1325 | TURN_LEFT: 0.1441 | TURN_RIGHT: 0.1648 | FORWARD_LEFT: 0.1899 | FORWARD_RIGHT: 0.1619 | BACKWARD: 0.2070 | Selected: BACKWARD (prob: 0.2070)
Episode 31 | Step 2 | State: [1.000, 0.064, 0.536, 0.522, 0.058, 0.059, 0.585, 0.059] | Action Distribution: FORWARD: 0.1338 | TURN_LEFT: 0.1414 | TURN_RIGHT: 0.1654 | FORWARD_LEFT: 0.1895 | FORWARD_RIGHT: 0.1590 | BACKWARD: 0.2108 | Selected: BACKWARD (prob: 0.2108)
Episode 31 | Step 3 | State: [1.000, 0.035, 0.675, 0.675, 0.093, 0.082, 0.375, 0.082] | Action Distribution: FORWARD: 0.1400 | TURN_LEFT: 0.1417 | TURN_RIGHT: 0.1681 | FORWARD_LEFT: 0.1843 | FORWARD_RIGHT: 0.1502 | BACKWARD: 0.2157 | Selected: BACKWARD (prob: 0.2157)
Episode 31 | Step 4 | State: [0.000, 0.000, 0.860, 0.860, 0.165, 0.105, 0.266, 0.112] | Action Distribution: FORWARD: 0.1577 | TURN_LEFT: 0.1433 | TURN_RIGHT: 0.1735 | FORWARD_LEFT: 0.1676 | FORWARD_RIGHT: 0.1783 | BACKWARD: 0.1795 | Selected: BACKWARD (prob: 0.1795)
Episode 31 | Step 5 | State: [0.064, 0.064, 0.523, 0.523, 0.058, 0.059, 0.612, 0.059] | Action Distribution: FORWARD: 0.1460 | TURN_LEFT: 0.1489 | TURN_RIGHT: 0.1706 | FORWARD_LEFT: 0.1740 | FORWARD_RIGHT: 0.1812 | BACKWARD: 0.1793 | Selected: FORWARD_RIGHT (prob: 0.1812)
Episode 31 | Step 6 | State: [1.000, 0.064, 0.523, 0.523, 0.058, 0.059, 0.593, 0.059] | Action Distribution: FORWARD: 0.1360 | TURN_LEFT: 0.1392 | TURN_RIGHT: 0.1719 | FORWARD_LEFT: 0.1812 | FORWARD_RIGHT: 0.1558 | BACKWARD: 0.2159 | Selected: BACKWARD (prob: 0.2159)
Episode 31 | Step 7 | State: [0.000, 0.000, 1.000, 1.000, 0.781, 0.412, 0.107, 0.408] | Action Distribution: FORWARD: 0.1702 | TURN_LEFT: 0.1501 | TURN_RIGHT: 0.1722 | FORWARD_LEFT: 0.1581 | FORWARD_RIGHT: 0.1610 | BACKWARD: 0.1883 | Selected: FORWARD_RIGHT (prob: 0.1610)
Episode 31 | Step 8 | State: [1.000, 0.064, 0.522, 0.522, 0.058, 0.059, 0.586, 0.059] | Action Distribution: FORWARD: 0.1382 | TURN_LEFT: 0.1389 | TURN_RIGHT: 0.1758 | FORWARD_LEFT: 0.1773 | FORWARD_RIGHT: 0.1536 | BACKWARD: 0.2163 | Selected: BACKWARD (prob: 0.2163)
Episode 31 | Step 9 | State: [0.000, 0.000, 1.000, 1.000, 0.760, 0.404, 0.082, 0.400] | Action Distribution: FORWARD: 0.1757 | TURN_LEFT: 0.1495 | TURN_RIGHT: 0.1736 | FORWARD_LEFT: 0.1557 | FORWARD_RIGHT: 0.1594 | BACKWARD: 0.1861 | Selected: TURN_LEFT (prob: 0.1495)
Episode 31 | Step 10 | State: [0.064, 0.064, 0.522, 0.523, 0.058, 0.059, 0.606, 0.059] | Action Distribution: FORWARD: 0.1527 | TURN_LEFT: 0.1487 | TURN_RIGHT: 0.1742 | FORWARD_LEFT: 0.1683 | FORWARD_RIGHT: 0.1787 | BACKWARD: 0.1775 | Selected: FORWARD_RIGHT (prob: 0.1787)
Episode 32 | Step 1 | State: [0.064, 0.064, 0.523, 0.523, 0.058, 0.059, 0.592, 0.059] | Action Distribution: FORWARD: 0.1538 | TURN_LEFT: 0.1485 | TURN_RIGHT: 0.1753 | FORWARD_LEFT: 0.1673 | FORWARD_RIGHT: 0.1784 | BACKWARD: 0.1767 | Selected: FORWARD_RIGHT (prob: 0.1784)
Episode 32 | Step 2 | State: [1.000, 0.064, 0.523, 0.530, 0.059, 0.143, 0.577, 0.059] | Action Distribution: FORWARD: 0.1409 | TURN_LEFT: 0.1398 | TURN_RIGHT: 0.1825 | FORWARD_LEFT: 0.1689 | FORWARD_RIGHT: 0.1514 | BACKWARD: 0.2166 | Selected: BACKWARD (prob: 0.2166)
