Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.064, 0.064, 0.555, 0.523, 0.172, 0.059, 0.594, 0.059] | Action Distribution: FORWARD: 0.1627 | TURN_LEFT: 0.1595 | TURN_RIGHT: 0.1739 | FORWARD_LEFT: 0.1532 | FORWARD_RIGHT: 0.1777 | BACKWARD: 0.1730 | Selected: FORWARD (prob: 0.1627)
Episode 8 | Step 6 | State: [0.065, 0.497, 0.517, 1.000, 1.000, 1.000, 0.583, 0.058] | Action Distribution: FORWARD: 0.1487 | TURN_LEFT: 0.1619 | TURN_RIGHT: 0.1840 | FORWARD_LEFT: 0.1292 | FORWARD_RIGHT: 0.2241 | BACKWARD: 0.1522 | Selected: FORWARD_RIGHT (prob: 0.2241)
Episode 8 | Step 7 | State: [0.065, 0.509, 0.515, 1.000, 1.000, 1.000, 0.585, 0.058] | Action Distribution: FORWARD: 0.1458 | TURN_LEFT: 0.1635 | TURN_RIGHT: 0.1825 | FORWARD_LEFT: 0.1315 | FORWARD_RIGHT: 0.2248 | BACKWARD: 0.1520 | Selected: FORWARD_RIGHT (prob: 0.2248)
Episode 8 | Step 8 | State: [0.066, 0.525, 1.000, 1.000, 1.000, 1.000, 0.587, 0.059] | Action Distribution: FORWARD: 0.1458 | TURN_LEFT: 0.1666 | TURN_RIGHT: 0.1815 | FORWARD_LEFT: 0.1194 | FORWARD_RIGHT: 0.2385 | BACKWARD: 0.1481 | Selected: TURN_RIGHT (prob: 0.1815)
Episode 8 | Step 9 | State: [0.098, 0.405, 1.000, 1.000, 1.000, 1.000, 0.583, 0.059] | Action Distribution: FORWARD: 0.1442 | TURN_LEFT: 0.1680 | TURN_RIGHT: 0.1790 | FORWARD_LEFT: 0.1236 | FORWARD_RIGHT: 0.2373 | BACKWARD: 0.1479 | Selected: FORWARD (prob: 0.1442)
Episode 8 | Step 10 | State: [0.065, 0.547, 1.000, 1.000, 1.000, 1.000, 0.582, 0.059] | Action Distribution: FORWARD: 0.1395 | TURN_LEFT: 0.1710 | TURN_RIGHT: 0.1764 | FORWARD_LEFT: 0.1268 | FORWARD_RIGHT: 0.2376 | BACKWARD: 0.1487 | Selected: FORWARD_RIGHT (prob: 0.2376)
Episode 9 | Step 1 | State: [0.064, 0.575, 1.000, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1361 | TURN_LEFT: 0.1734 | TURN_RIGHT: 0.1736 | FORWARD_LEFT: 0.1307 | FORWARD_RIGHT: 0.2371 | BACKWARD: 0.1491 | Selected: FORWARD_RIGHT (prob: 0.2371)
Episode 9 | Step 2 | State: [0.065, 0.597, 1.000, 1.000, 1.000, 1.000, 0.583, 0.058] | Action Distribution: FORWARD: 0.1330 | TURN_LEFT: 0.1761 | TURN_RIGHT: 0.1709 | FORWARD_LEFT: 0.1347 | FORWARD_RIGHT: 0.2356 | BACKWARD: 0.1498 | Selected: BACKWARD (prob: 0.1498)
Episode 9 | Step 3 | State: [0.064, 0.931, 1.000, 1.000, 1.000, 0.790, 0.578, 0.059] | Action Distribution: FORWARD: 0.1203 | TURN_LEFT: 0.1798 | TURN_RIGHT: 0.1656 | FORWARD_LEFT: 0.1432 | FORWARD_RIGHT: 0.2346 | BACKWARD: 0.1565 | Selected: FORWARD (prob: 0.1203)
Episode 9 | Step 4 | State: [0.064, 0.600, 1.000, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1278 | TURN_LEFT: 0.1811 | TURN_RIGHT: 0.1659 | FORWARD_LEFT: 0.1434 | FORWARD_RIGHT: 0.2310 | BACKWARD: 0.1507 | Selected: FORWARD_RIGHT (prob: 0.2310)
Episode 9 | Step 5 | State: [0.064, 0.597, 1.000, 1.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1251 | TURN_LEFT: 0.1837 | TURN_RIGHT: 0.1635 | FORWARD_LEFT: 0.1483 | FORWARD_RIGHT: 0.2280 | BACKWARD: 0.1513 | Selected: FORWARD (prob: 0.1251)
Episode 9 | Step 6 | State: [0.065, 0.597, 1.000, 1.000, 1.000, 1.000, 0.583, 1.000] | Action Distribution: FORWARD: 0.1356 | TURN_LEFT: 0.1900 | TURN_RIGHT: 0.1479 | FORWARD_LEFT: 0.1569 | FORWARD_RIGHT: 0.2288 | BACKWARD: 0.1407 | Selected: TURN_LEFT (prob: 0.1900)
Episode 9 | Step 7 | State: [0.065, 0.558, 1.000, 1.000, 1.000, 1.000, 0.585, 0.059] | Action Distribution: FORWARD: 0.1203 | TURN_LEFT: 0.1891 | TURN_RIGHT: 0.1583 | FORWARD_LEFT: 0.1589 | FORWARD_RIGHT: 0.2211 | BACKWARD: 0.1523 | Selected: FORWARD (prob: 0.1203)
Episode 9 | Step 8 | State: [0.065, 0.597, 1.000, 1.000, 1.000, 1.000, 0.581, 1.000] | Action Distribution: FORWARD: 0.1291 | TURN_LEFT: 0.1961 | TURN_RIGHT: 0.1442 | FORWARD_LEFT: 0.1685 | FORWARD_RIGHT: 0.2200 | BACKWARD: 0.1422 | Selected: FORWARD (prob: 0.1291)
Episode 9 | Step 9 | State: [0.065, 0.597, 1.000, 1.000, 1.000, 1.000, 0.584, 1.000] | Action Distribution: FORWARD: 0.1256 | TURN_LEFT: 0.1991 | TURN_RIGHT: 0.1422 | FORWARD_LEFT: 0.1747 | FORWARD_RIGHT: 0.2152 | BACKWARD: 0.1433 | Selected: FORWARD_RIGHT (prob: 0.2152)
Episode 9 | Step 10 | State: [0.064, 0.597, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1220 | TURN_LEFT: 0.2024 | TURN_RIGHT: 0.1402 | FORWARD_LEFT: 0.1810 | FORWARD_RIGHT: 0.2103 | BACKWARD: 0.1441 | Selected: FORWARD (prob: 0.1220)
Episode 10 | Step 1 | State: [0.064, 0.597, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1184 | TURN_LEFT: 0.2060 | TURN_RIGHT: 0.1381 | FORWARD_LEFT: 0.1875 | FORWARD_RIGHT: 0.2052 | BACKWARD: 0.1449 | Selected: FORWARD_RIGHT (prob: 0.2052)
Episode 10 | Step 2 | State: [0.064, 0.597, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1145 | TURN_LEFT: 0.2097 | TURN_RIGHT: 0.1359 | FORWARD_LEFT: 0.1947 | FORWARD_RIGHT: 0.1995 | BACKWARD: 0.1457 | Selected: TURN_LEFT (prob: 0.2097)
Episode 10 | Step 3 | State: [0.064, 0.557, 1.000, 1.000, 1.000, 1.000, 0.665, 1.000] | Action Distribution: FORWARD: 0.1099 | TURN_LEFT: 0.2142 | TURN_RIGHT: 0.1320 | FORWARD_LEFT: 0.2041 | FORWARD_RIGHT: 0.1921 | BACKWARD: 0.1477 | Selected: FORWARD_LEFT (prob: 0.2041)
Episode 10 | Step 4 | State: [0.064, 0.597, 1.000, 1.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1064 | TURN_LEFT: 0.2172 | TURN_RIGHT: 0.1315 | FORWARD_LEFT: 0.2101 | FORWARD_RIGHT: 0.1882 | BACKWARD: 0.1466 | Selected: FORWARD_LEFT (prob: 0.2101)
Episode 10 | Step 5 | State: [0.065, 0.597, 1.000, 1.000, 1.000, 1.000, 0.583, 1.000] | Action Distribution: FORWARD: 0.1022 | TURN_LEFT: 0.2210 | TURN_RIGHT: 0.1294 | FORWARD_LEFT: 0.2184 | FORWARD_RIGHT: 0.1818 | BACKWARD: 0.1471 | Selected: TURN_LEFT (prob: 0.2210)
Episode 10 | Step 6 | State: [0.067, 0.559, 1.000, 1.000, 1.000, 1.000, 0.679, 1.000] | Action Distribution: FORWARD: 0.0976 | TURN_LEFT: 0.2253 | TURN_RIGHT: 0.1253 | FORWARD_LEFT: 0.2288 | FORWARD_RIGHT: 0.1741 | BACKWARD: 0.1488 | Selected: FORWARD_LEFT (prob: 0.2288)
Episode 10 | Step 7 | State: [0.065, 0.596, 1.000, 1.000, 1.000, 1.000, 0.595, 1.000] | Action Distribution: FORWARD: 0.0943 | TURN_LEFT: 0.2275 | TURN_RIGHT: 0.1251 | FORWARD_LEFT: 0.2344 | FORWARD_RIGHT: 0.1712 | BACKWARD: 0.1475 | Selected: FORWARD_RIGHT (prob: 0.1712)
Episode 10 | Step 8 | State: [0.064, 0.597, 1.000, 1.000, 1.000, 0.059, 0.640, 1.000] | Action Distribution: FORWARD: 0.0865 | TURN_LEFT: 0.2128 | TURN_RIGHT: 0.1214 | FORWARD_LEFT: 0.2696 | FORWARD_RIGHT: 0.1477 | BACKWARD: 0.1620 | Selected: TURN_LEFT (prob: 0.2128)
Episode 10 | Step 9 | State: [0.065, 0.554, 1.000, 1.000, 1.000, 1.000, 0.753, 1.000] | Action Distribution: FORWARD: 0.0835 | TURN_LEFT: 0.2379 | TURN_RIGHT: 0.1172 | FORWARD_LEFT: 0.2546 | FORWARD_RIGHT: 0.1563 | BACKWARD: 0.1504 | Selected: FORWARD_LEFT (prob: 0.2546)
Episode 10 | Step 10 | State: [0.065, 0.597, 1.000, 1.000, 1.000, 0.058, 0.668, 1.000] | Action Distribution: FORWARD: 0.0791 | TURN_LEFT: 0.2187 | TURN_RIGHT: 0.1165 | FORWARD_LEFT: 0.2857 | FORWARD_RIGHT: 0.1385 | BACKWARD: 0.1614 | Selected: FORWARD_RIGHT (prob: 0.1385)
