Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000] | Action Distribution: FORWARD: 0.1667 | TURN_LEFT: 0.1667 | TURN_RIGHT: 0.1667 | FORWARD_LEFT: 0.1667 | FORWARD_RIGHT: 0.1667 | BACKWARD: 0.1667 | Selected: TURN_RIGHT (prob: 0.1667)
Episode 8 | Step 6 | State: [0.004, 0.003, 0.000, 0.000, 1.000, 0.107, 0.007, 1.000] | Action Distribution: FORWARD: 0.1919 | TURN_LEFT: 0.1651 | TURN_RIGHT: 0.1241 | FORWARD_LEFT: 0.2270 | FORWARD_RIGHT: 0.1296 | BACKWARD: 0.1624 | Selected: TURN_RIGHT (prob: 0.1241)
Episode 8 | Step 7 | State: [0.004, 0.004, 0.000, 0.000, 1.000, 0.124, 0.006, 1.000] | Action Distribution: FORWARD: 0.1921 | TURN_LEFT: 0.1649 | TURN_RIGHT: 0.1224 | FORWARD_LEFT: 0.2309 | FORWARD_RIGHT: 0.1263 | BACKWARD: 0.1633 | Selected: FORWARD_LEFT (prob: 0.2309)
Episode 8 | Step 8 | State: [0.004, 0.003, 0.000, 0.000, 1.000, 0.087, 0.006, 1.000] | Action Distribution: FORWARD: 0.1926 | TURN_LEFT: 0.1652 | TURN_RIGHT: 0.1218 | FORWARD_LEFT: 0.2306 | FORWARD_RIGHT: 0.1237 | BACKWARD: 0.1661 | Selected: FORWARD_LEFT (prob: 0.2306)
Episode 8 | Step 9 | State: [0.004, 0.004, 0.000, 0.000, 1.000, 0.090, 0.006, 1.000] | Action Distribution: FORWARD: 0.1940 | TURN_LEFT: 0.1655 | TURN_RIGHT: 0.1206 | FORWARD_LEFT: 0.2309 | FORWARD_RIGHT: 0.1212 | BACKWARD: 0.1678 | Selected: TURN_RIGHT (prob: 0.1206)
Episode 8 | Step 10 | State: [0.003, 0.003, 0.000, 0.000, 1.000, 0.085, 0.006, 1.000] | Action Distribution: FORWARD: 0.1955 | TURN_LEFT: 0.1657 | TURN_RIGHT: 0.1194 | FORWARD_LEFT: 0.2304 | FORWARD_RIGHT: 0.1192 | BACKWARD: 0.1697 | Selected: BACKWARD (prob: 0.1697)
Episode 9 | Step 1 | State: [0.003, 0.004, 0.000, 0.000, 0.384, 0.009, 0.007, 0.898] | Action Distribution: FORWARD: 0.1978 | TURN_LEFT: 0.1756 | TURN_RIGHT: 0.1353 | FORWARD_LEFT: 0.2049 | FORWARD_RIGHT: 0.1299 | BACKWARD: 0.1564 | Selected: FORWARD_LEFT (prob: 0.2049)
Episode 9 | Step 2 | State: [0.004, 0.005, 0.000, 0.000, 0.427, 0.008, 0.006, 0.275] | Action Distribution: FORWARD: 0.1760 | TURN_LEFT: 0.1670 | TURN_RIGHT: 0.1442 | FORWARD_LEFT: 0.1918 | FORWARD_RIGHT: 0.1393 | BACKWARD: 0.1817 | Selected: FORWARD (prob: 0.1760)
Episode 9 | Step 3 | State: [0.003, 0.004, 0.000, 0.000, 1.000, 0.087, 0.007, 1.000] | Action Distribution: FORWARD: 0.2019 | TURN_LEFT: 0.1655 | TURN_RIGHT: 0.1159 | FORWARD_LEFT: 0.2261 | FORWARD_RIGHT: 0.1142 | BACKWARD: 0.1764 | Selected: FORWARD_LEFT (prob: 0.2261)
Episode 9 | Step 4 | State: [0.003, 0.004, 0.000, 0.000, 1.000, 0.086, 0.007, 1.000] | Action Distribution: FORWARD: 0.2047 | TURN_LEFT: 0.1658 | TURN_RIGHT: 0.1153 | FORWARD_LEFT: 0.2229 | FORWARD_RIGHT: 0.1126 | BACKWARD: 0.1786 | Selected: FORWARD (prob: 0.2047)
Episode 9 | Step 5 | State: [0.003, 0.003, 0.000, 0.000, 1.000, 0.084, 0.005, 1.000] | Action Distribution: FORWARD: 0.2081 | TURN_LEFT: 0.1659 | TURN_RIGHT: 0.1152 | FORWARD_LEFT: 0.2188 | FORWARD_RIGHT: 0.1113 | BACKWARD: 0.1808 | Selected: TURN_LEFT (prob: 0.1659)
Episode 9 | Step 6 | State: [0.004, 0.004, 0.000, 0.000, 1.000, 0.085, 0.007, 1.000] | Action Distribution: FORWARD: 0.2111 | TURN_LEFT: 0.1663 | TURN_RIGHT: 0.1149 | FORWARD_LEFT: 0.2148 | FORWARD_RIGHT: 0.1103 | BACKWARD: 0.1826 | Selected: TURN_LEFT (prob: 0.1663)
Episode 9 | Step 7 | State: [0.003, 0.005, 0.000, 0.000, 1.000, 0.096, 0.006, 1.000] | Action Distribution: FORWARD: 0.2139 | TURN_LEFT: 0.1661 | TURN_RIGHT: 0.1147 | FORWARD_LEFT: 0.2115 | FORWARD_RIGHT: 0.1097 | BACKWARD: 0.1842 | Selected: TURN_RIGHT (prob: 0.1147)
Episode 9 | Step 8 | State: [0.003, 0.004, 0.000, 0.000, 1.000, 0.134, 0.006, 1.000] | Action Distribution: FORWARD: 0.2170 | TURN_LEFT: 0.1650 | TURN_RIGHT: 0.1145 | FORWARD_LEFT: 0.2094 | FORWARD_RIGHT: 0.1093 | BACKWARD: 0.1849 | Selected: TURN_RIGHT (prob: 0.1145)
Episode 9 | Step 9 | State: [0.003, 0.004, 0.000, 0.000, 1.000, 0.130, 0.006, 1.000] | Action Distribution: FORWARD: 0.2185 | TURN_LEFT: 0.1637 | TURN_RIGHT: 0.1148 | FORWARD_LEFT: 0.2060 | FORWARD_RIGHT: 0.1088 | BACKWARD: 0.1881 | Selected: FORWARD_RIGHT (prob: 0.1088)
Episode 9 | Step 10 | State: [0.005, 0.004, 0.000, 0.000, 1.000, 0.095, 0.007, 1.000] | Action Distribution: FORWARD: 0.2200 | TURN_LEFT: 0.1625 | TURN_RIGHT: 0.1151 | FORWARD_LEFT: 0.2014 | FORWARD_RIGHT: 0.1085 | BACKWARD: 0.1925 | Selected: BACKWARD (prob: 0.1925)
Episode 10 | Step 1 | State: [0.003, 0.004, 0.000, 0.000, 1.000, 0.022, 0.007, 0.421] | Action Distribution: FORWARD: 0.1819 | TURN_LEFT: 0.1553 | TURN_RIGHT: 0.1203 | FORWARD_LEFT: 0.2053 | FORWARD_RIGHT: 0.1118 | BACKWARD: 0.2254 | Selected: FORWARD_LEFT (prob: 0.2053)
Episode 10 | Step 2 | State: [0.003, 0.004, 0.000, 0.000, 0.430, 0.016, 0.008, 0.282] | Action Distribution: FORWARD: 0.1816 | TURN_LEFT: 0.1647 | TURN_RIGHT: 0.1426 | FORWARD_LEFT: 0.1842 | FORWARD_RIGHT: 0.1334 | BACKWARD: 0.1936 | Selected: BACKWARD (prob: 0.1936)
Episode 10 | Step 3 | State: [0.004, 0.003, 0.000, 0.000, 1.000, 0.062, 0.007, 0.597] | Action Distribution: FORWARD: 0.1971 | TURN_LEFT: 0.1570 | TURN_RIGHT: 0.1174 | FORWARD_LEFT: 0.2007 | FORWARD_RIGHT: 0.1087 | BACKWARD: 0.2191 | Selected: BACKWARD (prob: 0.2191)
Episode 10 | Step 4 | State: [0.003, 0.003, 0.000, 0.000, 0.150, 0.009, 0.005, 0.073] | Action Distribution: FORWARD: 0.1729 | TURN_LEFT: 0.1664 | TURN_RIGHT: 0.1563 | FORWARD_LEFT: 0.1744 | FORWARD_RIGHT: 0.1449 | BACKWARD: 0.1851 | Selected: FORWARD (prob: 0.1729)
Episode 10 | Step 5 | State: [0.003, 0.003, 0.000, 0.000, 0.092, 0.006, 0.005, 0.044] | Action Distribution: FORWARD: 0.1724 | TURN_LEFT: 0.1670 | TURN_RIGHT: 0.1598 | FORWARD_LEFT: 0.1718 | FORWARD_RIGHT: 0.1471 | BACKWARD: 0.1819 | Selected: TURN_LEFT (prob: 0.1670)
Episode 10 | Step 6 | State: [0.005, 0.004, 0.000, 0.000, 0.270, 0.017, 0.007, 0.095] | Action Distribution: FORWARD: 0.1725 | TURN_LEFT: 0.1636 | TURN_RIGHT: 0.1513 | FORWARD_LEFT: 0.1785 | FORWARD_RIGHT: 0.1396 | BACKWARD: 0.1945 | Selected: TURN_LEFT (prob: 0.1636)
Episode 10 | Step 7 | State: [0.003, 0.003, 0.000, 0.000, 0.312, 0.025, 0.006, 0.092] | Action Distribution: FORWARD: 0.1716 | TURN_LEFT: 0.1623 | TURN_RIGHT: 0.1495 | FORWARD_LEFT: 0.1804 | FORWARD_RIGHT: 0.1376 | BACKWARD: 0.1986 | Selected: FORWARD_RIGHT (prob: 0.1376)
Episode 10 | Step 8 | State: [0.003, 0.004, 0.000, 0.000, 0.537, 0.084, 0.007, 0.092] | Action Distribution: FORWARD: 0.1699 | TURN_LEFT: 0.1570 | TURN_RIGHT: 0.1397 | FORWARD_LEFT: 0.1887 | FORWARD_RIGHT: 0.1274 | BACKWARD: 0.2174 | Selected: BACKWARD (prob: 0.2174)
Episode 10 | Step 9 | State: [0.003, 0.004, 0.000, 0.000, 1.000, 0.163, 0.006, 0.213] | Action Distribution: FORWARD: 0.1743 | TURN_LEFT: 0.1465 | TURN_RIGHT: 0.1193 | FORWARD_LEFT: 0.2025 | FORWARD_RIGHT: 0.1062 | BACKWARD: 0.2512 | Selected: FORWARD_RIGHT (prob: 0.1062)
Episode 10 | Step 10 | State: [0.004, 0.004, 0.000, 0.000, 0.298, 0.038, 0.006, 0.072] | Action Distribution: FORWARD: 0.1720 | TURN_LEFT: 0.1609 | TURN_RIGHT: 0.1499 | FORWARD_LEFT: 0.1809 | FORWARD_RIGHT: 0.1362 | BACKWARD: 0.2000 | Selected: TURN_LEFT (prob: 0.1609)
