Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.064, 0.182, 0.000, 0.000, 0.058, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1721 | TURN_LEFT: 0.1500 | TURN_RIGHT: 0.1783 | FORWARD_LEFT: 0.1752 | FORWARD_RIGHT: 0.1287 | BACKWARD: 0.1958 | Selected: FORWARD_LEFT (prob: 0.1752)
Episode 2 | Step 77 | State: [0.078, 0.141, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1643 | TURN_LEFT: 0.1557 | TURN_RIGHT: 0.1725 | FORWARD_LEFT: 0.2190 | FORWARD_RIGHT: 0.1039 | BACKWARD: 0.1846 | Selected: FORWARD_LEFT (prob: 0.2190)
Episode 2 | Step 78 | State: [0.085, 0.142, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1642 | TURN_LEFT: 0.1562 | TURN_RIGHT: 0.1724 | FORWARD_LEFT: 0.2191 | FORWARD_RIGHT: 0.1039 | BACKWARD: 0.1844 | Selected: TURN_RIGHT (prob: 0.1724)
Episode 2 | Step 79 | State: [0.103, 0.118, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1639 | TURN_LEFT: 0.1573 | TURN_RIGHT: 0.1730 | FORWARD_LEFT: 0.2177 | FORWARD_RIGHT: 0.1032 | BACKWARD: 0.1847 | Selected: FORWARD_LEFT (prob: 0.2177)
Episode 2 | Step 80 | State: [0.111, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1636 | TURN_LEFT: 0.1582 | TURN_RIGHT: 0.1745 | FORWARD_LEFT: 0.2153 | FORWARD_RIGHT: 0.1021 | BACKWARD: 0.1863 | Selected: FORWARD_LEFT (prob: 0.2153)
Episode 2 | Step 81 | State: [0.137, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1635 | TURN_LEFT: 0.1591 | TURN_RIGHT: 0.1746 | FORWARD_LEFT: 0.2149 | FORWARD_RIGHT: 0.1020 | BACKWARD: 0.1860 | Selected: FORWARD_LEFT (prob: 0.2149)
Episode 2 | Step 82 | State: [0.135, 0.065, 0.000, 0.000, 1.000, 1.000, 0.579, 1.000] | Action Distribution: FORWARD: 0.1633 | TURN_LEFT: 0.1594 | TURN_RIGHT: 0.1744 | FORWARD_LEFT: 0.2152 | FORWARD_RIGHT: 0.1019 | BACKWARD: 0.1858 | Selected: FORWARD_LEFT (prob: 0.2152)
Episode 2 | Step 83 | State: [0.113, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1633 | TURN_LEFT: 0.1593 | TURN_RIGHT: 0.1740 | FORWARD_LEFT: 0.2158 | FORWARD_RIGHT: 0.1019 | BACKWARD: 0.1858 | Selected: TURN_RIGHT (prob: 0.1740)
Episode 2 | Step 84 | State: [0.109, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1632 | TURN_LEFT: 0.1596 | TURN_RIGHT: 0.1737 | FORWARD_LEFT: 0.2161 | FORWARD_RIGHT: 0.1018 | BACKWARD: 0.1856 | Selected: FORWARD_RIGHT (prob: 0.1018)
Episode 2 | Step 85 | State: [0.087, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1630 | TURN_LEFT: 0.1596 | TURN_RIGHT: 0.1732 | FORWARD_LEFT: 0.2168 | FORWARD_RIGHT: 0.1019 | BACKWARD: 0.1856 | Selected: BACKWARD (prob: 0.1856)
Episode 2 | Step 86 | State: [1.000, 0.094, 0.000, 0.000, 0.058, 0.059, 0.579, 0.059] | Action Distribution: FORWARD: 0.1429 | TURN_LEFT: 0.2079 | TURN_RIGHT: 0.1614 | FORWARD_LEFT: 0.1754 | FORWARD_RIGHT: 0.1455 | BACKWARD: 0.1670 | Selected: BACKWARD (prob: 0.1670)
Episode 2 | Step 87 | State: [0.000, 0.000, 0.000, 0.000, 1.000, 0.635, 0.007, 0.584] | Action Distribution: FORWARD: 0.1652 | TURN_LEFT: 0.1743 | TURN_RIGHT: 0.1694 | FORWARD_LEFT: 0.2061 | FORWARD_RIGHT: 0.1210 | BACKWARD: 0.1640 | Selected: FORWARD_LEFT (prob: 0.2061)
Episode 2 | Step 88 | State: [0.064, 0.196, 0.000, 0.000, 0.177, 0.268, 0.578, 0.059] | Action Distribution: FORWARD: 0.1662 | TURN_LEFT: 0.1730 | TURN_RIGHT: 0.1544 | FORWARD_LEFT: 0.1859 | FORWARD_RIGHT: 0.1493 | BACKWARD: 0.1712 | Selected: FORWARD (prob: 0.1662)
Episode 2 | Step 89 | State: [0.064, 0.134, 0.000, 0.000, 1.000, 1.000, 0.590, 1.000] | Action Distribution: FORWARD: 0.1625 | TURN_LEFT: 0.1595 | TURN_RIGHT: 0.1705 | FORWARD_LEFT: 0.2214 | FORWARD_RIGHT: 0.1030 | BACKWARD: 0.1831 | Selected: FORWARD_LEFT (prob: 0.2214)
Episode 2 | Step 90 | State: [0.064, 0.134, 0.000, 0.000, 1.000, 1.000, 0.590, 1.000] | Action Distribution: FORWARD: 0.1622 | TURN_LEFT: 0.1599 | TURN_RIGHT: 0.1703 | FORWARD_LEFT: 0.2216 | FORWARD_RIGHT: 0.1029 | BACKWARD: 0.1830 | Selected: TURN_LEFT (prob: 0.1599)
Episode 2 | Step 91 | State: [0.064, 0.099, 0.000, 0.000, 1.000, 1.000, 0.603, 1.000] | Action Distribution: FORWARD: 0.1618 | TURN_LEFT: 0.1609 | TURN_RIGHT: 0.1711 | FORWARD_LEFT: 0.2204 | FORWARD_RIGHT: 0.1019 | BACKWARD: 0.1839 | Selected: FORWARD (prob: 0.1618)
Episode 2 | Step 92 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.628, 1.000] | Action Distribution: FORWARD: 0.1612 | TURN_LEFT: 0.1619 | TURN_RIGHT: 0.1720 | FORWARD_LEFT: 0.2193 | FORWARD_RIGHT: 0.1006 | BACKWARD: 0.1849 | Selected: FORWARD_LEFT (prob: 0.2193)
Episode 2 | Step 93 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.616, 1.000] | Action Distribution: FORWARD: 0.1613 | TURN_LEFT: 0.1623 | TURN_RIGHT: 0.1718 | FORWARD_LEFT: 0.2193 | FORWARD_RIGHT: 0.1008 | BACKWARD: 0.1846 | Selected: FORWARD_LEFT (prob: 0.2193)
Episode 2 | Step 94 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.628, 1.000] | Action Distribution: FORWARD: 0.1609 | TURN_LEFT: 0.1628 | TURN_RIGHT: 0.1717 | FORWARD_LEFT: 0.2197 | FORWARD_RIGHT: 0.1006 | BACKWARD: 0.1844 | Selected: FORWARD_LEFT (prob: 0.2197)
Episode 2 | Step 95 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.616, 1.000] | Action Distribution: FORWARD: 0.1609 | TURN_LEFT: 0.1631 | TURN_RIGHT: 0.1715 | FORWARD_LEFT: 0.2197 | FORWARD_RIGHT: 0.1008 | BACKWARD: 0.1839 | Selected: FORWARD_LEFT (prob: 0.2197)
Episode 2 | Step 96 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.616, 1.000] | Action Distribution: FORWARD: 0.1608 | TURN_LEFT: 0.1635 | TURN_RIGHT: 0.1714 | FORWARD_LEFT: 0.2198 | FORWARD_RIGHT: 0.1008 | BACKWARD: 0.1836 | Selected: FORWARD_LEFT (prob: 0.2198)
Episode 2 | Step 97 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.616, 1.000] | Action Distribution: FORWARD: 0.1607 | TURN_LEFT: 0.1638 | TURN_RIGHT: 0.1714 | FORWARD_LEFT: 0.2200 | FORWARD_RIGHT: 0.1009 | BACKWARD: 0.1832 | Selected: FORWARD_LEFT (prob: 0.2200)
Episode 2 | Step 98 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.615, 1.000] | Action Distribution: FORWARD: 0.1607 | TURN_LEFT: 0.1642 | TURN_RIGHT: 0.1713 | FORWARD_LEFT: 0.2201 | FORWARD_RIGHT: 0.1009 | BACKWARD: 0.1829 | Selected: FORWARD_LEFT (prob: 0.2201)
Episode 2 | Step 99 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.617, 1.000] | Action Distribution: FORWARD: 0.1606 | TURN_LEFT: 0.1646 | TURN_RIGHT: 0.1712 | FORWARD_LEFT: 0.2202 | FORWARD_RIGHT: 0.1009 | BACKWARD: 0.1826 | Selected: FORWARD_LEFT (prob: 0.2202)
Episode 2 | Step 100 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.627, 1.000] | Action Distribution: FORWARD: 0.1603 | TURN_LEFT: 0.1650 | TURN_RIGHT: 0.1712 | FORWARD_LEFT: 0.2204 | FORWARD_RIGHT: 0.1007 | BACKWARD: 0.1824 | Selected: TURN_RIGHT (prob: 0.1712)
Episode 3 | Step 1 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.615, 1.000] | Action Distribution: FORWARD: 0.1605 | TURN_LEFT: 0.1653 | TURN_RIGHT: 0.1711 | FORWARD_LEFT: 0.2202 | FORWARD_RIGHT: 0.1009 | BACKWARD: 0.1820 | Selected: FORWARD_LEFT (prob: 0.2202)
Episode 3 | Step 2 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.614, 1.000] | Action Distribution: FORWARD: 0.1603 | TURN_LEFT: 0.1658 | TURN_RIGHT: 0.1710 | FORWARD_LEFT: 0.2201 | FORWARD_RIGHT: 0.1009 | BACKWARD: 0.1818 | Selected: FORWARD_LEFT (prob: 0.2201)
Episode 3 | Step 3 | State: [0.064, 0.100, 0.000, 0.000, 1.000, 1.000, 0.602, 1.000] | Action Distribution: FORWARD: 0.1605 | TURN_LEFT: 0.1657 | TURN_RIGHT: 0.1699 | FORWARD_LEFT: 0.2212 | FORWARD_RIGHT: 0.1019 | BACKWARD: 0.1809 | Selected: FORWARD_LEFT (prob: 0.2212)
Episode 3 | Step 4 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.614, 1.000] | Action Distribution: FORWARD: 0.1601 | TURN_LEFT: 0.1668 | TURN_RIGHT: 0.1709 | FORWARD_LEFT: 0.2199 | FORWARD_RIGHT: 0.1009 | BACKWARD: 0.1814 | Selected: FORWARD (prob: 0.1601)
Episode 3 | Step 5 | State: [0.066, 0.066, 0.000, 0.000, 1.000, 1.000, 0.627, 1.000] | Action Distribution: FORWARD: 0.1597 | TURN_LEFT: 0.1674 | TURN_RIGHT: 0.1708 | FORWARD_LEFT: 0.2199 | FORWARD_RIGHT: 0.1008 | BACKWARD: 0.1814 | Selected: FORWARD (prob: 0.1597)
Episode 3 | Step 6 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.614, 1.000] | Action Distribution: FORWARD: 0.1597 | TURN_LEFT: 0.1678 | TURN_RIGHT: 0.1707 | FORWARD_LEFT: 0.2194 | FORWARD_RIGHT: 0.1010 | BACKWARD: 0.1814 | Selected: TURN_LEFT (prob: 0.1678)
Episode 3 | Step 7 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.626, 1.000] | Action Distribution: FORWARD: 0.1593 | TURN_LEFT: 0.1684 | TURN_RIGHT: 0.1706 | FORWARD_LEFT: 0.2193 | FORWARD_RIGHT: 0.1009 | BACKWARD: 0.1814 | Selected: FORWARD_LEFT (prob: 0.2193)
Episode 3 | Step 8 | State: [0.066, 0.066, 0.000, 0.000, 1.000, 1.000, 0.630, 1.000] | Action Distribution: FORWARD: 0.1590 | TURN_LEFT: 0.1691 | TURN_RIGHT: 0.1705 | FORWARD_LEFT: 0.2191 | FORWARD_RIGHT: 0.1010 | BACKWARD: 0.1814 | Selected: FORWARD_LEFT (prob: 0.2191)
Episode 3 | Step 9 | State: [0.096, 0.064, 0.000, 0.000, 1.000, 1.000, 0.590, 1.000] | Action Distribution: FORWARD: 0.1598 | TURN_LEFT: 0.1705 | TURN_RIGHT: 0.1707 | FORWARD_LEFT: 0.2174 | FORWARD_RIGHT: 0.1016 | BACKWARD: 0.1800 | Selected: FORWARD_LEFT (prob: 0.2174)
Episode 3 | Step 10 | State: [0.096, 0.064, 0.000, 0.000, 1.000, 1.000, 0.590, 1.000] | Action Distribution: FORWARD: 0.1597 | TURN_LEFT: 0.1711 | TURN_RIGHT: 0.1706 | FORWARD_LEFT: 0.2170 | FORWARD_RIGHT: 0.1017 | BACKWARD: 0.1800 | Selected: FORWARD (prob: 0.1597)
Episode 3 | Step 11 | State: [0.095, 0.064, 0.000, 0.000, 1.000, 1.000, 0.603, 1.000] | Action Distribution: FORWARD: 0.1592 | TURN_LEFT: 0.1717 | TURN_RIGHT: 0.1706 | FORWARD_LEFT: 0.2168 | FORWARD_RIGHT: 0.1015 | BACKWARD: 0.1802 | Selected: TURN_LEFT (prob: 0.1717)
Episode 3 | Step 12 | State: [0.127, 0.064, 0.000, 0.000, 1.000, 1.000, 0.591, 1.000] | Action Distribution: FORWARD: 0.1595 | TURN_LEFT: 0.1732 | TURN_RIGHT: 0.1709 | FORWARD_LEFT: 0.2153 | FORWARD_RIGHT: 0.1017 | BACKWARD: 0.1795 | Selected: FORWARD_LEFT (prob: 0.2153)
Episode 3 | Step 13 | State: [0.095, 0.065, 0.000, 0.000, 1.000, 1.000, 0.606, 1.000] | Action Distribution: FORWARD: 0.1588 | TURN_LEFT: 0.1728 | TURN_RIGHT: 0.1704 | FORWARD_LEFT: 0.2160 | FORWARD_RIGHT: 0.1017 | BACKWARD: 0.1804 | Selected: FORWARD_LEFT (prob: 0.2160)
Episode 3 | Step 14 | State: [0.159, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1592 | TURN_LEFT: 0.1755 | TURN_RIGHT: 0.1709 | FORWARD_LEFT: 0.2134 | FORWARD_RIGHT: 0.1020 | BACKWARD: 0.1790 | Selected: FORWARD_LEFT (prob: 0.2134)
Episode 3 | Step 15 | State: [0.128, 0.064, 0.000, 0.000, 1.000, 1.000, 0.584, 1.000] | Action Distribution: FORWARD: 0.1591 | TURN_LEFT: 0.1750 | TURN_RIGHT: 0.1706 | FORWARD_LEFT: 0.2137 | FORWARD_RIGHT: 0.1021 | BACKWARD: 0.1795 | Selected: FORWARD_LEFT (prob: 0.2137)
Episode 3 | Step 16 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.626, 1.000] | Action Distribution: FORWARD: 0.1576 | TURN_LEFT: 0.1739 | TURN_RIGHT: 0.1696 | FORWARD_LEFT: 0.2154 | FORWARD_RIGHT: 0.1017 | BACKWARD: 0.1818 | Selected: TURN_RIGHT (prob: 0.1696)
Episode 3 | Step 17 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.619, 1.000] | Action Distribution: FORWARD: 0.1576 | TURN_LEFT: 0.1745 | TURN_RIGHT: 0.1695 | FORWARD_LEFT: 0.2147 | FORWARD_RIGHT: 0.1020 | BACKWARD: 0.1818 | Selected: FORWARD (prob: 0.1576)
Episode 3 | Step 18 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.625, 1.000] | Action Distribution: FORWARD: 0.1573 | TURN_LEFT: 0.1752 | TURN_RIGHT: 0.1694 | FORWARD_LEFT: 0.2141 | FORWARD_RIGHT: 0.1019 | BACKWARD: 0.1821 | Selected: FORWARD_LEFT (prob: 0.2141)
Episode 3 | Step 19 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.625, 1.000] | Action Distribution: FORWARD: 0.1572 | TURN_LEFT: 0.1758 | TURN_RIGHT: 0.1693 | FORWARD_LEFT: 0.2135 | FORWARD_RIGHT: 0.1019 | BACKWARD: 0.1823 | Selected: FORWARD_LEFT (prob: 0.2135)
Episode 3 | Step 20 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.624, 1.000] | Action Distribution: FORWARD: 0.1570 | TURN_LEFT: 0.1765 | TURN_RIGHT: 0.1692 | FORWARD_LEFT: 0.2129 | FORWARD_RIGHT: 0.1020 | BACKWARD: 0.1824 | Selected: FORWARD_LEFT (prob: 0.2129)
Episode 3 | Step 21 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.624, 1.000] | Action Distribution: FORWARD: 0.1568 | TURN_LEFT: 0.1772 | TURN_RIGHT: 0.1690 | FORWARD_LEFT: 0.2123 | FORWARD_RIGHT: 0.1020 | BACKWARD: 0.1826 | Selected: FORWARD_LEFT (prob: 0.2123)
Episode 3 | Step 22 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.625, 1.000] | Action Distribution: FORWARD: 0.1567 | TURN_LEFT: 0.1778 | TURN_RIGHT: 0.1689 | FORWARD_LEFT: 0.2117 | FORWARD_RIGHT: 0.1021 | BACKWARD: 0.1828 | Selected: FORWARD_LEFT (prob: 0.2117)
Episode 3 | Step 23 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.624, 1.000] | Action Distribution: FORWARD: 0.1566 | TURN_LEFT: 0.1784 | TURN_RIGHT: 0.1687 | FORWARD_LEFT: 0.2111 | FORWARD_RIGHT: 0.1021 | BACKWARD: 0.1831 | Selected: FORWARD_RIGHT (prob: 0.1021)
Episode 3 | Step 24 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.624, 1.000] | Action Distribution: FORWARD: 0.1564 | TURN_LEFT: 0.1790 | TURN_RIGHT: 0.1686 | FORWARD_LEFT: 0.2104 | FORWARD_RIGHT: 0.1021 | BACKWARD: 0.1834 | Selected: FORWARD_LEFT (prob: 0.2104)
Episode 3 | Step 25 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.625, 1.000] | Action Distribution: FORWARD: 0.1563 | TURN_LEFT: 0.1795 | TURN_RIGHT: 0.1684 | FORWARD_LEFT: 0.2098 | FORWARD_RIGHT: 0.1021 | BACKWARD: 0.1838 | Selected: FORWARD_LEFT (prob: 0.2098)
Episode 3 | Step 26 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.624, 1.000] | Action Distribution: FORWARD: 0.1562 | TURN_LEFT: 0.1801 | TURN_RIGHT: 0.1683 | FORWARD_LEFT: 0.2093 | FORWARD_RIGHT: 0.1022 | BACKWARD: 0.1840 | Selected: TURN_LEFT (prob: 0.1801)
Episode 3 | Step 27 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.614, 1.000] | Action Distribution: FORWARD: 0.1563 | TURN_LEFT: 0.1806 | TURN_RIGHT: 0.1681 | FORWARD_LEFT: 0.2085 | FORWARD_RIGHT: 0.1024 | BACKWARD: 0.1842 | Selected: FORWARD_LEFT (prob: 0.2085)
Episode 3 | Step 28 | State: [0.153, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1568 | TURN_LEFT: 0.1841 | TURN_RIGHT: 0.1686 | FORWARD_LEFT: 0.2055 | FORWARD_RIGHT: 0.1025 | BACKWARD: 0.1825 | Selected: TURN_LEFT (prob: 0.1841)
Episode 3 | Step 29 | State: [0.159, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1566 | TURN_LEFT: 0.1850 | TURN_RIGHT: 0.1685 | FORWARD_LEFT: 0.2048 | FORWARD_RIGHT: 0.1025 | BACKWARD: 0.1827 | Selected: FORWARD_LEFT (prob: 0.2048)
Episode 3 | Step 30 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.616, 1.000] | Action Distribution: FORWARD: 0.1559 | TURN_LEFT: 0.1823 | TURN_RIGHT: 0.1677 | FORWARD_LEFT: 0.2067 | FORWARD_RIGHT: 0.1024 | BACKWARD: 0.1850 | Selected: TURN_LEFT (prob: 0.1823)
Episode 3 | Step 31 | State: [0.094, 0.065, 0.000, 0.000, 1.000, 1.000, 0.599, 1.000] | Action Distribution: FORWARD: 0.1564 | TURN_LEFT: 0.1837 | TURN_RIGHT: 0.1678 | FORWARD_LEFT: 0.2051 | FORWARD_RIGHT: 0.1024 | BACKWARD: 0.1846 | Selected: FORWARD_LEFT (prob: 0.2051)
Episode 3 | Step 32 | State: [0.124, 0.065, 0.000, 0.000, 1.000, 1.000, 0.593, 1.000] | Action Distribution: FORWARD: 0.1565 | TURN_LEFT: 0.1854 | TURN_RIGHT: 0.1680 | FORWARD_LEFT: 0.2036 | FORWARD_RIGHT: 0.1022 | BACKWARD: 0.1843 | Selected: FORWARD_LEFT (prob: 0.2036)
Episode 3 | Step 33 | State: [0.184, 0.064, 0.000, 0.000, 1.000, 1.000, 0.577, 1.000] | Action Distribution: FORWARD: 0.1560 | TURN_LEFT: 0.1884 | TURN_RIGHT: 0.1681 | FORWARD_LEFT: 0.2019 | FORWARD_RIGHT: 0.1023 | BACKWARD: 0.1834 | Selected: FORWARD_LEFT (prob: 0.2019)
Episode 3 | Step 34 | State: [0.180, 0.065, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1559 | TURN_LEFT: 0.1889 | TURN_RIGHT: 0.1679 | FORWARD_LEFT: 0.2013 | FORWARD_RIGHT: 0.1022 | BACKWARD: 0.1838 | Selected: FORWARD (prob: 0.1559)
Episode 3 | Step 35 | State: [0.156, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1560 | TURN_LEFT: 0.1886 | TURN_RIGHT: 0.1676 | FORWARD_LEFT: 0.2010 | FORWARD_RIGHT: 0.1023 | BACKWARD: 0.1846 | Selected: FORWARD_LEFT (prob: 0.2010)
Episode 3 | Step 36 | State: [0.155, 0.065, 0.000, 0.000, 1.000, 1.000, 0.579, 1.000] | Action Distribution: FORWARD: 0.1559 | TURN_LEFT: 0.1892 | TURN_RIGHT: 0.1675 | FORWARD_LEFT: 0.2003 | FORWARD_RIGHT: 0.1022 | BACKWARD: 0.1849 | Selected: FORWARD_LEFT (prob: 0.2003)
Episode 3 | Step 37 | State: [0.155, 0.065, 0.000, 0.000, 1.000, 1.000, 0.579, 1.000] | Action Distribution: FORWARD: 0.1558 | TURN_LEFT: 0.1899 | TURN_RIGHT: 0.1673 | FORWARD_LEFT: 0.1997 | FORWARD_RIGHT: 0.1022 | BACKWARD: 0.1851 | Selected: FORWARD_LEFT (prob: 0.1997)
Episode 3 | Step 38 | State: [0.154, 0.065, 0.000, 0.000, 1.000, 1.000, 0.579, 1.000] | Action Distribution: FORWARD: 0.1556 | TURN_LEFT: 0.1906 | TURN_RIGHT: 0.1672 | FORWARD_LEFT: 0.1990 | FORWARD_RIGHT: 0.1021 | BACKWARD: 0.1855 | Selected: FORWARD_LEFT (prob: 0.1990)
Episode 3 | Step 39 | State: [0.153, 0.065, 0.000, 0.000, 1.000, 1.000, 0.579, 1.000] | Action Distribution: FORWARD: 0.1555 | TURN_LEFT: 0.1911 | TURN_RIGHT: 0.1671 | FORWARD_LEFT: 0.1983 | FORWARD_RIGHT: 0.1021 | BACKWARD: 0.1858 | Selected: FORWARD_LEFT (prob: 0.1983)
Episode 3 | Step 40 | State: [0.147, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1555 | TURN_LEFT: 0.1915 | TURN_RIGHT: 0.1669 | FORWARD_LEFT: 0.1977 | FORWARD_RIGHT: 0.1022 | BACKWARD: 0.1863 | Selected: TURN_RIGHT (prob: 0.1669)
Episode 3 | Step 41 | State: [0.172, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1552 | TURN_LEFT: 0.1930 | TURN_RIGHT: 0.1670 | FORWARD_LEFT: 0.1966 | FORWARD_RIGHT: 0.1020 | BACKWARD: 0.1862 | Selected: BACKWARD (prob: 0.1862)
Episode 3 | Step 42 | State: [0.064, 0.064, 0.000, 0.000, 0.058, 0.059, 0.609, 0.059] | Action Distribution: FORWARD: 0.1636 | TURN_LEFT: 0.1906 | TURN_RIGHT: 0.1489 | FORWARD_LEFT: 0.1792 | FORWARD_RIGHT: 0.1483 | BACKWARD: 0.1695 | Selected: FORWARD_RIGHT (prob: 0.1483)
Episode 3 | Step 43 | State: [0.064, 0.142, 0.000, 0.000, 0.083, 0.093, 0.599, 0.358] | Action Distribution: FORWARD: 0.1563 | TURN_LEFT: 0.1894 | TURN_RIGHT: 0.1494 | FORWARD_LEFT: 0.1833 | FORWARD_RIGHT: 0.1397 | BACKWARD: 0.1818 | Selected: FORWARD_RIGHT (prob: 0.1397)
Episode 3 | Step 44 | State: [0.455, 0.064, 0.000, 0.000, 0.059, 1.000, 0.639, 0.060] | Action Distribution: FORWARD: 0.1503 | TURN_LEFT: 0.1871 | TURN_RIGHT: 0.1750 | FORWARD_LEFT: 0.1627 | FORWARD_RIGHT: 0.1319 | BACKWARD: 0.1931 | Selected: TURN_RIGHT (prob: 0.1750)
Episode 3 | Step 45 | State: [0.496, 0.087, 0.000, 0.000, 0.526, 1.000, 0.665, 0.059] | Action Distribution: FORWARD: 0.1546 | TURN_LEFT: 0.2056 | TURN_RIGHT: 0.1703 | FORWARD_LEFT: 0.1648 | FORWARD_RIGHT: 0.1247 | BACKWARD: 0.1800 | Selected: TURN_LEFT (prob: 0.2056)
Episode 3 | Step 46 | State: [0.464, 0.064, 0.000, 0.000, 0.058, 1.000, 0.647, 0.059] | Action Distribution: FORWARD: 0.1499 | TURN_LEFT: 0.1882 | TURN_RIGHT: 0.1745 | FORWARD_LEFT: 0.1625 | FORWARD_RIGHT: 0.1317 | BACKWARD: 0.1932 | Selected: BACKWARD (prob: 0.1932)
Episode 3 | Step 47 | State: [1.000, 1.000, 0.000, 0.000, 1.000, 0.551, 1.000, 0.546] | Action Distribution: FORWARD: 0.1388 | TURN_LEFT: 0.2497 | TURN_RIGHT: 0.1417 | FORWARD_LEFT: 0.1943 | FORWARD_RIGHT: 0.1094 | BACKWARD: 0.1660 | Selected: TURN_LEFT (prob: 0.2497)
Episode 3 | Step 48 | State: [1.000, 0.700, 0.000, 0.000, 0.127, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1410 | TURN_LEFT: 0.2462 | TURN_RIGHT: 0.1281 | FORWARD_LEFT: 0.1697 | FORWARD_RIGHT: 0.1367 | BACKWARD: 0.1783 | Selected: TURN_LEFT (prob: 0.2462)
Episode 3 | Step 49 | State: [1.000, 0.358, 0.000, 0.000, 0.119, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1378 | TURN_LEFT: 0.2421 | TURN_RIGHT: 0.1388 | FORWARD_LEFT: 0.1723 | FORWARD_RIGHT: 0.1358 | BACKWARD: 0.1732 | Selected: TURN_LEFT (prob: 0.2421)
Episode 3 | Step 50 | State: [1.000, 0.189, 0.000, 0.000, 0.087, 0.059, 1.000, 0.073] | Action Distribution: FORWARD: 0.1354 | TURN_LEFT: 0.2402 | TURN_RIGHT: 0.1457 | FORWARD_LEFT: 0.1713 | FORWARD_RIGHT: 0.1358 | BACKWARD: 0.1716 | Selected: TURN_LEFT (prob: 0.2402)
