Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.065, 0.065, 0.000, 0.000, 0.083, 0.383, 0.579, 0.059] | Action Distribution: FORWARD: 0.1592 | TURN_LEFT: 0.1751 | TURN_RIGHT: 0.1766 | FORWARD_LEFT: 0.1715 | FORWARD_RIGHT: 0.1618 | BACKWARD: 0.1557 | Selected: TURN_RIGHT (prob: 0.1766)
Episode 1 | Step 76 | State: [0.251, 0.066, 0.000, 0.000, 0.057, 0.058, 0.637, 1.000] | Action Distribution: FORWARD: 0.1478 | TURN_LEFT: 0.1805 | TURN_RIGHT: 0.1897 | FORWARD_LEFT: 0.1755 | FORWARD_RIGHT: 0.1564 | BACKWARD: 0.1501 | Selected: TURN_LEFT (prob: 0.1805)
Episode 1 | Step 77 | State: [0.354, 0.064, 0.000, 0.000, 0.195, 0.059, 0.600, 1.000] | Action Distribution: FORWARD: 0.1468 | TURN_LEFT: 0.1882 | TURN_RIGHT: 0.1838 | FORWARD_LEFT: 0.1720 | FORWARD_RIGHT: 0.1598 | BACKWARD: 0.1493 | Selected: FORWARD_RIGHT (prob: 0.1598)
Episode 1 | Step 78 | State: [1.000, 0.084, 0.000, 0.000, 0.058, 0.059, 0.578, 0.102] | Action Distribution: FORWARD: 0.1488 | TURN_LEFT: 0.1976 | TURN_RIGHT: 0.1844 | FORWARD_LEFT: 0.1601 | FORWARD_RIGHT: 0.1635 | BACKWARD: 0.1456 | Selected: TURN_LEFT (prob: 0.1976)
Episode 1 | Step 79 | State: [1.000, 0.064, 0.000, 0.000, 0.058, 0.059, 0.578, 0.101] | Action Distribution: FORWARD: 0.1485 | TURN_LEFT: 0.1979 | TURN_RIGHT: 0.1837 | FORWARD_LEFT: 0.1600 | FORWARD_RIGHT: 0.1638 | BACKWARD: 0.1462 | Selected: TURN_LEFT (prob: 0.1979)
Episode 1 | Step 80 | State: [1.000, 0.085, 0.000, 0.000, 0.086, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1486 | TURN_LEFT: 0.1975 | TURN_RIGHT: 0.1835 | FORWARD_LEFT: 0.1603 | FORWARD_RIGHT: 0.1638 | BACKWARD: 0.1463 | Selected: BACKWARD (prob: 0.1463)
Episode 1 | Step 81 | State: [0.064, 0.086, 0.000, 0.000, 0.059, 0.059, 0.583, 0.059] | Action Distribution: FORWARD: 0.1565 | TURN_LEFT: 0.1800 | TURN_RIGHT: 0.1688 | FORWARD_LEFT: 0.1732 | FORWARD_RIGHT: 0.1674 | BACKWARD: 0.1540 | Selected: FORWARD_RIGHT (prob: 0.1674)
Episode 1 | Step 82 | State: [0.065, 0.408, 0.000, 0.000, 0.157, 0.058, 0.709, 0.153] | Action Distribution: FORWARD: 0.1509 | TURN_LEFT: 0.1862 | TURN_RIGHT: 0.1736 | FORWARD_LEFT: 0.1760 | FORWARD_RIGHT: 0.1696 | BACKWARD: 0.1437 | Selected: FORWARD (prob: 0.1509)
Episode 1 | Step 83 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.470, 0.578, 1.000] | Action Distribution: FORWARD: 0.1406 | TURN_LEFT: 0.2043 | TURN_RIGHT: 0.1719 | FORWARD_LEFT: 0.1698 | FORWARD_RIGHT: 0.1594 | BACKWARD: 0.1540 | Selected: FORWARD_RIGHT (prob: 0.1594)
Episode 1 | Step 84 | State: [0.064, 0.274, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1334 | TURN_LEFT: 0.1980 | TURN_RIGHT: 0.1819 | FORWARD_LEFT: 0.1777 | FORWARD_RIGHT: 0.1571 | BACKWARD: 0.1519 | Selected: FORWARD (prob: 0.1334)
Episode 1 | Step 85 | State: [0.064, 0.140, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1349 | TURN_LEFT: 0.1979 | TURN_RIGHT: 0.1820 | FORWARD_LEFT: 0.1748 | FORWARD_RIGHT: 0.1557 | BACKWARD: 0.1548 | Selected: TURN_LEFT (prob: 0.1979)
Episode 1 | Step 86 | State: [0.064, 0.198, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1340 | TURN_LEFT: 0.1982 | TURN_RIGHT: 0.1815 | FORWARD_LEFT: 0.1764 | FORWARD_RIGHT: 0.1564 | BACKWARD: 0.1536 | Selected: BACKWARD (prob: 0.1536)
Episode 1 | Step 87 | State: [0.260, 0.064, 0.000, 0.000, 0.158, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1538 | TURN_LEFT: 0.1881 | TURN_RIGHT: 0.1668 | FORWARD_LEFT: 0.1685 | FORWARD_RIGHT: 0.1723 | BACKWARD: 0.1506 | Selected: TURN_RIGHT (prob: 0.1668)
Episode 1 | Step 88 | State: [0.347, 0.064, 0.000, 0.000, 0.158, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1536 | TURN_LEFT: 0.1891 | TURN_RIGHT: 0.1677 | FORWARD_LEFT: 0.1672 | FORWARD_RIGHT: 0.1724 | BACKWARD: 0.1500 | Selected: FORWARD_RIGHT (prob: 0.1724)
Episode 1 | Step 89 | State: [0.064, 0.078, 0.000, 0.000, 0.170, 0.059, 0.578, 0.549] | Action Distribution: FORWARD: 0.1522 | TURN_LEFT: 0.1821 | TURN_RIGHT: 0.1730 | FORWARD_LEFT: 0.1740 | FORWARD_RIGHT: 0.1661 | BACKWARD: 0.1526 | Selected: FORWARD_RIGHT (prob: 0.1661)
Episode 1 | Step 90 | State: [0.835, 0.064, 0.000, 0.000, 0.058, 0.059, 0.621, 0.111] | Action Distribution: FORWARD: 0.1480 | TURN_LEFT: 0.1964 | TURN_RIGHT: 0.1807 | FORWARD_LEFT: 0.1608 | FORWARD_RIGHT: 0.1678 | BACKWARD: 0.1463 | Selected: FORWARD_RIGHT (prob: 0.1678)
Episode 1 | Step 91 | State: [0.270, 0.205, 0.000, 0.000, 0.058, 0.059, 0.670, 0.164] | Action Distribution: FORWARD: 0.1532 | TURN_LEFT: 0.1855 | TURN_RIGHT: 0.1753 | FORWARD_LEFT: 0.1725 | FORWARD_RIGHT: 0.1688 | BACKWARD: 0.1446 | Selected: FORWARD_LEFT (prob: 0.1725)
Episode 1 | Step 92 | State: [0.064, 0.189, 0.000, 0.000, 0.975, 0.059, 0.859, 0.268] | Action Distribution: FORWARD: 0.1417 | TURN_LEFT: 0.2112 | TURN_RIGHT: 0.1507 | FORWARD_LEFT: 0.1733 | FORWARD_RIGHT: 0.1773 | BACKWARD: 0.1457 | Selected: FORWARD_LEFT (prob: 0.1733)
Episode 1 | Step 93 | State: [0.064, 0.159, 0.000, 0.000, 1.000, 1.000, 0.606, 1.000] | Action Distribution: FORWARD: 0.1336 | TURN_LEFT: 0.2003 | TURN_RIGHT: 0.1806 | FORWARD_LEFT: 0.1764 | FORWARD_RIGHT: 0.1562 | BACKWARD: 0.1529 | Selected: FORWARD_LEFT (prob: 0.1764)
Episode 1 | Step 94 | State: [0.857, 0.071, 0.000, 0.000, 1.000, 0.059, 0.607, 1.000] | Action Distribution: FORWARD: 0.1373 | TURN_LEFT: 0.2163 | TURN_RIGHT: 0.1675 | FORWARD_LEFT: 0.1697 | FORWARD_RIGHT: 0.1618 | BACKWARD: 0.1474 | Selected: BACKWARD (prob: 0.1474)
Episode 1 | Step 95 | State: [1.000, 1.000, 0.000, 0.000, 0.039, 0.054, 1.000, 1.000] | Action Distribution: FORWARD: 0.1258 | TURN_LEFT: 0.2084 | TURN_RIGHT: 0.2195 | FORWARD_LEFT: 0.1803 | FORWARD_RIGHT: 0.1595 | BACKWARD: 0.1066 | Selected: FORWARD_RIGHT (prob: 0.1595)
Episode 1 | Step 96 | State: [1.000, 0.460, 0.000, 0.000, 0.194, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1420 | TURN_LEFT: 0.2091 | TURN_RIGHT: 0.1885 | FORWARD_LEFT: 0.1637 | FORWARD_RIGHT: 0.1687 | BACKWARD: 0.1280 | Selected: TURN_LEFT (prob: 0.2091)
Episode 1 | Step 97 | State: [1.000, 0.365, 0.000, 0.000, 0.147, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1423 | TURN_LEFT: 0.2086 | TURN_RIGHT: 0.1876 | FORWARD_LEFT: 0.1624 | FORWARD_RIGHT: 0.1686 | BACKWARD: 0.1305 | Selected: FORWARD_RIGHT (prob: 0.1686)
Episode 1 | Step 98 | State: [0.065, 0.178, 0.000, 0.000, 0.058, 0.199, 0.623, 1.000] | Action Distribution: FORWARD: 0.1433 | TURN_LEFT: 0.1808 | TURN_RIGHT: 0.1901 | FORWARD_LEFT: 0.1836 | FORWARD_RIGHT: 0.1551 | BACKWARD: 0.1471 | Selected: TURN_RIGHT (prob: 0.1901)
Episode 1 | Step 99 | State: [0.064, 0.174, 0.000, 0.000, 0.058, 0.202, 0.624, 1.000] | Action Distribution: FORWARD: 0.1432 | TURN_LEFT: 0.1809 | TURN_RIGHT: 0.1899 | FORWARD_LEFT: 0.1837 | FORWARD_RIGHT: 0.1550 | BACKWARD: 0.1472 | Selected: TURN_RIGHT (prob: 0.1899)
Episode 1 | Step 100 | State: [0.064, 0.172, 0.000, 0.000, 0.079, 0.203, 0.624, 1.000] | Action Distribution: FORWARD: 0.1430 | TURN_LEFT: 0.1816 | TURN_RIGHT: 0.1890 | FORWARD_LEFT: 0.1836 | FORWARD_RIGHT: 0.1555 | BACKWARD: 0.1473 | Selected: BACKWARD (prob: 0.1473)
Episode 2 | Step 1 | State: [0.521, 1.000, 0.000, 0.000, 0.135, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1359 | TURN_LEFT: 0.1971 | TURN_RIGHT: 0.1994 | FORWARD_LEFT: 0.1751 | FORWARD_RIGHT: 0.1737 | BACKWARD: 0.1189 | Selected: BACKWARD (prob: 0.1189)
Episode 2 | Step 2 | State: [0.790, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 1.000] | Action Distribution: FORWARD: 0.1179 | TURN_LEFT: 0.2413 | TURN_RIGHT: 0.1896 | FORWARD_LEFT: 0.1778 | FORWARD_RIGHT: 0.1641 | BACKWARD: 0.1093 | Selected: TURN_RIGHT (prob: 0.1896)
Episode 2 | Step 3 | State: [0.076, 1.000, 0.000, 0.000, 0.704, 0.348, 1.000, 0.352] | Action Distribution: FORWARD: 0.1279 | TURN_LEFT: 0.2149 | TURN_RIGHT: 0.1723 | FORWARD_LEFT: 0.1849 | FORWARD_RIGHT: 0.1756 | BACKWARD: 0.1245 | Selected: FORWARD_RIGHT (prob: 0.1756)
Episode 2 | Step 4 | State: [0.078, 0.064, 0.000, 0.000, 0.159, 0.081, 0.577, 0.059] | Action Distribution: FORWARD: 0.1522 | TURN_LEFT: 0.1875 | TURN_RIGHT: 0.1654 | FORWARD_LEFT: 0.1720 | FORWARD_RIGHT: 0.1703 | BACKWARD: 0.1526 | Selected: FORWARD (prob: 0.1522)
Episode 2 | Step 5 | State: [0.196, 0.085, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1323 | TURN_LEFT: 0.2062 | TURN_RIGHT: 0.1790 | FORWARD_LEFT: 0.1748 | FORWARD_RIGHT: 0.1570 | BACKWARD: 0.1507 | Selected: FORWARD_LEFT (prob: 0.1748)
Episode 2 | Step 6 | State: [0.289, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1313 | TURN_LEFT: 0.2095 | TURN_RIGHT: 0.1788 | FORWARD_LEFT: 0.1733 | FORWARD_RIGHT: 0.1579 | BACKWARD: 0.1491 | Selected: TURN_RIGHT (prob: 0.1788)
Episode 2 | Step 7 | State: [0.282, 0.064, 0.000, 0.000, 1.000, 1.000, 0.588, 1.000] | Action Distribution: FORWARD: 0.1312 | TURN_LEFT: 0.2096 | TURN_RIGHT: 0.1789 | FORWARD_LEFT: 0.1735 | FORWARD_RIGHT: 0.1579 | BACKWARD: 0.1489 | Selected: FORWARD (prob: 0.1312)
Episode 2 | Step 8 | State: [0.146, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1330 | TURN_LEFT: 0.2047 | TURN_RIGHT: 0.1790 | FORWARD_LEFT: 0.1750 | FORWARD_RIGHT: 0.1567 | BACKWARD: 0.1516 | Selected: BACKWARD (prob: 0.1516)
Episode 2 | Step 9 | State: [0.078, 0.064, 0.000, 0.000, 0.158, 0.106, 0.578, 0.059] | Action Distribution: FORWARD: 0.1520 | TURN_LEFT: 0.1878 | TURN_RIGHT: 0.1658 | FORWARD_LEFT: 0.1721 | FORWARD_RIGHT: 0.1699 | BACKWARD: 0.1524 | Selected: FORWARD (prob: 0.1520)
Episode 2 | Step 10 | State: [0.111, 0.000, 0.000, 0.000, 1.000, 1.000, 0.041, 1.000] | Action Distribution: FORWARD: 0.1393 | TURN_LEFT: 0.1975 | TURN_RIGHT: 0.1751 | FORWARD_LEFT: 0.1719 | FORWARD_RIGHT: 0.1576 | BACKWARD: 0.1586 | Selected: TURN_RIGHT (prob: 0.1751)
Episode 2 | Step 11 | State: [0.211, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1319 | TURN_LEFT: 0.2075 | TURN_RIGHT: 0.1785 | FORWARD_LEFT: 0.1746 | FORWARD_RIGHT: 0.1576 | BACKWARD: 0.1499 | Selected: FORWARD_RIGHT (prob: 0.1576)
Episode 2 | Step 12 | State: [0.091, 0.087, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1330 | TURN_LEFT: 0.2038 | TURN_RIGHT: 0.1783 | FORWARD_LEFT: 0.1765 | FORWARD_RIGHT: 0.1566 | BACKWARD: 0.1518 | Selected: TURN_LEFT (prob: 0.2038)
Episode 2 | Step 13 | State: [0.064, 0.114, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1328 | TURN_LEFT: 0.2035 | TURN_RIGHT: 0.1778 | FORWARD_LEFT: 0.1776 | FORWARD_RIGHT: 0.1565 | BACKWARD: 0.1517 | Selected: BACKWARD (prob: 0.1517)
Episode 2 | Step 14 | State: [0.064, 0.813, 0.000, 0.000, 0.158, 0.157, 0.578, 0.059] | Action Distribution: FORWARD: 0.1433 | TURN_LEFT: 0.1885 | TURN_RIGHT: 0.1865 | FORWARD_LEFT: 0.1778 | FORWARD_RIGHT: 0.1691 | BACKWARD: 0.1347 | Selected: FORWARD (prob: 0.1433)
Episode 2 | Step 15 | State: [0.064, 0.136, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1322 | TURN_LEFT: 0.2043 | TURN_RIGHT: 0.1772 | FORWARD_LEFT: 0.1784 | FORWARD_RIGHT: 0.1568 | BACKWARD: 0.1511 | Selected: TURN_LEFT (prob: 0.2043)
Episode 2 | Step 16 | State: [0.064, 0.149, 0.000, 0.000, 1.000, 1.000, 0.586, 0.833] | Action Distribution: FORWARD: 0.1336 | TURN_LEFT: 0.2032 | TURN_RIGHT: 0.1771 | FORWARD_LEFT: 0.1766 | FORWARD_RIGHT: 0.1599 | BACKWARD: 0.1496 | Selected: FORWARD_LEFT (prob: 0.1766)
Episode 2 | Step 17 | State: [0.246, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1306 | TURN_LEFT: 0.2101 | TURN_RIGHT: 0.1777 | FORWARD_LEFT: 0.1746 | FORWARD_RIGHT: 0.1587 | BACKWARD: 0.1482 | Selected: FORWARD_RIGHT (prob: 0.1587)
Episode 2 | Step 18 | State: [0.094, 0.085, 0.000, 0.000, 1.000, 1.000, 0.577, 1.000] | Action Distribution: FORWARD: 0.1323 | TURN_LEFT: 0.2052 | TURN_RIGHT: 0.1775 | FORWARD_LEFT: 0.1769 | FORWARD_RIGHT: 0.1573 | BACKWARD: 0.1508 | Selected: BACKWARD (prob: 0.1508)
Episode 2 | Step 19 | State: [0.064, 0.122, 0.000, 0.000, 0.172, 0.137, 0.578, 0.059] | Action Distribution: FORWARD: 0.1503 | TURN_LEFT: 0.1889 | TURN_RIGHT: 0.1663 | FORWARD_LEFT: 0.1732 | FORWARD_RIGHT: 0.1704 | BACKWARD: 0.1509 | Selected: TURN_LEFT (prob: 0.1889)
Episode 2 | Step 20 | State: [0.064, 0.194, 0.000, 0.000, 0.158, 0.110, 0.578, 0.059] | Action Distribution: FORWARD: 0.1504 | TURN_LEFT: 0.1881 | TURN_RIGHT: 0.1671 | FORWARD_LEFT: 0.1745 | FORWARD_RIGHT: 0.1705 | BACKWARD: 0.1494 | Selected: BACKWARD (prob: 0.1494)
Episode 2 | Step 21 | State: [0.064, 0.088, 0.000, 0.000, 0.058, 0.245, 0.578, 0.144] | Action Distribution: FORWARD: 0.1535 | TURN_LEFT: 0.1841 | TURN_RIGHT: 0.1709 | FORWARD_LEFT: 0.1746 | FORWARD_RIGHT: 0.1650 | BACKWARD: 0.1520 | Selected: FORWARD (prob: 0.1535)
Episode 2 | Step 22 | State: [0.109, 0.085, 0.000, 0.000, 0.085, 0.140, 0.577, 0.059] | Action Distribution: FORWARD: 0.1525 | TURN_LEFT: 0.1867 | TURN_RIGHT: 0.1681 | FORWARD_LEFT: 0.1732 | FORWARD_RIGHT: 0.1681 | BACKWARD: 0.1515 | Selected: FORWARD_LEFT (prob: 0.1732)
Episode 2 | Step 23 | State: [0.128, 0.234, 0.000, 0.000, 0.106, 0.340, 0.619, 0.288] | Action Distribution: FORWARD: 0.1492 | TURN_LEFT: 0.1885 | TURN_RIGHT: 0.1764 | FORWARD_LEFT: 0.1766 | FORWARD_RIGHT: 0.1637 | BACKWARD: 0.1455 | Selected: FORWARD (prob: 0.1492)
Episode 2 | Step 24 | State: [0.234, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1462 | TURN_LEFT: 0.1975 | TURN_RIGHT: 0.1812 | FORWARD_LEFT: 0.1643 | FORWARD_RIGHT: 0.1675 | BACKWARD: 0.1433 | Selected: TURN_RIGHT (prob: 0.1812)
Episode 2 | Step 25 | State: [0.439, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1440 | TURN_LEFT: 0.2051 | TURN_RIGHT: 0.1799 | FORWARD_LEFT: 0.1613 | FORWARD_RIGHT: 0.1690 | BACKWARD: 0.1408 | Selected: TURN_LEFT (prob: 0.2051)
Episode 2 | Step 26 | State: [0.234, 0.064, 0.000, 0.000, 1.000, 1.000, 0.578, 0.059] | Action Distribution: FORWARD: 0.1460 | TURN_LEFT: 0.1979 | TURN_RIGHT: 0.1810 | FORWARD_LEFT: 0.1643 | FORWARD_RIGHT: 0.1677 | BACKWARD: 0.1430 | Selected: FORWARD (prob: 0.1460)
Episode 2 | Step 27 | State: [0.065, 0.632, 0.000, 0.000, 1.000, 1.000, 0.581, 1.000] | Action Distribution: FORWARD: 0.1220 | TURN_LEFT: 0.2166 | TURN_RIGHT: 0.1734 | FORWARD_LEFT: 0.1913 | FORWARD_RIGHT: 0.1612 | BACKWARD: 0.1355 | Selected: FORWARD_RIGHT (prob: 0.1612)
Episode 2 | Step 28 | State: [0.065, 0.273, 0.000, 0.000, 1.000, 1.000, 0.905, 1.000] | Action Distribution: FORWARD: 0.1263 | TURN_LEFT: 0.2161 | TURN_RIGHT: 0.1755 | FORWARD_LEFT: 0.1818 | FORWARD_RIGHT: 0.1598 | BACKWARD: 0.1404 | Selected: FORWARD_RIGHT (prob: 0.1598)
Episode 2 | Step 29 | State: [0.065, 0.641, 0.000, 0.000, 1.000, 1.000, 0.579, 1.000] | Action Distribution: FORWARD: 0.1215 | TURN_LEFT: 0.2174 | TURN_RIGHT: 0.1730 | FORWARD_LEFT: 0.1918 | FORWARD_RIGHT: 0.1612 | BACKWARD: 0.1351 | Selected: BACKWARD (prob: 0.1351)
Episode 2 | Step 30 | State: [0.064, 1.000, 0.000, 0.000, 0.196, 0.188, 0.578, 0.059] | Action Distribution: FORWARD: 0.1365 | TURN_LEFT: 0.1940 | TURN_RIGHT: 0.1891 | FORWARD_LEFT: 0.1810 | FORWARD_RIGHT: 0.1698 | BACKWARD: 0.1297 | Selected: FORWARD_RIGHT (prob: 0.1698)
Episode 2 | Step 31 | State: [0.065, 0.064, 0.000, 0.000, 1.000, 0.096, 0.578, 1.000] | Action Distribution: FORWARD: 0.1342 | TURN_LEFT: 0.2219 | TURN_RIGHT: 0.1592 | FORWARD_LEFT: 0.1741 | FORWARD_RIGHT: 0.1672 | BACKWARD: 0.1434 | Selected: TURN_LEFT (prob: 0.2219)
Episode 2 | Step 32 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.131, 0.578, 1.000] | Action Distribution: FORWARD: 0.1341 | TURN_LEFT: 0.2210 | TURN_RIGHT: 0.1601 | FORWARD_LEFT: 0.1742 | FORWARD_RIGHT: 0.1668 | BACKWARD: 0.1439 | Selected: TURN_LEFT (prob: 0.2210)
Episode 2 | Step 33 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.188, 0.578, 1.000] | Action Distribution: FORWARD: 0.1342 | TURN_LEFT: 0.2194 | TURN_RIGHT: 0.1614 | FORWARD_LEFT: 0.1743 | FORWARD_RIGHT: 0.1661 | BACKWARD: 0.1446 | Selected: FORWARD_RIGHT (prob: 0.1661)
Episode 2 | Step 34 | State: [0.064, 0.166, 0.000, 0.000, 1.000, 1.000, 0.889, 1.000] | Action Distribution: FORWARD: 0.1268 | TURN_LEFT: 0.2159 | TURN_RIGHT: 0.1755 | FORWARD_LEFT: 0.1806 | FORWARD_RIGHT: 0.1593 | BACKWARD: 0.1419 | Selected: TURN_RIGHT (prob: 0.1755)
Episode 2 | Step 35 | State: [0.064, 0.282, 0.000, 0.000, 1.000, 1.000, 0.914, 1.000] | Action Distribution: FORWARD: 0.1248 | TURN_LEFT: 0.2184 | TURN_RIGHT: 0.1745 | FORWARD_LEFT: 0.1830 | FORWARD_RIGHT: 0.1600 | BACKWARD: 0.1394 | Selected: FORWARD_RIGHT (prob: 0.1600)
Episode 2 | Step 36 | State: [0.065, 0.580, 0.000, 0.000, 1.000, 1.000, 0.579, 1.000] | Action Distribution: FORWARD: 0.1211 | TURN_LEFT: 0.2171 | TURN_RIGHT: 0.1711 | FORWARD_LEFT: 0.1924 | FORWARD_RIGHT: 0.1612 | BACKWARD: 0.1371 | Selected: FORWARD_LEFT (prob: 0.1924)
Episode 2 | Step 37 | State: [0.064, 0.518, 0.000, 0.000, 1.000, 1.000, 0.723, 1.000] | Action Distribution: FORWARD: 0.1216 | TURN_LEFT: 0.2180 | TURN_RIGHT: 0.1719 | FORWARD_LEFT: 0.1903 | FORWARD_RIGHT: 0.1614 | BACKWARD: 0.1368 | Selected: TURN_LEFT (prob: 0.2180)
Episode 2 | Step 38 | State: [0.064, 0.386, 0.000, 0.000, 1.000, 1.000, 0.831, 1.000] | Action Distribution: FORWARD: 0.1231 | TURN_LEFT: 0.2182 | TURN_RIGHT: 0.1730 | FORWARD_LEFT: 0.1868 | FORWARD_RIGHT: 0.1604 | BACKWARD: 0.1385 | Selected: FORWARD_RIGHT (prob: 0.1604)
Episode 2 | Step 39 | State: [0.065, 0.637, 0.000, 0.000, 1.000, 1.000, 0.579, 1.000] | Action Distribution: FORWARD: 0.1197 | TURN_LEFT: 0.2199 | TURN_RIGHT: 0.1710 | FORWARD_LEFT: 0.1939 | FORWARD_RIGHT: 0.1612 | BACKWARD: 0.1345 | Selected: FORWARD_RIGHT (prob: 0.1612)
Episode 2 | Step 40 | State: [0.065, 0.469, 0.000, 0.000, 1.000, 1.000, 0.755, 1.000] | Action Distribution: FORWARD: 0.1218 | TURN_LEFT: 0.2184 | TURN_RIGHT: 0.1720 | FORWARD_LEFT: 0.1896 | FORWARD_RIGHT: 0.1609 | BACKWARD: 0.1374 | Selected: TURN_LEFT (prob: 0.2184)
Episode 2 | Step 41 | State: [0.064, 0.393, 0.000, 0.000, 1.000, 1.000, 0.785, 1.000] | Action Distribution: FORWARD: 0.1228 | TURN_LEFT: 0.2176 | TURN_RIGHT: 0.1725 | FORWARD_LEFT: 0.1881 | FORWARD_RIGHT: 0.1601 | BACKWARD: 0.1388 | Selected: TURN_LEFT (prob: 0.2176)
Episode 2 | Step 42 | State: [0.064, 0.271, 0.000, 0.000, 1.000, 1.000, 0.906, 1.000] | Action Distribution: FORWARD: 0.1238 | TURN_LEFT: 0.2196 | TURN_RIGHT: 0.1738 | FORWARD_LEFT: 0.1842 | FORWARD_RIGHT: 0.1596 | BACKWARD: 0.1389 | Selected: FORWARD (prob: 0.1238)
Episode 2 | Step 43 | State: [0.064, 0.596, 0.000, 0.000, 1.000, 1.000, 0.578, 1.000] | Action Distribution: FORWARD: 0.1197 | TURN_LEFT: 0.2193 | TURN_RIGHT: 0.1702 | FORWARD_LEFT: 0.1944 | FORWARD_RIGHT: 0.1606 | BACKWARD: 0.1358 | Selected: BACKWARD (prob: 0.1358)
Episode 2 | Step 44 | State: [0.064, 1.000, 0.000, 0.000, 0.198, 0.188, 0.578, 0.059] | Action Distribution: FORWARD: 0.1350 | TURN_LEFT: 0.1967 | TURN_RIGHT: 0.1883 | FORWARD_LEFT: 0.1826 | FORWARD_RIGHT: 0.1681 | BACKWARD: 0.1293 | Selected: TURN_LEFT (prob: 0.1967)
Episode 2 | Step 45 | State: [0.064, 1.000, 0.000, 0.000, 0.194, 0.190, 0.578, 0.059] | Action Distribution: FORWARD: 0.1349 | TURN_LEFT: 0.1967 | TURN_RIGHT: 0.1884 | FORWARD_LEFT: 0.1827 | FORWARD_RIGHT: 0.1679 | BACKWARD: 0.1294 | Selected: TURN_LEFT (prob: 0.1967)
Episode 2 | Step 46 | State: [0.065, 1.000, 0.000, 0.000, 0.190, 0.193, 0.580, 0.059] | Action Distribution: FORWARD: 0.1349 | TURN_LEFT: 0.1967 | TURN_RIGHT: 0.1886 | FORWARD_LEFT: 0.1828 | FORWARD_RIGHT: 0.1676 | BACKWARD: 0.1294 | Selected: TURN_LEFT (prob: 0.1967)
Episode 2 | Step 47 | State: [0.064, 1.000, 0.000, 0.000, 0.186, 0.195, 0.578, 0.059] | Action Distribution: FORWARD: 0.1348 | TURN_LEFT: 0.1966 | TURN_RIGHT: 0.1888 | FORWARD_LEFT: 0.1829 | FORWARD_RIGHT: 0.1674 | BACKWARD: 0.1295 | Selected: TURN_RIGHT (prob: 0.1888)
Episode 2 | Step 48 | State: [0.065, 1.000, 0.000, 0.000, 0.194, 0.186, 0.580, 0.059] | Action Distribution: FORWARD: 0.1347 | TURN_LEFT: 0.1972 | TURN_RIGHT: 0.1883 | FORWARD_LEFT: 0.1831 | FORWARD_RIGHT: 0.1674 | BACKWARD: 0.1293 | Selected: TURN_LEFT (prob: 0.1972)
Episode 2 | Step 49 | State: [0.065, 1.000, 0.000, 0.000, 0.185, 0.194, 0.579, 0.059] | Action Distribution: FORWARD: 0.1347 | TURN_LEFT: 0.1969 | TURN_RIGHT: 0.1887 | FORWARD_LEFT: 0.1831 | FORWARD_RIGHT: 0.1670 | BACKWARD: 0.1295 | Selected: TURN_LEFT (prob: 0.1969)
Episode 2 | Step 50 | State: [0.064, 1.000, 0.000, 0.000, 0.181, 0.196, 0.578, 0.059] | Action Distribution: FORWARD: 0.1347 | TURN_LEFT: 0.1967 | TURN_RIGHT: 0.1889 | FORWARD_LEFT: 0.1832 | FORWARD_RIGHT: 0.1668 | BACKWARD: 0.1297 | Selected: TURN_LEFT (prob: 0.1967)
