Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.086, 0.167, 0.000, 0.000, 1.000, 1.000, 0.617, 0.059] | Action Distribution: FORWARD: 0.1339 | TURN_LEFT: 0.1447 | TURN_RIGHT: 0.1762 | FORWARD_LEFT: 0.1968 | FORWARD_RIGHT: 0.1598 | BACKWARD: 0.1886 | Selected: FORWARD_RIGHT (prob: 0.1598)
Episode 1 | Step 75 | State: [0.111, 0.282, 0.000, 0.000, 1.000, 0.059, 0.617, 1.000] | Action Distribution: FORWARD: 0.1259 | TURN_LEFT: 0.1346 | TURN_RIGHT: 0.1793 | FORWARD_LEFT: 0.2120 | FORWARD_RIGHT: 0.1498 | BACKWARD: 0.1984 | Selected: FORWARD (prob: 0.1259)
Episode 1 | Step 76 | State: [0.137, 0.170, 0.000, 0.000, 1.000, 0.058, 0.654, 1.000] | Action Distribution: FORWARD: 0.1233 | TURN_LEFT: 0.1355 | TURN_RIGHT: 0.1807 | FORWARD_LEFT: 0.2098 | FORWARD_RIGHT: 0.1506 | BACKWARD: 0.2001 | Selected: TURN_LEFT (prob: 0.1355)
Episode 1 | Step 77 | State: [0.160, 0.114, 0.000, 0.000, 1.000, 0.059, 0.668, 1.000] | Action Distribution: FORWARD: 0.1220 | TURN_LEFT: 0.1357 | TURN_RIGHT: 0.1813 | FORWARD_LEFT: 0.2088 | FORWARD_RIGHT: 0.1509 | BACKWARD: 0.2013 | Selected: FORWARD_RIGHT (prob: 0.1509)
Episode 1 | Step 78 | State: [0.132, 0.231, 0.000, 0.000, 1.000, 0.059, 0.624, 1.000] | Action Distribution: FORWARD: 0.1249 | TURN_LEFT: 0.1345 | TURN_RIGHT: 0.1792 | FORWARD_LEFT: 0.2121 | FORWARD_RIGHT: 0.1496 | BACKWARD: 0.1997 | Selected: TURN_RIGHT (prob: 0.1792)
Episode 1 | Step 79 | State: [0.109, 0.297, 0.000, 0.000, 1.000, 0.059, 0.615, 1.000] | Action Distribution: FORWARD: 0.1261 | TURN_LEFT: 0.1339 | TURN_RIGHT: 0.1780 | FORWARD_LEFT: 0.2137 | FORWARD_RIGHT: 0.1488 | BACKWARD: 0.1994 | Selected: TURN_RIGHT (prob: 0.1780)
Episode 1 | Step 80 | State: [0.087, 0.324, 0.000, 0.000, 0.593, 0.059, 0.619, 1.000] | Action Distribution: FORWARD: 0.1291 | TURN_LEFT: 0.1362 | TURN_RIGHT: 0.1726 | FORWARD_LEFT: 0.2082 | FORWARD_RIGHT: 0.1501 | BACKWARD: 0.2037 | Selected: TURN_RIGHT (prob: 0.1726)
Episode 1 | Step 81 | State: [0.071, 0.291, 0.000, 0.000, 0.058, 0.059, 0.614, 1.000] | Action Distribution: FORWARD: 0.1365 | TURN_LEFT: 0.1394 | TURN_RIGHT: 0.1635 | FORWARD_LEFT: 0.2042 | FORWARD_RIGHT: 0.1583 | BACKWARD: 0.1981 | Selected: FORWARD_RIGHT (prob: 0.1583)
Episode 1 | Step 82 | State: [0.125, 0.227, 0.000, 0.000, 1.000, 0.058, 0.646, 1.000] | Action Distribution: FORWARD: 0.1245 | TURN_LEFT: 0.1339 | TURN_RIGHT: 0.1782 | FORWARD_LEFT: 0.2133 | FORWARD_RIGHT: 0.1488 | BACKWARD: 0.2012 | Selected: FORWARD_LEFT (prob: 0.2133)
Episode 1 | Step 83 | State: [0.209, 0.064, 0.000, 0.000, 1.000, 0.059, 0.637, 1.000] | Action Distribution: FORWARD: 0.1214 | TURN_LEFT: 0.1346 | TURN_RIGHT: 0.1803 | FORWARD_LEFT: 0.2095 | FORWARD_RIGHT: 0.1501 | BACKWARD: 0.2041 | Selected: BACKWARD (prob: 0.2041)
Episode 1 | Step 84 | State: [0.371, 0.064, 0.000, 0.000, 1.000, 0.059, 0.706, 0.183] | Action Distribution: FORWARD: 0.1470 | TURN_LEFT: 0.1415 | TURN_RIGHT: 0.1807 | FORWARD_LEFT: 0.1993 | FORWARD_RIGHT: 0.1518 | BACKWARD: 0.1797 | Selected: FORWARD_LEFT (prob: 0.1993)
Episode 1 | Step 85 | State: [0.264, 0.064, 0.000, 0.000, 1.000, 0.059, 0.599, 0.278] | Action Distribution: FORWARD: 0.1449 | TURN_LEFT: 0.1430 | TURN_RIGHT: 0.1791 | FORWARD_LEFT: 0.2001 | FORWARD_RIGHT: 0.1528 | BACKWARD: 0.1801 | Selected: TURN_LEFT (prob: 0.1430)
Episode 1 | Step 86 | State: [0.301, 0.064, 0.000, 0.000, 1.000, 0.059, 0.578, 0.059] | Action Distribution: FORWARD: 0.1514 | TURN_LEFT: 0.1439 | TURN_RIGHT: 0.1777 | FORWARD_LEFT: 0.1976 | FORWARD_RIGHT: 0.1542 | BACKWARD: 0.1752 | Selected: FORWARD_LEFT (prob: 0.1976)
Episode 1 | Step 87 | State: [0.212, 0.064, 0.000, 0.000, 1.000, 0.059, 0.637, 0.814] | Action Distribution: FORWARD: 0.1268 | TURN_LEFT: 0.1365 | TURN_RIGHT: 0.1791 | FORWARD_LEFT: 0.2082 | FORWARD_RIGHT: 0.1518 | BACKWARD: 0.1975 | Selected: FORWARD_LEFT (prob: 0.2082)
Episode 1 | Step 88 | State: [0.164, 0.064, 0.000, 0.000, 1.000, 0.059, 0.667, 1.000] | Action Distribution: FORWARD: 0.1210 | TURN_LEFT: 0.1351 | TURN_RIGHT: 0.1783 | FORWARD_LEFT: 0.2112 | FORWARD_RIGHT: 0.1487 | BACKWARD: 0.2058 | Selected: FORWARD (prob: 0.1210)
Episode 1 | Step 89 | State: [0.160, 0.113, 0.000, 0.000, 1.000, 0.058, 0.680, 1.000] | Action Distribution: FORWARD: 0.1219 | TURN_LEFT: 0.1342 | TURN_RIGHT: 0.1778 | FORWARD_LEFT: 0.2127 | FORWARD_RIGHT: 0.1482 | BACKWARD: 0.2053 | Selected: FORWARD (prob: 0.1219)
Episode 1 | Step 90 | State: [0.165, 0.065, 0.000, 0.000, 1.000, 0.058, 0.677, 1.000] | Action Distribution: FORWARD: 0.1209 | TURN_LEFT: 0.1348 | TURN_RIGHT: 0.1777 | FORWARD_LEFT: 0.2119 | FORWARD_RIGHT: 0.1482 | BACKWARD: 0.2065 | Selected: TURN_RIGHT (prob: 0.1777)
Episode 1 | Step 91 | State: [0.161, 0.064, 0.000, 0.000, 1.000, 0.059, 0.685, 1.000] | Action Distribution: FORWARD: 0.1208 | TURN_LEFT: 0.1348 | TURN_RIGHT: 0.1773 | FORWARD_LEFT: 0.2123 | FORWARD_RIGHT: 0.1480 | BACKWARD: 0.2069 | Selected: TURN_RIGHT (prob: 0.1773)
Episode 1 | Step 92 | State: [0.158, 0.111, 0.000, 0.000, 1.000, 0.059, 0.673, 1.000] | Action Distribution: FORWARD: 0.1220 | TURN_LEFT: 0.1341 | TURN_RIGHT: 0.1767 | FORWARD_LEFT: 0.2136 | FORWARD_RIGHT: 0.1475 | BACKWARD: 0.2062 | Selected: BACKWARD (prob: 0.2062)
Episode 1 | Step 93 | State: [0.188, 0.163, 0.000, 0.000, 1.000, 0.059, 0.815, 0.505] | Action Distribution: FORWARD: 0.1372 | TURN_LEFT: 0.1385 | TURN_RIGHT: 0.1784 | FORWARD_LEFT: 0.2073 | FORWARD_RIGHT: 0.1505 | BACKWARD: 0.1882 | Selected: TURN_RIGHT (prob: 0.1784)
Episode 1 | Step 94 | State: [0.182, 0.315, 0.000, 0.000, 0.872, 0.059, 0.748, 0.832] | Action Distribution: FORWARD: 0.1293 | TURN_LEFT: 0.1328 | TURN_RIGHT: 0.1742 | FORWARD_LEFT: 0.2133 | FORWARD_RIGHT: 0.1494 | BACKWARD: 0.2011 | Selected: TURN_RIGHT (prob: 0.1742)
Episode 1 | Step 95 | State: [0.174, 0.418, 0.000, 0.000, 0.420, 0.059, 0.691, 1.000] | Action Distribution: FORWARD: 0.1304 | TURN_LEFT: 0.1327 | TURN_RIGHT: 0.1659 | FORWARD_LEFT: 0.2135 | FORWARD_RIGHT: 0.1481 | BACKWARD: 0.2094 | Selected: FORWARD_LEFT (prob: 0.2135)
Episode 1 | Step 96 | State: [0.159, 0.120, 0.000, 0.000, 1.000, 0.059, 0.688, 1.000] | Action Distribution: FORWARD: 0.1219 | TURN_LEFT: 0.1335 | TURN_RIGHT: 0.1755 | FORWARD_LEFT: 0.2151 | FORWARD_RIGHT: 0.1465 | BACKWARD: 0.2076 | Selected: FORWARD_RIGHT (prob: 0.1465)
Episode 1 | Step 97 | State: [0.160, 0.064, 0.000, 0.000, 1.000, 0.059, 0.664, 1.000] | Action Distribution: FORWARD: 0.1210 | TURN_LEFT: 0.1346 | TURN_RIGHT: 0.1752 | FORWARD_LEFT: 0.2141 | FORWARD_RIGHT: 0.1468 | BACKWARD: 0.2085 | Selected: FORWARD_LEFT (prob: 0.2141)
Episode 1 | Step 98 | State: [0.276, 0.064, 0.000, 0.000, 1.000, 0.059, 0.578, 0.391] | Action Distribution: FORWARD: 0.1416 | TURN_LEFT: 0.1409 | TURN_RIGHT: 0.1772 | FORWARD_LEFT: 0.2041 | FORWARD_RIGHT: 0.1517 | BACKWARD: 0.1844 | Selected: FORWARD (prob: 0.1416)
Episode 1 | Step 99 | State: [0.065, 0.217, 0.000, 0.000, 1.000, 0.344, 0.584, 0.058] | Action Distribution: FORWARD: 0.1494 | TURN_LEFT: 0.1480 | TURN_RIGHT: 0.1688 | FORWARD_LEFT: 0.2037 | FORWARD_RIGHT: 0.1510 | BACKWARD: 0.1792 | Selected: FORWARD_LEFT (prob: 0.2037)
Episode 1 | Step 100 | State: [0.065, 0.292, 0.000, 0.000, 1.000, 1.000, 0.657, 0.059] | Action Distribution: FORWARD: 0.1367 | TURN_LEFT: 0.1431 | TURN_RIGHT: 0.1669 | FORWARD_LEFT: 0.2074 | FORWARD_RIGHT: 0.1551 | BACKWARD: 0.1908 | Selected: FORWARD (prob: 0.1367)
Episode 2 | Step 1 | State: [0.064, 0.220, 0.000, 0.000, 1.000, 1.000, 0.688, 0.059] | Action Distribution: FORWARD: 0.1367 | TURN_LEFT: 0.1440 | TURN_RIGHT: 0.1678 | FORWARD_LEFT: 0.2069 | FORWARD_RIGHT: 0.1535 | BACKWARD: 0.1912 | Selected: TURN_LEFT (prob: 0.1440)
Episode 2 | Step 2 | State: [0.064, 0.141, 0.000, 0.000, 1.000, 1.000, 0.727, 0.059] | Action Distribution: FORWARD: 0.1362 | TURN_LEFT: 0.1455 | TURN_RIGHT: 0.1685 | FORWARD_LEFT: 0.2068 | FORWARD_RIGHT: 0.1516 | BACKWARD: 0.1913 | Selected: TURN_LEFT (prob: 0.1455)
Episode 2 | Step 3 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.729, 0.059] | Action Distribution: FORWARD: 0.1353 | TURN_LEFT: 0.1467 | TURN_RIGHT: 0.1685 | FORWARD_LEFT: 0.2070 | FORWARD_RIGHT: 0.1504 | BACKWARD: 0.1921 | Selected: FORWARD_LEFT (prob: 0.2070)
Episode 2 | Step 4 | State: [0.064, 0.218, 0.000, 0.000, 1.000, 1.000, 0.688, 0.059] | Action Distribution: FORWARD: 0.1368 | TURN_LEFT: 0.1441 | TURN_RIGHT: 0.1671 | FORWARD_LEFT: 0.2074 | FORWARD_RIGHT: 0.1531 | BACKWARD: 0.1915 | Selected: FORWARD_LEFT (prob: 0.2074)
Episode 2 | Step 5 | State: [0.065, 0.220, 0.000, 0.000, 1.000, 1.000, 0.693, 0.058] | Action Distribution: FORWARD: 0.1368 | TURN_LEFT: 0.1441 | TURN_RIGHT: 0.1669 | FORWARD_LEFT: 0.2077 | FORWARD_RIGHT: 0.1529 | BACKWARD: 0.1916 | Selected: FORWARD_LEFT (prob: 0.2077)
Episode 2 | Step 6 | State: [0.065, 0.219, 0.000, 0.000, 1.000, 1.000, 0.691, 0.059] | Action Distribution: FORWARD: 0.1368 | TURN_LEFT: 0.1441 | TURN_RIGHT: 0.1667 | FORWARD_LEFT: 0.2079 | FORWARD_RIGHT: 0.1528 | BACKWARD: 0.1917 | Selected: FORWARD (prob: 0.1368)
Episode 2 | Step 7 | State: [0.064, 0.219, 0.000, 0.000, 1.000, 1.000, 0.687, 0.059] | Action Distribution: FORWARD: 0.1369 | TURN_LEFT: 0.1441 | TURN_RIGHT: 0.1664 | FORWARD_LEFT: 0.2081 | FORWARD_RIGHT: 0.1528 | BACKWARD: 0.1918 | Selected: FORWARD (prob: 0.1369)
Episode 2 | Step 8 | State: [0.065, 0.145, 0.000, 0.000, 1.000, 1.000, 0.717, 0.059] | Action Distribution: FORWARD: 0.1366 | TURN_LEFT: 0.1452 | TURN_RIGHT: 0.1672 | FORWARD_LEFT: 0.2077 | FORWARD_RIGHT: 0.1512 | BACKWARD: 0.1922 | Selected: FORWARD (prob: 0.1366)
Episode 2 | Step 9 | State: [0.065, 0.145, 0.000, 0.000, 1.000, 1.000, 0.725, 0.059] | Action Distribution: FORWARD: 0.1366 | TURN_LEFT: 0.1453 | TURN_RIGHT: 0.1670 | FORWARD_LEFT: 0.2079 | FORWARD_RIGHT: 0.1509 | BACKWARD: 0.1923 | Selected: BACKWARD (prob: 0.1923)
Episode 2 | Step 10 | State: [0.064, 0.360, 0.000, 0.000, 1.000, 0.369, 0.902, 0.059] | Action Distribution: FORWARD: 0.1531 | TURN_LEFT: 0.1454 | TURN_RIGHT: 0.1684 | FORWARD_LEFT: 0.2062 | FORWARD_RIGHT: 0.1474 | BACKWARD: 0.1794 | Selected: TURN_LEFT (prob: 0.1454)
Episode 2 | Step 11 | State: [0.064, 0.210, 0.000, 0.000, 1.000, 0.742, 0.922, 0.059] | Action Distribution: FORWARD: 0.1439 | TURN_LEFT: 0.1487 | TURN_RIGHT: 0.1666 | FORWARD_LEFT: 0.2079 | FORWARD_RIGHT: 0.1471 | BACKWARD: 0.1859 | Selected: FORWARD_LEFT (prob: 0.2079)
Episode 2 | Step 12 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.749, 0.059] | Action Distribution: FORWARD: 0.1357 | TURN_LEFT: 0.1465 | TURN_RIGHT: 0.1667 | FORWARD_LEFT: 0.2086 | FORWARD_RIGHT: 0.1488 | BACKWARD: 0.1938 | Selected: FORWARD_LEFT (prob: 0.2086)
Episode 2 | Step 13 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.731, 0.058] | Action Distribution: FORWARD: 0.1358 | TURN_LEFT: 0.1462 | TURN_RIGHT: 0.1664 | FORWARD_LEFT: 0.2085 | FORWARD_RIGHT: 0.1490 | BACKWARD: 0.1941 | Selected: FORWARD_LEFT (prob: 0.2085)
Episode 2 | Step 14 | State: [0.064, 0.142, 0.000, 0.000, 1.000, 1.000, 0.726, 0.059] | Action Distribution: FORWARD: 0.1368 | TURN_LEFT: 0.1452 | TURN_RIGHT: 0.1660 | FORWARD_LEFT: 0.2087 | FORWARD_RIGHT: 0.1500 | BACKWARD: 0.1933 | Selected: BACKWARD (prob: 0.1933)
Episode 2 | Step 15 | State: [0.064, 0.349, 0.000, 0.000, 1.000, 0.706, 0.926, 0.059] | Action Distribution: FORWARD: 0.1458 | TURN_LEFT: 0.1468 | TURN_RIGHT: 0.1650 | FORWARD_LEFT: 0.2085 | FORWARD_RIGHT: 0.1489 | BACKWARD: 0.1850 | Selected: FORWARD_LEFT (prob: 0.2085)
Episode 2 | Step 16 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.749, 0.059] | Action Distribution: FORWARD: 0.1358 | TURN_LEFT: 0.1462 | TURN_RIGHT: 0.1658 | FORWARD_LEFT: 0.2091 | FORWARD_RIGHT: 0.1482 | BACKWARD: 0.1949 | Selected: TURN_LEFT (prob: 0.1462)
Episode 2 | Step 17 | State: [0.153, 0.064, 0.000, 0.000, 1.000, 1.000, 0.746, 0.059] | Action Distribution: FORWARD: 0.1363 | TURN_LEFT: 0.1446 | TURN_RIGHT: 0.1669 | FORWARD_LEFT: 0.2084 | FORWARD_RIGHT: 0.1491 | BACKWARD: 0.1947 | Selected: FORWARD_LEFT (prob: 0.2084)
Episode 2 | Step 18 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.728, 0.059] | Action Distribution: FORWARD: 0.1359 | TURN_LEFT: 0.1460 | TURN_RIGHT: 0.1653 | FORWARD_LEFT: 0.2090 | FORWARD_RIGHT: 0.1482 | BACKWARD: 0.1956 | Selected: FORWARD_LEFT (prob: 0.2090)
Episode 2 | Step 19 | State: [0.065, 0.220, 0.000, 0.000, 1.000, 1.000, 0.692, 0.058] | Action Distribution: FORWARD: 0.1370 | TURN_LEFT: 0.1442 | TURN_RIGHT: 0.1637 | FORWARD_LEFT: 0.2101 | FORWARD_RIGHT: 0.1511 | BACKWARD: 0.1938 | Selected: FORWARD_RIGHT (prob: 0.1511)
Episode 2 | Step 20 | State: [0.064, 0.219, 0.000, 0.000, 1.000, 1.000, 0.687, 0.059] | Action Distribution: FORWARD: 0.1370 | TURN_LEFT: 0.1443 | TURN_RIGHT: 0.1634 | FORWARD_LEFT: 0.2102 | FORWARD_RIGHT: 0.1510 | BACKWARD: 0.1940 | Selected: BACKWARD (prob: 0.1940)
Episode 2 | Step 21 | State: [0.064, 0.492, 0.000, 0.000, 1.000, 0.610, 0.906, 0.059] | Action Distribution: FORWARD: 0.1472 | TURN_LEFT: 0.1452 | TURN_RIGHT: 0.1627 | FORWARD_LEFT: 0.2092 | FORWARD_RIGHT: 0.1495 | BACKWARD: 0.1862 | Selected: FORWARD_LEFT (prob: 0.2092)
Episode 2 | Step 22 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.750, 0.059] | Action Distribution: FORWARD: 0.1359 | TURN_LEFT: 0.1460 | TURN_RIGHT: 0.1645 | FORWARD_LEFT: 0.2095 | FORWARD_RIGHT: 0.1474 | BACKWARD: 0.1967 | Selected: FORWARD_LEFT (prob: 0.2095)
Episode 2 | Step 23 | State: [0.064, 0.219, 0.000, 0.000, 1.000, 1.000, 0.687, 0.059] | Action Distribution: FORWARD: 0.1371 | TURN_LEFT: 0.1443 | TURN_RIGHT: 0.1627 | FORWARD_LEFT: 0.2106 | FORWARD_RIGHT: 0.1507 | BACKWARD: 0.1947 | Selected: FORWARD_RIGHT (prob: 0.1507)
Episode 2 | Step 24 | State: [0.064, 0.145, 0.000, 0.000, 1.000, 1.000, 0.687, 0.059] | Action Distribution: FORWARD: 0.1369 | TURN_LEFT: 0.1451 | TURN_RIGHT: 0.1633 | FORWARD_LEFT: 0.2097 | FORWARD_RIGHT: 0.1494 | BACKWARD: 0.1956 | Selected: TURN_RIGHT (prob: 0.1633)
Episode 2 | Step 25 | State: [0.064, 0.227, 0.000, 0.000, 1.000, 1.000, 0.650, 0.059] | Action Distribution: FORWARD: 0.1369 | TURN_LEFT: 0.1442 | TURN_RIGHT: 0.1619 | FORWARD_LEFT: 0.2108 | FORWARD_RIGHT: 0.1512 | BACKWARD: 0.1949 | Selected: FORWARD_LEFT (prob: 0.2108)
Episode 2 | Step 26 | State: [0.064, 0.145, 0.000, 0.000, 1.000, 1.000, 0.721, 0.059] | Action Distribution: FORWARD: 0.1370 | TURN_LEFT: 0.1452 | TURN_RIGHT: 0.1631 | FORWARD_LEFT: 0.2102 | FORWARD_RIGHT: 0.1485 | BACKWARD: 0.1960 | Selected: FORWARD_RIGHT (prob: 0.1485)
Episode 2 | Step 27 | State: [0.064, 0.145, 0.000, 0.000, 1.000, 1.000, 0.721, 0.059] | Action Distribution: FORWARD: 0.1369 | TURN_LEFT: 0.1451 | TURN_RIGHT: 0.1629 | FORWARD_LEFT: 0.2104 | FORWARD_RIGHT: 0.1484 | BACKWARD: 0.1962 | Selected: FORWARD_LEFT (prob: 0.2104)
Episode 2 | Step 28 | State: [0.064, 0.145, 0.000, 0.000, 1.000, 1.000, 0.721, 0.059] | Action Distribution: FORWARD: 0.1369 | TURN_LEFT: 0.1451 | TURN_RIGHT: 0.1627 | FORWARD_LEFT: 0.2105 | FORWARD_RIGHT: 0.1483 | BACKWARD: 0.1965 | Selected: FORWARD_LEFT (prob: 0.2105)
Episode 2 | Step 29 | State: [0.065, 0.145, 0.000, 0.000, 1.000, 1.000, 0.726, 1.000] | Action Distribution: FORWARD: 0.1218 | TURN_LEFT: 0.1330 | TURN_RIGHT: 0.1612 | FORWARD_LEFT: 0.2432 | FORWARD_RIGHT: 0.1483 | BACKWARD: 0.1924 | Selected: FORWARD_RIGHT (prob: 0.1483)
Episode 2 | Step 30 | State: [0.064, 0.072, 0.000, 0.000, 1.000, 1.000, 0.721, 1.000] | Action Distribution: FORWARD: 0.1206 | TURN_LEFT: 0.1329 | TURN_RIGHT: 0.1623 | FORWARD_LEFT: 0.2425 | FORWARD_RIGHT: 0.1474 | BACKWARD: 0.1944 | Selected: TURN_LEFT (prob: 0.1329)
Episode 2 | Step 31 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.727, 0.059] | Action Distribution: FORWARD: 0.1360 | TURN_LEFT: 0.1453 | TURN_RIGHT: 0.1626 | FORWARD_LEFT: 0.2099 | FORWARD_RIGHT: 0.1468 | BACKWARD: 0.1994 | Selected: FORWARD_LEFT (prob: 0.2099)
Episode 2 | Step 32 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.721, 1.000] | Action Distribution: FORWARD: 0.1204 | TURN_LEFT: 0.1328 | TURN_RIGHT: 0.1619 | FORWARD_LEFT: 0.2427 | FORWARD_RIGHT: 0.1470 | BACKWARD: 0.1952 | Selected: FORWARD_LEFT (prob: 0.2427)
Episode 2 | Step 33 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.727, 1.000] | Action Distribution: FORWARD: 0.1204 | TURN_LEFT: 0.1327 | TURN_RIGHT: 0.1617 | FORWARD_LEFT: 0.2429 | FORWARD_RIGHT: 0.1469 | BACKWARD: 0.1954 | Selected: FORWARD (prob: 0.1204)
Episode 2 | Step 34 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.721, 1.000] | Action Distribution: FORWARD: 0.1203 | TURN_LEFT: 0.1327 | TURN_RIGHT: 0.1614 | FORWARD_LEFT: 0.2429 | FORWARD_RIGHT: 0.1468 | BACKWARD: 0.1959 | Selected: BACKWARD (prob: 0.1959)
Episode 2 | Step 35 | State: [0.064, 0.217, 0.000, 0.000, 1.000, 0.059, 0.902, 0.059] | Action Distribution: FORWARD: 0.1505 | TURN_LEFT: 0.1439 | TURN_RIGHT: 0.1661 | FORWARD_LEFT: 0.2075 | FORWARD_RIGHT: 0.1423 | BACKWARD: 0.1897 | Selected: TURN_RIGHT (prob: 0.1661)
Episode 2 | Step 36 | State: [0.064, 0.375, 0.000, 0.000, 1.000, 0.059, 0.881, 0.059] | Action Distribution: FORWARD: 0.1521 | TURN_LEFT: 0.1415 | TURN_RIGHT: 0.1649 | FORWARD_LEFT: 0.2114 | FORWARD_RIGHT: 0.1428 | BACKWARD: 0.1871 | Selected: BACKWARD (prob: 0.1871)
Episode 2 | Step 37 | State: [0.064, 1.000, 0.000, 0.000, 1.000, 0.059, 1.000, 0.059] | Action Distribution: FORWARD: 0.1462 | TURN_LEFT: 0.1292 | TURN_RIGHT: 0.1618 | FORWARD_LEFT: 0.2221 | FORWARD_RIGHT: 0.1446 | BACKWARD: 0.1963 | Selected: FORWARD_LEFT (prob: 0.2221)
Episode 2 | Step 38 | State: [0.064, 0.235, 0.000, 0.000, 1.000, 0.059, 0.994, 0.059] | Action Distribution: FORWARD: 0.1494 | TURN_LEFT: 0.1433 | TURN_RIGHT: 0.1651 | FORWARD_LEFT: 0.2085 | FORWARD_RIGHT: 0.1410 | BACKWARD: 0.1927 | Selected: FORWARD_LEFT (prob: 0.2085)
Episode 2 | Step 39 | State: [0.153, 0.064, 0.000, 0.000, 1.000, 1.000, 0.774, 0.059] | Action Distribution: FORWARD: 0.1370 | TURN_LEFT: 0.1440 | TURN_RIGHT: 0.1628 | FORWARD_LEFT: 0.2092 | FORWARD_RIGHT: 0.1458 | BACKWARD: 0.2012 | Selected: FORWARD_LEFT (prob: 0.2092)
Episode 2 | Step 40 | State: [0.141, 0.065, 0.000, 0.000, 1.000, 1.000, 0.696, 0.058] | Action Distribution: FORWARD: 0.1368 | TURN_LEFT: 0.1441 | TURN_RIGHT: 0.1619 | FORWARD_LEFT: 0.2085 | FORWARD_RIGHT: 0.1467 | BACKWARD: 0.2020 | Selected: FORWARD (prob: 0.1368)
Episode 2 | Step 41 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.724, 1.000] | Action Distribution: FORWARD: 0.1203 | TURN_LEFT: 0.1328 | TURN_RIGHT: 0.1594 | FORWARD_LEFT: 0.2433 | FORWARD_RIGHT: 0.1458 | BACKWARD: 0.1984 | Selected: FORWARD_LEFT (prob: 0.2433)
Episode 2 | Step 42 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 1.000, 0.721, 1.000] | Action Distribution: FORWARD: 0.1202 | TURN_LEFT: 0.1329 | TURN_RIGHT: 0.1591 | FORWARD_LEFT: 0.2434 | FORWARD_RIGHT: 0.1457 | BACKWARD: 0.1988 | Selected: BACKWARD (prob: 0.1988)
Episode 2 | Step 43 | State: [0.064, 0.217, 0.000, 0.000, 1.000, 0.059, 0.902, 0.059] | Action Distribution: FORWARD: 0.1501 | TURN_LEFT: 0.1442 | TURN_RIGHT: 0.1646 | FORWARD_LEFT: 0.2075 | FORWARD_RIGHT: 0.1413 | BACKWARD: 0.1924 | Selected: TURN_LEFT (prob: 0.1442)
Episode 2 | Step 44 | State: [0.064, 0.064, 0.000, 0.000, 1.000, 0.435, 0.922, 0.059] | Action Distribution: FORWARD: 0.1470 | TURN_LEFT: 0.1501 | TURN_RIGHT: 0.1627 | FORWARD_LEFT: 0.2054 | FORWARD_RIGHT: 0.1410 | BACKWARD: 0.1939 | Selected: FORWARD_LEFT (prob: 0.2054)
Episode 2 | Step 45 | State: [0.148, 0.064, 0.000, 0.000, 1.000, 1.000, 0.749, 0.059] | Action Distribution: FORWARD: 0.1370 | TURN_LEFT: 0.1441 | TURN_RIGHT: 0.1613 | FORWARD_LEFT: 0.2087 | FORWARD_RIGHT: 0.1453 | BACKWARD: 0.2036 | Selected: FORWARD (prob: 0.1370)
Episode 2 | Step 46 | State: [0.065, 0.145, 0.000, 0.000, 1.000, 1.000, 0.725, 1.000] | Action Distribution: FORWARD: 0.1215 | TURN_LEFT: 0.1330 | TURN_RIGHT: 0.1565 | FORWARD_LEFT: 0.2447 | FORWARD_RIGHT: 0.1461 | BACKWARD: 0.1982 | Selected: FORWARD_LEFT (prob: 0.2447)
Episode 2 | Step 47 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.724, 1.000] | Action Distribution: FORWARD: 0.1202 | TURN_LEFT: 0.1329 | TURN_RIGHT: 0.1577 | FORWARD_LEFT: 0.2438 | FORWARD_RIGHT: 0.1453 | BACKWARD: 0.2002 | Selected: FORWARD (prob: 0.1202)
Episode 2 | Step 48 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.724, 1.000] | Action Distribution: FORWARD: 0.1201 | TURN_LEFT: 0.1329 | TURN_RIGHT: 0.1574 | FORWARD_LEFT: 0.2439 | FORWARD_RIGHT: 0.1452 | BACKWARD: 0.2005 | Selected: FORWARD_LEFT (prob: 0.2439)
Episode 2 | Step 49 | State: [0.065, 0.065, 0.000, 0.000, 1.000, 1.000, 0.725, 1.000] | Action Distribution: FORWARD: 0.1201 | TURN_LEFT: 0.1329 | TURN_RIGHT: 0.1572 | FORWARD_LEFT: 0.2440 | FORWARD_RIGHT: 0.1451 | BACKWARD: 0.2007 | Selected: FORWARD_LEFT (prob: 0.2440)
