Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.032, 0.032, 0.000, 0.000, 0.086, 0.029, 0.299, 0.030] | Action Distribution: FORWARD: 0.1686 | TURN_LEFT: 0.1673 | TURN_RIGHT: 0.1633 | FORWARD_LEFT: 0.1727 | FORWARD_RIGHT: 0.1595 | BACKWARD: 0.1685 | Selected: FORWARD_RIGHT (prob: 0.1595)
Episode 37 | Step 6 | State: [0.190, 0.032, 0.000, 0.000, 0.081, 0.029, 0.298, 0.091] | Action Distribution: FORWARD: 0.1091 | TURN_LEFT: 0.2284 | TURN_RIGHT: 0.2681 | FORWARD_LEFT: 0.0082 | FORWARD_RIGHT: 0.2079 | BACKWARD: 0.1784 | Selected: FORWARD (prob: 0.1091)
Episode 37 | Step 7 | State: [0.157, 0.032, 0.000, 0.000, 0.094, 0.040, 0.297, 0.106] | Action Distribution: FORWARD: 0.1094 | TURN_LEFT: 0.2214 | TURN_RIGHT: 0.2555 | FORWARD_LEFT: 0.0082 | FORWARD_RIGHT: 0.2369 | BACKWARD: 0.1686 | Selected: TURN_LEFT (prob: 0.2214)
Episode 37 | Step 8 | State: [0.135, 0.032, 0.000, 0.000, 0.099, 0.040, 0.292, 0.102] | Action Distribution: FORWARD: 0.1169 | TURN_LEFT: 0.2200 | TURN_RIGHT: 0.2423 | FORWARD_LEFT: 0.0087 | FORWARD_RIGHT: 0.2630 | BACKWARD: 0.1491 | Selected: TURN_LEFT (prob: 0.2200)
Episode 37 | Step 9 | State: [0.116, 0.032, 0.000, 0.000, 0.104, 0.040, 0.289, 0.097] | Action Distribution: FORWARD: 0.1217 | TURN_LEFT: 0.2178 | TURN_RIGHT: 0.2335 | FORWARD_LEFT: 0.0091 | FORWARD_RIGHT: 0.2793 | BACKWARD: 0.1386 | Selected: FORWARD_RIGHT (prob: 0.2793)
Episode 37 | Step 10 | State: [0.123, 0.032, 0.000, 0.000, 0.118, 0.062, 0.289, 0.122] | Action Distribution: FORWARD: 0.1017 | TURN_LEFT: 0.2043 | TURN_RIGHT: 0.2410 | FORWARD_LEFT: 0.0081 | FORWARD_RIGHT: 0.2669 | BACKWARD: 0.1780 | Selected: TURN_RIGHT (prob: 0.2410)
Episode 38 | Step 1 | State: [0.142, 0.032, 0.000, 0.000, 0.110, 0.053, 0.293, 0.129] | Action Distribution: FORWARD: 0.0807 | TURN_LEFT: 0.1944 | TURN_RIGHT: 0.2588 | FORWARD_LEFT: 0.0076 | FORWARD_RIGHT: 0.2190 | BACKWARD: 0.2396 | Selected: FORWARD (prob: 0.0807)
Episode 38 | Step 2 | State: [0.122, 0.032, 0.000, 0.000, 0.144, 0.067, 0.293, 0.174] | Action Distribution: FORWARD: 0.0398 | TURN_LEFT: 0.1433 | TURN_RIGHT: 0.2505 | FORWARD_LEFT: 0.0052 | FORWARD_RIGHT: 0.1367 | BACKWARD: 0.4245 | Selected: FORWARD_RIGHT (prob: 0.1367)
Episode 38 | Step 3 | State: [0.122, 0.032, 0.000, 0.000, 0.172, 0.067, 0.293, 0.244] | Action Distribution: FORWARD: 0.0104 | TURN_LEFT: 0.0631 | TURN_RIGHT: 0.1666 | FORWARD_LEFT: 0.0016 | FORWARD_RIGHT: 0.0396 | BACKWARD: 0.7187 | Selected: BACKWARD (prob: 0.7187)
Episode 38 | Step 4 | State: [0.143, 0.032, 0.000, 0.000, 0.126, 0.055, 0.297, 0.174] | Action Distribution: FORWARD: 0.0217 | TURN_LEFT: 0.1024 | TURN_RIGHT: 0.2200 | FORWARD_LEFT: 0.0035 | FORWARD_RIGHT: 0.0624 | BACKWARD: 0.5900 | Selected: TURN_RIGHT (prob: 0.2200)
Episode 38 | Step 5 | State: [0.161, 0.032, 0.000, 0.000, 0.114, 0.043, 0.303, 0.179] | Action Distribution: FORWARD: 0.0145 | TURN_LEFT: 0.0781 | TURN_RIGHT: 0.1877 | FORWARD_LEFT: 0.0024 | FORWARD_RIGHT: 0.0386 | BACKWARD: 0.6787 | Selected: BACKWARD (prob: 0.6787)
Episode 38 | Step 6 | State: [0.204, 0.032, 0.000, 0.000, 0.093, 0.029, 0.307, 0.137] | Action Distribution: FORWARD: 0.0167 | TURN_LEFT: 0.0870 | TURN_RIGHT: 0.1974 | FORWARD_LEFT: 0.0027 | FORWARD_RIGHT: 0.0379 | BACKWARD: 0.6583 | Selected: BACKWARD (prob: 0.6583)
Episode 38 | Step 7 | State: [0.271, 0.032, 0.000, 0.000, 0.071, 0.029, 0.318, 0.111] | Action Distribution: FORWARD: 0.0190 | TURN_LEFT: 0.0958 | TURN_RIGHT: 0.2076 | FORWARD_LEFT: 0.0028 | FORWARD_RIGHT: 0.0374 | BACKWARD: 0.6375 | Selected: BACKWARD (prob: 0.6375)
Episode 38 | Step 8 | State: [0.381, 0.032, 0.000, 0.000, 0.053, 0.029, 0.332, 0.095] | Action Distribution: FORWARD: 0.0148 | TURN_LEFT: 0.0835 | TURN_RIGHT: 0.1904 | FORWARD_LEFT: 0.0019 | FORWARD_RIGHT: 0.0274 | BACKWARD: 0.6819 | Selected: BACKWARD (prob: 0.6819)
Episode 38 | Step 9 | State: [0.575, 0.032, 0.000, 0.000, 0.040, 0.029, 0.361, 0.084] | Action Distribution: FORWARD: 0.0071 | TURN_LEFT: 0.0539 | TURN_RIGHT: 0.1454 | FORWARD_LEFT: 0.0008 | FORWARD_RIGHT: 0.0143 | BACKWARD: 0.7785 | Selected: BACKWARD (prob: 0.7785)
Episode 38 | Step 10 | State: [0.987, 0.043, 0.000, 0.000, 0.029, 0.029, 0.429, 0.076] | Action Distribution: FORWARD: 0.0011 | TURN_LEFT: 0.0160 | TURN_RIGHT: 0.0668 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0031 | BACKWARD: 0.9129 | Selected: BACKWARD (prob: 0.9129)
Episode 39 | Step 1 | State: [1.000, 0.050, 0.000, 0.000, 0.029, 0.029, 0.639, 0.050] | Action Distribution: FORWARD: 0.0096 | TURN_LEFT: 0.0849 | TURN_RIGHT: 0.2408 | FORWARD_LEFT: 0.0004 | FORWARD_RIGHT: 0.0372 | BACKWARD: 0.6272 | Selected: TURN_RIGHT (prob: 0.2408)
Episode 39 | Step 2 | State: [1.000, 0.080, 0.000, 0.000, 0.029, 0.058, 0.927, 0.060] | Action Distribution: FORWARD: 0.0583 | TURN_LEFT: 0.1798 | TURN_RIGHT: 0.2706 | FORWARD_LEFT: 0.0004 | FORWARD_RIGHT: 0.3859 | BACKWARD: 0.1050 | Selected: TURN_RIGHT (prob: 0.2706)
Episode 39 | Step 3 | State: [1.000, 0.136, 0.000, 0.000, 0.029, 0.098, 1.000, 0.057] | Action Distribution: FORWARD: 0.1044 | TURN_LEFT: 0.1354 | TURN_RIGHT: 0.1287 | FORWARD_LEFT: 0.0003 | FORWARD_RIGHT: 0.6138 | BACKWARD: 0.0174 | Selected: FORWARD_RIGHT (prob: 0.6138)
Episode 39 | Step 4 | State: [1.000, 0.135, 0.000, 0.000, 0.029, 0.120, 0.913, 0.074] | Action Distribution: FORWARD: 0.1383 | TURN_LEFT: 0.1650 | TURN_RIGHT: 0.1525 | FORWARD_LEFT: 0.0004 | FORWARD_RIGHT: 0.5204 | BACKWARD: 0.0234 | Selected: FORWARD_RIGHT (prob: 0.5204)
Episode 39 | Step 5 | State: [0.980, 0.141, 0.000, 0.000, 0.029, 0.127, 0.647, 0.077] | Action Distribution: FORWARD: 0.1432 | TURN_LEFT: 0.2384 | TURN_RIGHT: 0.2806 | FORWARD_LEFT: 0.0010 | FORWARD_RIGHT: 0.2164 | BACKWARD: 0.1203 | Selected: TURN_LEFT (prob: 0.2384)
Episode 39 | Step 6 | State: [0.888, 0.096, 0.000, 0.000, 0.029, 0.065, 0.539, 0.078] | Action Distribution: FORWARD: 0.0827 | TURN_LEFT: 0.2213 | TURN_RIGHT: 0.3212 | FORWARD_LEFT: 0.0016 | FORWARD_RIGHT: 0.1030 | BACKWARD: 0.2702 | Selected: FORWARD_RIGHT (prob: 0.1030)
Episode 39 | Step 7 | State: [0.577, 0.096, 0.000, 0.000, 0.029, 0.067, 0.460, 0.082] | Action Distribution: FORWARD: 0.2162 | TURN_LEFT: 0.2710 | TURN_RIGHT: 0.2575 | FORWARD_LEFT: 0.0042 | FORWARD_RIGHT: 0.1471 | BACKWARD: 0.1039 | Selected: FORWARD_RIGHT (prob: 0.1471)
Episode 39 | Step 8 | State: [0.389, 0.094, 0.000, 0.000, 0.029, 0.071, 0.407, 0.084] | Action Distribution: FORWARD: 0.3494 | TURN_LEFT: 0.2607 | TURN_RIGHT: 0.1855 | FORWARD_LEFT: 0.0065 | FORWARD_RIGHT: 0.1509 | BACKWARD: 0.0471 | Selected: TURN_LEFT (prob: 0.2607)
Episode 39 | Step 9 | State: [0.377, 0.080, 0.000, 0.000, 0.029, 0.029, 0.387, 0.086] | Action Distribution: FORWARD: 0.2693 | TURN_LEFT: 0.2810 | TURN_RIGHT: 0.2288 | FORWARD_LEFT: 0.0077 | FORWARD_RIGHT: 0.1254 | BACKWARD: 0.0878 | Selected: FORWARD (prob: 0.2693)
Episode 39 | Step 10 | State: [0.250, 0.059, 0.000, 0.000, 0.040, 0.029, 0.343, 0.094] | Action Distribution: FORWARD: 0.3193 | TURN_LEFT: 0.2829 | TURN_RIGHT: 0.2015 | FORWARD_LEFT: 0.0103 | FORWARD_RIGHT: 0.1180 | BACKWARD: 0.0681 | Selected: FORWARD (prob: 0.3193)
Episode 40 | Step 1 | State: [0.178, 0.044, 0.000, 0.000, 0.053, 0.029, 0.322, 0.103] | Action Distribution: FORWARD: 0.3295 | TURN_LEFT: 0.2875 | TURN_RIGHT: 0.1941 | FORWARD_LEFT: 0.0120 | FORWARD_RIGHT: 0.1118 | BACKWARD: 0.0652 | Selected: FORWARD (prob: 0.3295)
Episode 40 | Step 2 | State: [0.134, 0.032, 0.000, 0.000, 0.084, 0.029, 0.313, 0.115] | Action Distribution: FORWARD: 0.2908 | TURN_LEFT: 0.2985 | TURN_RIGHT: 0.2093 | FORWARD_LEFT: 0.0129 | FORWARD_RIGHT: 0.1057 | BACKWARD: 0.0827 | Selected: FORWARD (prob: 0.2908)
Episode 40 | Step 3 | State: [0.111, 0.032, 0.000, 0.000, 0.100, 0.029, 0.308, 0.133] | Action Distribution: FORWARD: 0.2518 | TURN_LEFT: 0.3049 | TURN_RIGHT: 0.2266 | FORWARD_LEFT: 0.0132 | FORWARD_RIGHT: 0.0958 | BACKWARD: 0.1078 | Selected: TURN_RIGHT (prob: 0.2266)
Episode 40 | Step 4 | State: [0.112, 0.032, 0.000, 0.000, 0.098, 0.029, 0.311, 0.128] | Action Distribution: FORWARD: 0.2639 | TURN_LEFT: 0.3107 | TURN_RIGHT: 0.2194 | FORWARD_LEFT: 0.0136 | FORWARD_RIGHT: 0.0923 | BACKWARD: 0.1001 | Selected: FORWARD (prob: 0.2639)
Episode 40 | Step 5 | State: [0.096, 0.032, 0.000, 0.000, 0.128, 0.029, 0.306, 0.148] | Action Distribution: FORWARD: 0.1928 | TURN_LEFT: 0.3060 | TURN_RIGHT: 0.2481 | FORWARD_LEFT: 0.0130 | FORWARD_RIGHT: 0.0786 | BACKWARD: 0.1615 | Selected: TURN_LEFT (prob: 0.3060)
Episode 40 | Step 6 | State: [0.095, 0.032, 0.000, 0.000, 0.129, 0.029, 0.301, 0.154] | Action Distribution: FORWARD: 0.1709 | TURN_LEFT: 0.3003 | TURN_RIGHT: 0.2538 | FORWARD_LEFT: 0.0129 | FORWARD_RIGHT: 0.0698 | BACKWARD: 0.1922 | Selected: FORWARD (prob: 0.1709)
Episode 40 | Step 7 | State: [0.084, 0.032, 0.000, 0.000, 0.190, 0.029, 0.296, 0.186] | Action Distribution: FORWARD: 0.0685 | TURN_LEFT: 0.2198 | TURN_RIGHT: 0.2566 | FORWARD_LEFT: 0.0087 | FORWARD_RIGHT: 0.0438 | BACKWARD: 0.4026 | Selected: BACKWARD (prob: 0.4026)
Episode 40 | Step 8 | State: [0.096, 0.032, 0.000, 0.000, 0.128, 0.029, 0.302, 0.153] | Action Distribution: FORWARD: 0.1530 | TURN_LEFT: 0.2920 | TURN_RIGHT: 0.2531 | FORWARD_LEFT: 0.0131 | FORWARD_RIGHT: 0.0643 | BACKWARD: 0.2245 | Selected: FORWARD_RIGHT (prob: 0.0643)
Episode 40 | Step 9 | State: [0.087, 0.032, 0.000, 0.000, 0.167, 0.029, 0.301, 0.168] | Action Distribution: FORWARD: 0.0929 | TURN_LEFT: 0.2469 | TURN_RIGHT: 0.2551 | FORWARD_LEFT: 0.0108 | FORWARD_RIGHT: 0.0530 | BACKWARD: 0.3412 | Selected: BACKWARD (prob: 0.3412)
Episode 40 | Step 10 | State: [0.099, 0.032, 0.000, 0.000, 0.118, 0.029, 0.307, 0.143] | Action Distribution: FORWARD: 0.1688 | TURN_LEFT: 0.2947 | TURN_RIGHT: 0.2430 | FORWARD_LEFT: 0.0143 | FORWARD_RIGHT: 0.0729 | BACKWARD: 0.2063 | Selected: TURN_LEFT (prob: 0.2947)
Episode 41 | Step 1 | State: [0.099, 0.032, 0.000, 0.000, 0.121, 0.029, 0.306, 0.150] | Action Distribution: FORWARD: 0.1512 | TURN_LEFT: 0.2841 | TURN_RIGHT: 0.2458 | FORWARD_LEFT: 0.0140 | FORWARD_RIGHT: 0.0737 | BACKWARD: 0.2312 | Selected: TURN_LEFT (prob: 0.2841)
Episode 41 | Step 2 | State: [0.098, 0.033, 0.000, 0.000, 0.117, 0.029, 0.304, 0.154] | Action Distribution: FORWARD: 0.1501 | TURN_LEFT: 0.2812 | TURN_RIGHT: 0.2443 | FORWARD_LEFT: 0.0143 | FORWARD_RIGHT: 0.0796 | BACKWARD: 0.2306 | Selected: TURN_LEFT (prob: 0.2812)
Episode 41 | Step 3 | State: [0.095, 0.032, 0.000, 0.000, 0.109, 0.029, 0.296, 0.157] | Action Distribution: FORWARD: 0.1565 | TURN_LEFT: 0.2810 | TURN_RIGHT: 0.2420 | FORWARD_LEFT: 0.0149 | FORWARD_RIGHT: 0.0868 | BACKWARD: 0.2188 | Selected: TURN_LEFT (prob: 0.2810)
Episode 41 | Step 4 | State: [0.091, 0.032, 0.000, 0.000, 0.103, 0.029, 0.293, 0.158] | Action Distribution: FORWARD: 0.1653 | TURN_LEFT: 0.2819 | TURN_RIGHT: 0.2395 | FORWARD_LEFT: 0.0156 | FORWARD_RIGHT: 0.0977 | BACKWARD: 0.2000 | Selected: FORWARD (prob: 0.1653)
Episode 41 | Step 5 | State: [0.083, 0.032, 0.000, 0.000, 0.127, 0.029, 0.289, 0.203] | Action Distribution: FORWARD: 0.0919 | TURN_LEFT: 0.2364 | TURN_RIGHT: 0.2552 | FORWARD_LEFT: 0.0120 | FORWARD_RIGHT: 0.0796 | BACKWARD: 0.3250 | Selected: BACKWARD (prob: 0.3250)
Episode 41 | Step 6 | State: [0.092, 0.033, 0.000, 0.000, 0.103, 0.029, 0.295, 0.157] | Action Distribution: FORWARD: 0.1748 | TURN_LEFT: 0.2821 | TURN_RIGHT: 0.2354 | FORWARD_LEFT: 0.0163 | FORWARD_RIGHT: 0.1287 | BACKWARD: 0.1627 | Selected: TURN_LEFT (prob: 0.2821)
Episode 41 | Step 7 | State: [0.088, 0.032, 0.000, 0.000, 0.102, 0.029, 0.289, 0.155] | Action Distribution: FORWARD: 0.1759 | TURN_LEFT: 0.2801 | TURN_RIGHT: 0.2337 | FORWARD_LEFT: 0.0168 | FORWARD_RIGHT: 0.1411 | BACKWARD: 0.1524 | Selected: FORWARD (prob: 0.1759)
Episode 41 | Step 8 | State: [0.080, 0.141, 0.000, 0.000, 0.124, 0.029, 0.289, 0.204] | Action Distribution: FORWARD: 0.1135 | TURN_LEFT: 0.2373 | TURN_RIGHT: 0.2562 | FORWARD_LEFT: 0.0128 | FORWARD_RIGHT: 0.1370 | BACKWARD: 0.2432 | Selected: TURN_LEFT (prob: 0.2373)
Episode 41 | Step 9 | State: [0.067, 0.266, 0.000, 0.000, 0.130, 0.050, 0.289, 0.199] | Action Distribution: FORWARD: 0.1601 | TURN_LEFT: 0.2266 | TURN_RIGHT: 0.2293 | FORWARD_LEFT: 0.0123 | FORWARD_RIGHT: 0.2141 | BACKWARD: 0.1576 | Selected: FORWARD_RIGHT (prob: 0.2141)
Episode 41 | Step 10 | State: [0.066, 0.176, 0.000, 0.000, 0.156, 0.050, 0.289, 0.268] | Action Distribution: FORWARD: 0.0493 | TURN_LEFT: 0.1717 | TURN_RIGHT: 0.2556 | FORWARD_LEFT: 0.0078 | FORWARD_RIGHT: 0.1032 | BACKWARD: 0.4125 | Selected: TURN_RIGHT (prob: 0.2556)
Episode 42 | Step 1 | State: [0.078, 0.099, 0.000, 0.000, 0.157, 0.029, 0.289, 0.270] | Action Distribution: FORWARD: 0.0255 | TURN_LEFT: 0.1328 | TURN_RIGHT: 0.2292 | FORWARD_LEFT: 0.0051 | FORWARD_RIGHT: 0.0580 | BACKWARD: 0.5493 | Selected: TURN_RIGHT (prob: 0.2292)
Episode 42 | Step 2 | State: [0.081, 0.032, 0.000, 0.000, 0.167, 0.029, 0.289, 0.268] | Action Distribution: FORWARD: 0.0174 | TURN_LEFT: 0.1112 | TURN_RIGHT: 0.2028 | FORWARD_LEFT: 0.0037 | FORWARD_RIGHT: 0.0403 | BACKWARD: 0.6247 | Selected: BACKWARD (prob: 0.6247)
Episode 42 | Step 3 | State: [0.090, 0.032, 0.000, 0.000, 0.125, 0.029, 0.293, 0.204] | Action Distribution: FORWARD: 0.0386 | TURN_LEFT: 0.1762 | TURN_RIGHT: 0.2585 | FORWARD_LEFT: 0.0083 | FORWARD_RIGHT: 0.0726 | BACKWARD: 0.4458 | Selected: TURN_RIGHT (prob: 0.2585)
Episode 42 | Step 4 | State: [0.092, 0.032, 0.000, 0.000, 0.134, 0.029, 0.298, 0.199] | Action Distribution: FORWARD: 0.0293 | TURN_LEFT: 0.1555 | TURN_RIGHT: 0.2456 | FORWARD_LEFT: 0.0067 | FORWARD_RIGHT: 0.0592 | BACKWARD: 0.5035 | Selected: TURN_RIGHT (prob: 0.2456)
Episode 42 | Step 5 | State: [0.094, 0.033, 0.000, 0.000, 0.148, 0.029, 0.305, 0.193] | Action Distribution: FORWARD: 0.0231 | TURN_LEFT: 0.1384 | TURN_RIGHT: 0.2311 | FORWARD_LEFT: 0.0054 | FORWARD_RIGHT: 0.0492 | BACKWARD: 0.5527 | Selected: BACKWARD (prob: 0.5527)
Episode 42 | Step 6 | State: [0.108, 0.032, 0.000, 0.000, 0.112, 0.029, 0.308, 0.159] | Action Distribution: FORWARD: 0.0387 | TURN_LEFT: 0.1814 | TURN_RIGHT: 0.2628 | FORWARD_LEFT: 0.0085 | FORWARD_RIGHT: 0.0650 | BACKWARD: 0.4435 | Selected: TURN_RIGHT (prob: 0.2628)
Episode 42 | Step 7 | State: [0.109, 0.032, 0.000, 0.000, 0.109, 0.029, 0.310, 0.152] | Action Distribution: FORWARD: 0.0421 | TURN_LEFT: 0.1907 | TURN_RIGHT: 0.2695 | FORWARD_LEFT: 0.0088 | FORWARD_RIGHT: 0.0653 | BACKWARD: 0.4237 | Selected: TURN_RIGHT (prob: 0.2695)
Episode 42 | Step 8 | State: [0.109, 0.043, 0.000, 0.000, 0.092, 0.029, 0.312, 0.142] | Action Distribution: FORWARD: 0.0609 | TURN_LEFT: 0.2234 | TURN_RIGHT: 0.2873 | FORWARD_LEFT: 0.0107 | FORWARD_RIGHT: 0.0770 | BACKWARD: 0.3406 | Selected: BACKWARD (prob: 0.3406)
Episode 42 | Step 9 | State: [0.134, 0.056, 0.000, 0.000, 0.076, 0.029, 0.320, 0.127] | Action Distribution: FORWARD: 0.0903 | TURN_LEFT: 0.2546 | TURN_RIGHT: 0.2924 | FORWARD_LEFT: 0.0122 | FORWARD_RIGHT: 0.0911 | BACKWARD: 0.2593 | Selected: BACKWARD (prob: 0.2593)
Episode 42 | Step 10 | State: [0.185, 0.076, 0.000, 0.000, 0.066, 0.029, 0.338, 0.114] | Action Distribution: FORWARD: 0.1217 | TURN_LEFT: 0.2748 | TURN_RIGHT: 0.2868 | FORWARD_LEFT: 0.0122 | FORWARD_RIGHT: 0.1028 | BACKWARD: 0.2016 | Selected: FORWARD_RIGHT (prob: 0.1028)
Episode 43 | Step 1 | State: [0.138, 0.074, 0.000, 0.000, 0.060, 0.029, 0.325, 0.114] | Action Distribution: FORWARD: 0.1672 | TURN_LEFT: 0.2922 | TURN_RIGHT: 0.2762 | FORWARD_LEFT: 0.0144 | FORWARD_RIGHT: 0.1110 | BACKWARD: 0.1391 | Selected: TURN_RIGHT (prob: 0.2762)
Episode 43 | Step 2 | State: [0.133, 0.091, 0.000, 0.000, 0.046, 0.029, 0.328, 0.107] | Action Distribution: FORWARD: 0.2395 | TURN_LEFT: 0.2952 | TURN_RIGHT: 0.2449 | FORWARD_LEFT: 0.0152 | FORWARD_RIGHT: 0.1208 | BACKWARD: 0.0843 | Selected: FORWARD (prob: 0.2395)
Episode 43 | Step 3 | State: [0.106, 0.069, 0.000, 0.000, 0.048, 0.029, 0.317, 0.112] | Action Distribution: FORWARD: 0.2623 | TURN_LEFT: 0.2964 | TURN_RIGHT: 0.2376 | FORWARD_LEFT: 0.0161 | FORWARD_RIGHT: 0.1152 | BACKWARD: 0.0725 | Selected: TURN_LEFT (prob: 0.2964)
Episode 43 | Step 4 | State: [0.109, 0.056, 0.000, 0.000, 0.067, 0.029, 0.315, 0.121] | Action Distribution: FORWARD: 0.2449 | TURN_LEFT: 0.3002 | TURN_RIGHT: 0.2485 | FORWARD_LEFT: 0.0155 | FORWARD_RIGHT: 0.1098 | BACKWARD: 0.0811 | Selected: FORWARD (prob: 0.2449)
Episode 43 | Step 5 | State: [0.093, 0.042, 0.000, 0.000, 0.083, 0.029, 0.310, 0.132] | Action Distribution: FORWARD: 0.2256 | TURN_LEFT: 0.3024 | TURN_RIGHT: 0.2617 | FORWARD_LEFT: 0.0153 | FORWARD_RIGHT: 0.1037 | BACKWARD: 0.0914 | Selected: TURN_RIGHT (prob: 0.2617)
Episode 43 | Step 6 | State: [0.090, 0.044, 0.000, 0.000, 0.053, 0.029, 0.310, 0.122] | Action Distribution: FORWARD: 0.3173 | TURN_LEFT: 0.2903 | TURN_RIGHT: 0.2171 | FORWARD_LEFT: 0.0159 | FORWARD_RIGHT: 0.1077 | BACKWARD: 0.0517 | Selected: TURN_LEFT (prob: 0.2903)
Episode 43 | Step 7 | State: [0.093, 0.042, 0.000, 0.000, 0.083, 0.029, 0.310, 0.131] | Action Distribution: FORWARD: 0.2538 | TURN_LEFT: 0.3018 | TURN_RIGHT: 0.2502 | FORWARD_LEFT: 0.0152 | FORWARD_RIGHT: 0.1034 | BACKWARD: 0.0756 | Selected: TURN_LEFT (prob: 0.3018)
Episode 43 | Step 8 | State: [0.094, 0.032, 0.000, 0.000, 0.107, 0.029, 0.308, 0.141] | Action Distribution: FORWARD: 0.1930 | TURN_LEFT: 0.3051 | TURN_RIGHT: 0.2818 | FORWARD_LEFT: 0.0140 | FORWARD_RIGHT: 0.0962 | BACKWARD: 0.1099 | Selected: TURN_RIGHT (prob: 0.2818)
Episode 43 | Step 9 | State: [0.093, 0.042, 0.000, 0.000, 0.082, 0.029, 0.310, 0.131] | Action Distribution: FORWARD: 0.2487 | TURN_LEFT: 0.3045 | TURN_RIGHT: 0.2535 | FORWARD_LEFT: 0.0148 | FORWARD_RIGHT: 0.1025 | BACKWARD: 0.0760 | Selected: FORWARD (prob: 0.2487)
Episode 43 | Step 10 | State: [0.081, 0.032, 0.000, 0.000, 0.100, 0.029, 0.306, 0.144] | Action Distribution: FORWARD: 0.1850 | TURN_LEFT: 0.3065 | TURN_RIGHT: 0.2881 | FORWARD_LEFT: 0.0139 | FORWARD_RIGHT: 0.0937 | BACKWARD: 0.1128 | Selected: FORWARD (prob: 0.1850)
Episode 44 | Step 1 | State: [0.057, 0.032, 0.000, 0.000, 0.124, 0.029, 0.300, 0.164] | Action Distribution: FORWARD: 0.1182 | TURN_LEFT: 0.2901 | TURN_RIGHT: 0.3213 | FORWARD_LEFT: 0.0120 | FORWARD_RIGHT: 0.0794 | BACKWARD: 0.1790 | Selected: BACKWARD (prob: 0.1790)
Episode 44 | Step 2 | State: [0.081, 0.032, 0.000, 0.000, 0.099, 0.029, 0.306, 0.143] | Action Distribution: FORWARD: 0.1689 | TURN_LEFT: 0.3081 | TURN_RIGHT: 0.2956 | FORWARD_LEFT: 0.0133 | FORWARD_RIGHT: 0.0901 | BACKWARD: 0.1240 | Selected: FORWARD_RIGHT (prob: 0.0901)
Episode 44 | Step 3 | State: [0.054, 0.032, 0.000, 0.000, 0.062, 0.029, 0.304, 0.156] | Action Distribution: FORWARD: 0.2021 | TURN_LEFT: 0.3104 | TURN_RIGHT: 0.2830 | FORWARD_LEFT: 0.0143 | FORWARD_RIGHT: 0.0891 | BACKWARD: 0.1012 | Selected: BACKWARD (prob: 0.1012)
Episode 44 | Step 4 | State: [0.081, 0.039, 0.000, 0.000, 0.056, 0.029, 0.307, 0.132] | Action Distribution: FORWARD: 0.2586 | TURN_LEFT: 0.3104 | TURN_RIGHT: 0.2483 | FORWARD_LEFT: 0.0147 | FORWARD_RIGHT: 0.0958 | BACKWARD: 0.0722 | Selected: FORWARD (prob: 0.2586)
Episode 44 | Step 5 | State: [0.054, 0.032, 0.000, 0.000, 0.062, 0.029, 0.304, 0.156] | Action Distribution: FORWARD: 0.2076 | TURN_LEFT: 0.3144 | TURN_RIGHT: 0.2780 | FORWARD_LEFT: 0.0141 | FORWARD_RIGHT: 0.0870 | BACKWARD: 0.0990 | Selected: TURN_RIGHT (prob: 0.2780)
Episode 44 | Step 6 | State: [0.060, 0.032, 0.000, 0.000, 0.036, 0.029, 0.304, 0.165] | Action Distribution: FORWARD: 0.2360 | TURN_LEFT: 0.3137 | TURN_RIGHT: 0.2658 | FORWARD_LEFT: 0.0141 | FORWARD_RIGHT: 0.0840 | BACKWARD: 0.0864 | Selected: TURN_LEFT (prob: 0.3137)
Episode 44 | Step 7 | State: [0.054, 0.032, 0.000, 0.000, 0.062, 0.029, 0.304, 0.155] | Action Distribution: FORWARD: 0.2137 | TURN_LEFT: 0.3179 | TURN_RIGHT: 0.2727 | FORWARD_LEFT: 0.0139 | FORWARD_RIGHT: 0.0849 | BACKWARD: 0.0968 | Selected: BACKWARD (prob: 0.0968)
Episode 44 | Step 8 | State: [0.082, 0.040, 0.000, 0.000, 0.055, 0.029, 0.313, 0.131] | Action Distribution: FORWARD: 0.2801 | TURN_LEFT: 0.3135 | TURN_RIGHT: 0.2341 | FORWARD_LEFT: 0.0140 | FORWARD_RIGHT: 0.0926 | BACKWARD: 0.0656 | Selected: TURN_RIGHT (prob: 0.2341)
Episode 44 | Step 9 | State: [0.068, 0.043, 0.000, 0.000, 0.045, 0.029, 0.308, 0.126] | Action Distribution: FORWARD: 0.3009 | TURN_LEFT: 0.3083 | TURN_RIGHT: 0.2251 | FORWARD_LEFT: 0.0144 | FORWARD_RIGHT: 0.0936 | BACKWARD: 0.0577 | Selected: FORWARD (prob: 0.3009)
Episode 44 | Step 10 | State: [0.057, 0.033, 0.000, 0.000, 0.029, 0.029, 0.308, 0.162] | Action Distribution: FORWARD: 0.2388 | TURN_LEFT: 0.3180 | TURN_RIGHT: 0.2651 | FORWARD_LEFT: 0.0138 | FORWARD_RIGHT: 0.0806 | BACKWARD: 0.0837 | Selected: TURN_LEFT (prob: 0.3180)
