Training Log - Episode | Step | State | Action Distribution | Probability of Selected Action
====================================================================================================
Episode 1 | Step 1 | State: [0.021, 0.021, 0.000, 0.000, 0.057, 0.020, 0.198, 0.020] | Action Distribution: FORWARD: 0.2632 | TURN_LEFT: 0.1663 | TURN_RIGHT: 0.1319 | FORWARD_LEFT: 0.2584 | FORWARD_RIGHT: 0.1338 | BACKWARD: 0.0463 | Selected: FORWARD_LEFT (prob: 0.2584)
Episode 27 | Step 5 | State: [0.021, 0.191, 0.000, 0.000, 0.049, 0.063, 0.193, 0.020] | Action Distribution: FORWARD: 0.0446 | TURN_LEFT: 0.4479 | TURN_RIGHT: 0.2676 | FORWARD_LEFT: 0.0168 | FORWARD_RIGHT: 0.1940 | BACKWARD: 0.0291 | Selected: TURN_RIGHT (prob: 0.2676)
Episode 27 | Step 6 | State: [0.021, 0.165, 0.000, 0.000, 0.081, 0.063, 0.193, 0.020] | Action Distribution: FORWARD: 0.0471 | TURN_LEFT: 0.4740 | TURN_RIGHT: 0.2764 | FORWARD_LEFT: 0.0183 | FORWARD_RIGHT: 0.1377 | BACKWARD: 0.0465 | Selected: FORWARD_RIGHT (prob: 0.1377)
Episode 27 | Step 7 | State: [0.021, 0.089, 0.000, 0.000, 0.189, 0.089, 0.193, 0.020] | Action Distribution: FORWARD: 0.0229 | TURN_LEFT: 0.4618 | TURN_RIGHT: 0.2307 | FORWARD_LEFT: 0.0045 | FORWARD_RIGHT: 0.0254 | BACKWARD: 0.2547 | Selected: TURN_LEFT (prob: 0.4618)
Episode 27 | Step 8 | State: [0.022, 0.121, 0.000, 0.000, 0.128, 0.161, 0.193, 0.020] | Action Distribution: FORWARD: 0.0143 | TURN_LEFT: 0.4541 | TURN_RIGHT: 0.2241 | FORWARD_LEFT: 0.0009 | FORWARD_RIGHT: 0.0205 | BACKWARD: 0.2861 | Selected: TURN_LEFT (prob: 0.4541)
Episode 27 | Step 9 | State: [0.021, 0.141, 0.000, 0.000, 0.071, 0.234, 0.193, 0.020] | Action Distribution: FORWARD: 0.0062 | TURN_LEFT: 0.3799 | TURN_RIGHT: 0.1900 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0103 | BACKWARD: 0.4134 | Selected: TURN_LEFT (prob: 0.3799)
Episode 27 | Step 10 | State: [0.021, 0.160, 0.000, 0.000, 0.066, 0.238, 0.193, 0.020] | Action Distribution: FORWARD: 0.0055 | TURN_LEFT: 0.3907 | TURN_RIGHT: 0.2033 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0102 | BACKWARD: 0.3902 | Selected: TURN_LEFT (prob: 0.3907)
Episode 28 | Step 1 | State: [0.022, 0.144, 0.000, 0.000, 0.019, 0.310, 0.204, 0.020] | Action Distribution: FORWARD: 0.0025 | TURN_LEFT: 0.2997 | TURN_RIGHT: 0.0957 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0037 | BACKWARD: 0.5984 | Selected: BACKWARD (prob: 0.5984)
Episode 28 | Step 2 | State: [0.021, 0.288, 0.000, 0.000, 0.019, 0.105, 0.210, 0.020] | Action Distribution: FORWARD: 0.0134 | TURN_LEFT: 0.4341 | TURN_RIGHT: 0.3513 | FORWARD_LEFT: 0.0010 | FORWARD_RIGHT: 0.1789 | BACKWARD: 0.0212 | Selected: TURN_RIGHT (prob: 0.3513)
Episode 28 | Step 3 | State: [0.021, 0.250, 0.000, 0.000, 0.047, 0.062, 0.193, 0.020] | Action Distribution: FORWARD: 0.0173 | TURN_LEFT: 0.3910 | TURN_RIGHT: 0.3994 | FORWARD_LEFT: 0.0039 | FORWARD_RIGHT: 0.1567 | BACKWARD: 0.0317 | Selected: TURN_LEFT (prob: 0.3910)
Episode 28 | Step 4 | State: [0.021, 0.286, 0.000, 0.000, 0.019, 0.104, 0.209, 0.020] | Action Distribution: FORWARD: 0.0138 | TURN_LEFT: 0.4444 | TURN_RIGHT: 0.3500 | FORWARD_LEFT: 0.0011 | FORWARD_RIGHT: 0.1671 | BACKWARD: 0.0236 | Selected: FORWARD_RIGHT (prob: 0.1671)
Episode 28 | Step 5 | State: [0.021, 0.165, 0.000, 0.000, 0.065, 0.153, 0.193, 0.020] | Action Distribution: FORWARD: 0.0237 | TURN_LEFT: 0.5566 | TURN_RIGHT: 0.2482 | FORWARD_LEFT: 0.0018 | FORWARD_RIGHT: 0.0472 | BACKWARD: 0.1225 | Selected: FORWARD_RIGHT (prob: 0.0472)
Episode 28 | Step 6 | State: [0.021, 0.105, 0.000, 0.000, 0.198, 0.369, 0.193, 0.020] | Action Distribution: FORWARD: 0.0000 | TURN_LEFT: 0.0007 | TURN_RIGHT: 0.0003 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.9990 | Selected: BACKWARD (prob: 0.9990)
Episode 28 | Step 7 | State: [0.021, 0.139, 0.000, 0.000, 0.106, 0.077, 0.193, 0.020] | Action Distribution: FORWARD: 0.0426 | TURN_LEFT: 0.5234 | TURN_RIGHT: 0.2591 | FORWARD_LEFT: 0.0114 | FORWARD_RIGHT: 0.0702 | BACKWARD: 0.0933 | Selected: TURN_LEFT (prob: 0.5234)
Episode 28 | Step 8 | State: [0.022, 0.161, 0.000, 0.000, 0.061, 0.134, 0.193, 0.020] | Action Distribution: FORWARD: 0.0292 | TURN_LEFT: 0.5556 | TURN_RIGHT: 0.2513 | FORWARD_LEFT: 0.0031 | FORWARD_RIGHT: 0.0569 | BACKWARD: 0.1040 | Selected: TURN_LEFT (prob: 0.5556)
Episode 28 | Step 9 | State: [0.021, 0.185, 0.000, 0.000, 0.056, 0.192, 0.193, 0.020] | Action Distribution: FORWARD: 0.0095 | TURN_LEFT: 0.4833 | TURN_RIGHT: 0.2497 | FORWARD_LEFT: 0.0003 | FORWARD_RIGHT: 0.0190 | BACKWARD: 0.2383 | Selected: TURN_LEFT (prob: 0.4833)
Episode 28 | Step 10 | State: [0.021, 0.193, 0.000, 0.000, 0.019, 0.192, 0.204, 0.020] | Action Distribution: FORWARD: 0.0152 | TURN_LEFT: 0.5660 | TURN_RIGHT: 0.2540 | FORWARD_LEFT: 0.0006 | FORWARD_RIGHT: 0.0381 | BACKWARD: 0.1261 | Selected: TURN_RIGHT (prob: 0.2540)
Episode 29 | Step 1 | State: [0.021, 0.185, 0.000, 0.000, 0.056, 0.134, 0.193, 0.020] | Action Distribution: FORWARD: 0.0218 | TURN_LEFT: 0.5519 | TURN_RIGHT: 0.2757 | FORWARD_LEFT: 0.0017 | FORWARD_RIGHT: 0.0513 | BACKWARD: 0.0976 | Selected: TURN_RIGHT (prob: 0.2757)
Episode 29 | Step 2 | State: [0.021, 0.162, 0.000, 0.000, 0.060, 0.133, 0.193, 0.020] | Action Distribution: FORWARD: 0.0257 | TURN_LEFT: 0.5527 | TURN_RIGHT: 0.2616 | FORWARD_LEFT: 0.0024 | FORWARD_RIGHT: 0.0493 | BACKWARD: 0.1083 | Selected: TURN_LEFT (prob: 0.5527)
Episode 29 | Step 3 | State: [0.021, 0.185, 0.000, 0.000, 0.056, 0.134, 0.193, 0.020] | Action Distribution: FORWARD: 0.0205 | TURN_LEFT: 0.5518 | TURN_RIGHT: 0.2818 | FORWARD_LEFT: 0.0015 | FORWARD_RIGHT: 0.0477 | BACKWARD: 0.0967 | Selected: TURN_LEFT (prob: 0.5518)
Episode 29 | Step 4 | State: [0.021, 0.200, 0.000, 0.000, 0.019, 0.190, 0.204, 0.020] | Action Distribution: FORWARD: 0.0126 | TURN_LEFT: 0.5679 | TURN_RIGHT: 0.2701 | FORWARD_LEFT: 0.0004 | FORWARD_RIGHT: 0.0319 | BACKWARD: 0.1170 | Selected: FORWARD_RIGHT (prob: 0.0319)
Episode 29 | Step 5 | State: [0.021, 0.130, 0.000, 0.000, 0.081, 0.388, 0.193, 0.020] | Action Distribution: FORWARD: 0.0000 | TURN_LEFT: 0.0039 | TURN_RIGHT: 0.0015 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.9946 | Selected: BACKWARD (prob: 0.9946)
Episode 29 | Step 6 | State: [0.021, 0.184, 0.000, 0.000, 0.053, 0.119, 0.193, 0.020] | Action Distribution: FORWARD: 0.0230 | TURN_LEFT: 0.5493 | TURN_RIGHT: 0.2930 | FORWARD_LEFT: 0.0021 | FORWARD_RIGHT: 0.0536 | BACKWARD: 0.0790 | Selected: FORWARD (prob: 0.0230)
Episode 29 | Step 7 | State: [0.021, 0.130, 0.000, 0.000, 0.081, 0.383, 0.193, 0.020] | Action Distribution: FORWARD: 0.0000 | TURN_LEFT: 0.0045 | TURN_RIGHT: 0.0018 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.9937 | Selected: FORWARD (prob: 0.0000)
Episode 29 | Step 8 | State: [0.021, 0.083, 0.000, 0.000, 0.019, 0.923, 0.193, 0.020] | Action Distribution: FORWARD: 0.0000 | TURN_LEFT: 0.0000 | TURN_RIGHT: 0.0000 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 1.0000 | Selected: BACKWARD (prob: 1.0000)
Episode 29 | Step 9 | State: [0.021, 0.131, 0.000, 0.000, 0.080, 0.379, 0.193, 0.020] | Action Distribution: FORWARD: 0.0000 | TURN_LEFT: 0.0052 | TURN_RIGHT: 0.0022 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0000 | BACKWARD: 0.9925 | Selected: BACKWARD (prob: 0.9925)
Episode 29 | Step 10 | State: [0.021, 0.185, 0.000, 0.000, 0.053, 0.118, 0.193, 0.020] | Action Distribution: FORWARD: 0.0262 | TURN_LEFT: 0.5487 | TURN_RIGHT: 0.2955 | FORWARD_LEFT: 0.0026 | FORWARD_RIGHT: 0.0555 | BACKWARD: 0.0716 | Selected: TURN_LEFT (prob: 0.5487)
Episode 30 | Step 1 | State: [0.021, 0.212, 0.000, 0.000, 0.019, 0.118, 0.203, 0.020] | Action Distribution: FORWARD: 0.0324 | TURN_LEFT: 0.5589 | TURN_RIGHT: 0.2737 | FORWARD_LEFT: 0.0032 | FORWARD_RIGHT: 0.0970 | BACKWARD: 0.0347 | Selected: FORWARD_RIGHT (prob: 0.0970)
Episode 30 | Step 2 | State: [0.021, 0.143, 0.000, 0.000, 0.068, 0.233, 0.193, 0.020] | Action Distribution: FORWARD: 0.0032 | TURN_LEFT: 0.3006 | TURN_RIGHT: 0.1828 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0030 | BACKWARD: 0.5103 | Selected: BACKWARD (prob: 0.5103)
Episode 30 | Step 3 | State: [0.021, 0.192, 0.000, 0.000, 0.050, 0.065, 0.193, 0.020] | Action Distribution: FORWARD: 0.0506 | TURN_LEFT: 0.4943 | TURN_RIGHT: 0.2749 | FORWARD_LEFT: 0.0135 | FORWARD_RIGHT: 0.1379 | BACKWARD: 0.0287 | Selected: TURN_LEFT (prob: 0.4943)
Episode 30 | Step 4 | State: [0.021, 0.219, 0.000, 0.000, 0.019, 0.109, 0.193, 0.020] | Action Distribution: FORWARD: 0.0376 | TURN_LEFT: 0.5512 | TURN_RIGHT: 0.2631 | FORWARD_LEFT: 0.0043 | FORWARD_RIGHT: 0.1160 | BACKWARD: 0.0279 | Selected: TURN_LEFT (prob: 0.5512)
Episode 30 | Step 5 | State: [0.021, 0.248, 0.000, 0.000, 0.019, 0.154, 0.207, 0.020] | Action Distribution: FORWARD: 0.0207 | TURN_LEFT: 0.6001 | TURN_RIGHT: 0.2716 | FORWARD_LEFT: 0.0009 | FORWARD_RIGHT: 0.0728 | BACKWARD: 0.0339 | Selected: TURN_LEFT (prob: 0.6001)
Episode 30 | Step 6 | State: [0.021, 0.208, 0.000, 0.000, 0.019, 0.196, 0.239, 0.020] | Action Distribution: FORWARD: 0.0207 | TURN_LEFT: 0.6165 | TURN_RIGHT: 0.2575 | FORWARD_LEFT: 0.0007 | FORWARD_RIGHT: 0.0422 | BACKWARD: 0.0624 | Selected: TURN_RIGHT (prob: 0.2575)
Episode 30 | Step 7 | State: [0.021, 0.248, 0.000, 0.000, 0.019, 0.153, 0.207, 0.020] | Action Distribution: FORWARD: 0.0209 | TURN_LEFT: 0.6024 | TURN_RIGHT: 0.2708 | FORWARD_LEFT: 0.0009 | FORWARD_RIGHT: 0.0727 | BACKWARD: 0.0323 | Selected: FORWARD_RIGHT (prob: 0.0727)
Episode 30 | Step 8 | State: [0.021, 0.164, 0.000, 0.000, 0.019, 0.268, 0.193, 0.020] | Action Distribution: FORWARD: 0.0034 | TURN_LEFT: 0.3896 | TURN_RIGHT: 0.1823 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0035 | BACKWARD: 0.4212 | Selected: TURN_LEFT (prob: 0.3896)
Episode 30 | Step 9 | State: [0.022, 0.151, 0.000, 0.000, 0.019, 0.269, 0.204, 0.020] | Action Distribution: FORWARD: 0.0036 | TURN_LEFT: 0.3854 | TURN_RIGHT: 0.1759 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0033 | BACKWARD: 0.4318 | Selected: TURN_RIGHT (prob: 0.1759)
Episode 30 | Step 10 | State: [0.021, 0.163, 0.000, 0.000, 0.020, 0.266, 0.192, 0.020] | Action Distribution: FORWARD: 0.0027 | TURN_LEFT: 0.3702 | TURN_RIGHT: 0.1847 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0028 | BACKWARD: 0.4396 | Selected: TURN_LEFT (prob: 0.3702)
Episode 31 | Step 1 | State: [0.021, 0.151, 0.000, 0.000, 0.019, 0.268, 0.202, 0.020] | Action Distribution: FORWARD: 0.0026 | TURN_LEFT: 0.3534 | TURN_RIGHT: 0.1783 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0025 | BACKWARD: 0.4631 | Selected: TURN_LEFT (prob: 0.3534)
Episode 31 | Step 2 | State: [0.021, 0.123, 0.000, 0.000, 0.019, 0.266, 0.214, 0.020] | Action Distribution: FORWARD: 0.0036 | TURN_LEFT: 0.3486 | TURN_RIGHT: 0.1620 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0027 | BACKWARD: 0.4831 | Selected: TURN_RIGHT (prob: 0.1620)
Episode 31 | Step 3 | State: [0.021, 0.153, 0.000, 0.000, 0.019, 0.267, 0.202, 0.020] | Action Distribution: FORWARD: 0.0021 | TURN_LEFT: 0.3288 | TURN_RIGHT: 0.1881 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0021 | BACKWARD: 0.4788 | Selected: TURN_LEFT (prob: 0.3288)
Episode 31 | Step 4 | State: [0.021, 0.123, 0.000, 0.000, 0.019, 0.265, 0.215, 0.020] | Action Distribution: FORWARD: 0.0032 | TURN_LEFT: 0.3274 | TURN_RIGHT: 0.1723 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0024 | BACKWARD: 0.4946 | Selected: BACKWARD (prob: 0.4946)
Episode 31 | Step 5 | State: [0.021, 0.232, 0.000, 0.000, 0.019, 0.145, 0.245, 0.020] | Action Distribution: FORWARD: 0.0224 | TURN_LEFT: 0.5775 | TURN_RIGHT: 0.2973 | FORWARD_LEFT: 0.0008 | FORWARD_RIGHT: 0.0756 | BACKWARD: 0.0265 | Selected: TURN_LEFT (prob: 0.5775)
Episode 31 | Step 6 | State: [0.021, 0.191, 0.000, 0.000, 0.019, 0.184, 0.276, 0.020] | Action Distribution: FORWARD: 0.0240 | TURN_LEFT: 0.5931 | TURN_RIGHT: 0.2873 | FORWARD_LEFT: 0.0007 | FORWARD_RIGHT: 0.0467 | BACKWARD: 0.0482 | Selected: TURN_RIGHT (prob: 0.2873)
Episode 31 | Step 7 | State: [0.021, 0.233, 0.000, 0.000, 0.019, 0.145, 0.241, 0.020] | Action Distribution: FORWARD: 0.0225 | TURN_LEFT: 0.5632 | TURN_RIGHT: 0.3129 | FORWARD_LEFT: 0.0007 | FORWARD_RIGHT: 0.0747 | BACKWARD: 0.0261 | Selected: TURN_LEFT (prob: 0.5632)
Episode 31 | Step 8 | State: [0.022, 0.192, 0.000, 0.000, 0.019, 0.184, 0.277, 0.020] | Action Distribution: FORWARD: 0.0250 | TURN_LEFT: 0.5812 | TURN_RIGHT: 0.3004 | FORWARD_LEFT: 0.0006 | FORWARD_RIGHT: 0.0483 | BACKWARD: 0.0446 | Selected: TURN_LEFT (prob: 0.5812)
Episode 31 | Step 9 | State: [0.022, 0.123, 0.000, 0.000, 0.019, 0.178, 0.303, 0.023] | Action Distribution: FORWARD: 0.0782 | TURN_LEFT: 0.5719 | TURN_RIGHT: 0.2246 | FORWARD_LEFT: 0.0047 | FORWARD_RIGHT: 0.0750 | BACKWARD: 0.0456 | Selected: TURN_LEFT (prob: 0.5719)
Episode 31 | Step 10 | State: [0.021, 0.040, 0.000, 0.000, 0.019, 0.169, 0.336, 0.034] | Action Distribution: FORWARD: 0.2014 | TURN_LEFT: 0.4770 | TURN_RIGHT: 0.1470 | FORWARD_LEFT: 0.0305 | FORWARD_RIGHT: 0.1031 | BACKWARD: 0.0410 | Selected: TURN_RIGHT (prob: 0.1470)
Episode 32 | Step 1 | State: [0.021, 0.122, 0.000, 0.000, 0.019, 0.177, 0.304, 0.030] | Action Distribution: FORWARD: 0.0769 | TURN_LEFT: 0.5644 | TURN_RIGHT: 0.2384 | FORWARD_LEFT: 0.0041 | FORWARD_RIGHT: 0.0681 | BACKWARD: 0.0481 | Selected: TURN_RIGHT (prob: 0.2384)
Episode 32 | Step 2 | State: [0.021, 0.193, 0.000, 0.000, 0.019, 0.183, 0.278, 0.020] | Action Distribution: FORWARD: 0.0229 | TURN_LEFT: 0.5527 | TURN_RIGHT: 0.3398 | FORWARD_LEFT: 0.0004 | FORWARD_RIGHT: 0.0410 | BACKWARD: 0.0432 | Selected: TURN_LEFT (prob: 0.5527)
Episode 32 | Step 3 | State: [0.021, 0.124, 0.000, 0.000, 0.019, 0.177, 0.304, 0.027] | Action Distribution: FORWARD: 0.0701 | TURN_LEFT: 0.5604 | TURN_RIGHT: 0.2580 | FORWARD_LEFT: 0.0031 | FORWARD_RIGHT: 0.0615 | BACKWARD: 0.0468 | Selected: TURN_RIGHT (prob: 0.2580)
Episode 32 | Step 4 | State: [0.021, 0.195, 0.000, 0.000, 0.019, 0.183, 0.277, 0.020] | Action Distribution: FORWARD: 0.0195 | TURN_LEFT: 0.5371 | TURN_RIGHT: 0.3669 | FORWARD_LEFT: 0.0003 | FORWARD_RIGHT: 0.0347 | BACKWARD: 0.0414 | Selected: TURN_RIGHT (prob: 0.3669)
Episode 32 | Step 5 | State: [0.022, 0.242, 0.000, 0.000, 0.019, 0.144, 0.242, 0.020] | Action Distribution: FORWARD: 0.0160 | TURN_LEFT: 0.5097 | TURN_RIGHT: 0.4011 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0520 | BACKWARD: 0.0210 | Selected: FORWARD (prob: 0.0160)
Episode 32 | Step 6 | State: [0.021, 0.128, 0.000, 0.000, 0.020, 0.260, 0.215, 0.020] | Action Distribution: FORWARD: 0.0026 | TURN_LEFT: 0.3066 | TURN_RIGHT: 0.3100 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0019 | BACKWARD: 0.3789 | Selected: BACKWARD (prob: 0.3789)
Episode 32 | Step 7 | State: [0.022, 0.243, 0.000, 0.000, 0.019, 0.144, 0.243, 0.020] | Action Distribution: FORWARD: 0.0152 | TURN_LEFT: 0.4969 | TURN_RIGHT: 0.4195 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0507 | BACKWARD: 0.0176 | Selected: TURN_LEFT (prob: 0.4969)
Episode 32 | Step 8 | State: [0.021, 0.199, 0.000, 0.000, 0.019, 0.182, 0.279, 0.020] | Action Distribution: FORWARD: 0.0180 | TURN_LEFT: 0.5131 | TURN_RIGHT: 0.4051 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0343 | BACKWARD: 0.0292 | Selected: FORWARD_RIGHT (prob: 0.0343)
Episode 32 | Step 9 | State: [0.021, 0.156, 0.000, 0.000, 0.019, 0.242, 0.216, 0.020] | Action Distribution: FORWARD: 0.0035 | TURN_LEFT: 0.3697 | TURN_RIGHT: 0.4118 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0034 | BACKWARD: 0.2116 | Selected: TURN_LEFT (prob: 0.3697)
Episode 32 | Step 10 | State: [0.021, 0.110, 0.000, 0.000, 0.019, 0.239, 0.233, 0.020] | Action Distribution: FORWARD: 0.0091 | TURN_LEFT: 0.4165 | TURN_RIGHT: 0.3531 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0057 | BACKWARD: 0.2155 | Selected: FORWARD (prob: 0.0091)
Episode 33 | Step 1 | State: [0.021, 0.066, 0.000, 0.000, 0.019, 0.345, 0.215, 0.020] | Action Distribution: FORWARD: 0.0002 | TURN_LEFT: 0.0761 | TURN_RIGHT: 0.0691 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0001 | BACKWARD: 0.8545 | Selected: BACKWARD (prob: 0.8545)
Episode 33 | Step 2 | State: [0.021, 0.112, 0.000, 0.000, 0.019, 0.238, 0.233, 0.020] | Action Distribution: FORWARD: 0.0112 | TURN_LEFT: 0.4321 | TURN_RIGHT: 0.3548 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0069 | BACKWARD: 0.1948 | Selected: BACKWARD (prob: 0.1948)
Episode 33 | Step 3 | State: [0.021, 0.288, 0.000, 0.000, 0.019, 0.135, 0.270, 0.020] | Action Distribution: FORWARD: 0.0151 | TURN_LEFT: 0.4664 | TURN_RIGHT: 0.4052 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.1076 | BACKWARD: 0.0056 | Selected: BACKWARD (prob: 0.0056)
Episode 33 | Step 4 | State: [0.021, 0.755, 0.000, 0.000, 0.019, 0.075, 0.430, 0.029] | Action Distribution: FORWARD: 0.0001 | TURN_LEFT: 0.0832 | TURN_RIGHT: 0.1342 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.7824 | BACKWARD: 0.0000 | Selected: FORWARD_RIGHT (prob: 0.7824)
Episode 33 | Step 5 | State: [0.021, 0.376, 0.000, 0.000, 0.019, 0.095, 0.239, 0.020] | Action Distribution: FORWARD: 0.0035 | TURN_LEFT: 0.3296 | TURN_RIGHT: 0.5173 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.1473 | BACKWARD: 0.0023 | Selected: TURN_RIGHT (prob: 0.5173)
Episode 33 | Step 6 | State: [0.021, 0.331, 0.000, 0.000, 0.042, 0.057, 0.212, 0.020] | Action Distribution: FORWARD: 0.0068 | TURN_LEFT: 0.3151 | TURN_RIGHT: 0.5317 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.1419 | BACKWARD: 0.0044 | Selected: TURN_RIGHT (prob: 0.5317)
Episode 33 | Step 7 | State: [0.021, 0.288, 0.000, 0.000, 0.045, 0.042, 0.193, 0.020] | Action Distribution: FORWARD: 0.0160 | TURN_LEFT: 0.3387 | TURN_RIGHT: 0.4701 | FORWARD_LEFT: 0.0009 | FORWARD_RIGHT: 0.1683 | BACKWARD: 0.0061 | Selected: FORWARD_RIGHT (prob: 0.1683)
Episode 33 | Step 8 | State: [0.021, 0.183, 0.000, 0.000, 0.095, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0789 | TURN_LEFT: 0.4047 | TURN_RIGHT: 0.3287 | FORWARD_LEFT: 0.0131 | FORWARD_RIGHT: 0.1615 | BACKWARD: 0.0132 | Selected: TURN_RIGHT (prob: 0.3287)
Episode 33 | Step 9 | State: [0.022, 0.154, 0.000, 0.000, 0.138, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0645 | TURN_LEFT: 0.4379 | TURN_RIGHT: 0.3756 | FORWARD_LEFT: 0.0105 | FORWARD_RIGHT: 0.0812 | BACKWARD: 0.0303 | Selected: FORWARD (prob: 0.0645)
Episode 33 | Step 10 | State: [0.021, 0.123, 0.000, 0.000, 0.240, 0.111, 0.193, 0.020] | Action Distribution: FORWARD: 0.0025 | TURN_LEFT: 0.2793 | TURN_RIGHT: 0.3365 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0013 | BACKWARD: 0.3803 | Selected: TURN_LEFT (prob: 0.2793)
Episode 34 | Step 1 | State: [0.021, 0.144, 0.000, 0.000, 0.202, 0.206, 0.193, 0.020] | Action Distribution: FORWARD: 0.0003 | TURN_LEFT: 0.1255 | TURN_RIGHT: 0.1789 | FORWARD_LEFT: 0.0000 | FORWARD_RIGHT: 0.0001 | BACKWARD: 0.6952 | Selected: BACKWARD (prob: 0.6952)
Episode 34 | Step 2 | State: [0.022, 0.188, 0.000, 0.000, 0.097, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0688 | TURN_LEFT: 0.4611 | TURN_RIGHT: 0.3251 | FORWARD_LEFT: 0.0093 | FORWARD_RIGHT: 0.1213 | BACKWARD: 0.0145 | Selected: TURN_RIGHT (prob: 0.3251)
Episode 34 | Step 3 | State: [0.022, 0.160, 0.000, 0.000, 0.140, 0.019, 0.195, 0.020] | Action Distribution: FORWARD: 0.0506 | TURN_LEFT: 0.4828 | TURN_RIGHT: 0.3717 | FORWARD_LEFT: 0.0065 | FORWARD_RIGHT: 0.0555 | BACKWARD: 0.0330 | Selected: TURN_LEFT (prob: 0.4828)
Episode 34 | Step 4 | State: [0.021, 0.189, 0.000, 0.000, 0.096, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0633 | TURN_LEFT: 0.4886 | TURN_RIGHT: 0.3238 | FORWARD_LEFT: 0.0076 | FORWARD_RIGHT: 0.1012 | BACKWARD: 0.0156 | Selected: TURN_RIGHT (prob: 0.3238)
Episode 34 | Step 5 | State: [0.021, 0.159, 0.000, 0.000, 0.140, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0488 | TURN_LEFT: 0.4980 | TURN_RIGHT: 0.3641 | FORWARD_LEFT: 0.0058 | FORWARD_RIGHT: 0.0470 | BACKWARD: 0.0364 | Selected: TURN_LEFT (prob: 0.4980)
Episode 34 | Step 6 | State: [0.021, 0.188, 0.000, 0.000, 0.114, 0.020, 0.193, 0.020] | Action Distribution: FORWARD: 0.0496 | TURN_LEFT: 0.4981 | TURN_RIGHT: 0.3554 | FORWARD_LEFT: 0.0053 | FORWARD_RIGHT: 0.0701 | BACKWARD: 0.0215 | Selected: TURN_LEFT (prob: 0.4981)
Episode 34 | Step 7 | State: [0.021, 0.220, 0.000, 0.000, 0.088, 0.074, 0.193, 0.020] | Action Distribution: FORWARD: 0.0228 | TURN_LEFT: 0.5427 | TURN_RIGHT: 0.3726 | FORWARD_LEFT: 0.0008 | FORWARD_RIGHT: 0.0362 | BACKWARD: 0.0249 | Selected: TURN_LEFT (prob: 0.5427)
Episode 34 | Step 8 | State: [0.021, 0.252, 0.000, 0.000, 0.052, 0.128, 0.206, 0.020] | Action Distribution: FORWARD: 0.0144 | TURN_LEFT: 0.6158 | TURN_RIGHT: 0.3232 | FORWARD_LEFT: 0.0002 | FORWARD_RIGHT: 0.0285 | BACKWARD: 0.0179 | Selected: TURN_LEFT (prob: 0.6158)
Episode 34 | Step 9 | State: [0.021, 0.224, 0.000, 0.000, 0.019, 0.181, 0.225, 0.020] | Action Distribution: FORWARD: 0.0165 | TURN_LEFT: 0.6522 | TURN_RIGHT: 0.2869 | FORWARD_LEFT: 0.0001 | FORWARD_RIGHT: 0.0196 | BACKWARD: 0.0245 | Selected: TURN_LEFT (prob: 0.6522)
